RMSE,MSE,MAE,R2,tRMSE,tMSE,tMAE,tR2,TopFolder,SubFolder
6.795969395,46.89155126,2.79656516,0.970002201,19.5995719,384.1432187,13.2043257,0.754253149,2rdkit,2_XG_cal
6.906812013,48.4039532,3.245102792,0.969034676,19.6078661,384.4684132,13.37682835,0.754045113,2rdkit,2_XG_cal
6.772607176,46.85446778,2.81597637,0.970025924,19.60865824,384.4994779,13.26736449,0.754025241,2rdkit,2_XG_cal
7.499027225,57.82694619,4.63468112,0.963006532,19.61234782,384.6441872,13.76899116,0.753932666,2rdkit,2_XG_cal
6.810776888,47.76901244,3.068419189,0.969440865,19.61459418,384.7323047,13.47650688,0.753876295,2rdkit,2_XG_cal
6.814335831,47.0634187,2.948455917,0.969892253,19.61701144,384.8271379,13.50637102,0.753815627,2rdkit,2_XG_cal
6.718842577,45.59591302,3.461052411,0.970831056,18.74801653,351.4881238,13.01131885,0.7751435,2rdkit,3_GBR_cal
6.589104747,44.4049565,2.865351436,0.971592943,18.94433469,358.8878168,12.84844549,0.770409716,2rdkit,3_GBR_cal
6.512376199,44.67806586,2.767725834,0.971418228,19.05116581,362.9469186,12.86867215,0.767812998,2rdkit,3_GBR_cal
6.793046157,46.75946307,3.341690229,0.970086701,19.19681049,368.517533,12.80571891,0.764249325,2rdkit,3_GBR_cal
6.897435423,48.03343562,3.524834554,0.969271707,19.29242921,372.1978248,13.31576095,0.761894942,2rdkit,3_GBR_cal
6.626101928,46.23928546,2.973867487,0.970419473,19.34268054,374.1392903,13.14876486,0.760652934,2rdkit,3_GBR_cal
6.745965057,46.23478262,2.942285759,0.970422354,19.35173388,374.489604,13.20856792,0.760428829,2rdkit,3_GBR_cal
6.734557826,46.11222784,2.912023901,0.970500755,19.35780676,374.7246827,13.13424479,0.760278442,2rdkit,3_GBR_cal
6.851186929,47.70108974,3.190211013,0.969484317,19.36429831,374.976049,12.97462964,0.760117637,2rdkit,3_GBR_cal
6.757553838,46.22187064,2.971169981,0.970430614,19.39534183,376.1792848,13.2774678,0.759347894,2rdkit,3_GBR_cal
6.750344519,46.19412725,2.862128854,0.970448362,19.41061606,376.7720159,12.91911607,0.758968708,2rdkit,3_GBR_cal
7.199323897,52.51230145,3.674300832,0.966406454,19.43788129,377.8312292,13.34057304,0.7582911,2rdkit,3_GBR_cal
6.937618124,48.84578977,3.40044232,0.968752022,19.46484852,378.8803279,13.10621446,0.757619963,2rdkit,3_GBR_cal
6.717548167,46.55590493,2.993000598,0.970216923,19.4786273,379.4169217,13.37771235,0.75727669,2rdkit,3_GBR_cal
6.928191118,48.78731066,3.412597436,0.968789432,19.51813589,380.9576288,12.93126705,0.756291058,2rdkit,3_GBR_cal
7.039261446,50.843592,3.717866063,0.967473973,19.53453454,381.5980395,13.7241884,0.755881369,2rdkit,3_GBR_cal
6.899686328,48.52643511,3.474978233,0.968956321,19.56549137,382.8084527,13.4623029,0.755107035,2rdkit,3_GBR_cal
6.821907986,47.963878,3.207408917,0.969316204,19.59453626,383.9458512,13.35083275,0.754379411,2rdkit,3_GBR_cal
6.781553121,46.88845024,2.928243464,0.970004185,19.5960858,384.0065786,13.53255878,0.754340562,2rdkit,3_GBR_cal
6.888989098,48.14168775,3.352260721,0.969202455,19.61396511,384.7076273,13.65943817,0.753892082,2rdkit,3_GBR_cal
6.82227493,47.90888624,3.017595565,0.969351384,19.61833084,384.8789051,13.0887773,0.753782511,2rdkit,3_GBR_cal
6.851155933,48.65368399,3.165389457,0.968874917,19.62957644,385.3202711,13.2515532,0.753500157,2rdkit,3_GBR_cal
6.866845072,47.60170097,3.152566438,0.969547899,19.64297032,385.8462832,13.41061272,0.753163653,2rdkit,3_GBR_cal
6.748923631,47.25293053,2.897109825,0.969771017,19.65967928,386.5029894,13.13467171,0.75274354,2rdkit,3_GBR_cal
6.773783131,47.20000472,2.913167401,0.969804875,19.66790993,386.8266812,13.3157194,0.752536465,2rdkit,3_GBR_cal
6.736680133,47.46671667,3.055668095,0.969634252,19.67230203,386.9994673,13.46664107,0.752425929,2rdkit,3_GBR_cal
7.384716186,55.09425569,4.133945022,0.964754708,19.67543704,387.1228228,13.56754301,0.752347016,2rdkit,3_GBR_cal
8.060404915,65.48510893,5.252674434,0.958107397,19.6792645,387.2734514,13.98534191,0.752250654,2rdkit,3_GBR_cal
6.730422329,47.1257592,2.818679389,0.969852372,19.68878927,387.648423,13.52768833,0.752010775,2rdkit,3_GBR_cal
6.833847792,47.12433072,2.779007813,0.969853286,19.70481006,388.2795395,13.38340758,0.751607032,2rdkit,3_GBR_cal
7.626747521,59.146003,4.679652731,0.962162695,19.76454425,390.6372092,13.79813954,0.750098767,2rdkit,3_GBR_cal
6.801992015,47.53727701,2.881638563,0.969589113,19.76559479,390.6787376,13.85929299,0.7500722,2rdkit,3_GBR_cal
6.816354685,47.5349933,2.75198946,0.969590574,19.77873669,391.1984249,13.32387352,0.749739742,2rdkit,3_GBR_cal
6.843487969,47.66618743,2.894966704,0.969506645,19.7803893,391.2638008,13.60736134,0.749697919,2rdkit,3_GBR_cal
6.83750121,47.56271076,2.800877366,0.969572842,19.79154162,391.7051196,13.50026571,0.749415596,2rdkit,3_GBR_cal
7.026638492,50.02688403,3.607439905,0.967996443,19.79508361,391.8453353,13.69247737,0.749325896,2rdkit,3_GBR_cal
6.783662936,47.64747201,2.85246048,0.969518618,19.79689588,391.9170864,13.65222383,0.749279995,2rdkit,3_GBR_cal
6.874105546,47.59739754,2.853804463,0.969550652,19.80004089,392.0416192,13.49949201,0.749200328,2rdkit,3_GBR_cal
6.868267826,47.7971184,2.88481517,0.969422885,19.81565742,392.6602788,13.57757569,0.748804554,2rdkit,3_GBR_cal
6.816874105,47.64299455,2.793559908,0.969521482,19.82496528,393.0292483,13.71493335,0.748568515,2rdkit,3_GBR_cal
7.905861201,62.75759876,4.618481273,0.959852259,19.87268514,394.9236147,13.82823415,0.747356637,2rdkit,3_GBR_cal
6.896512313,48.00304747,2.866690815,0.969291147,19.88764327,395.5183549,13.5509907,0.746976166,2rdkit,3_GBR_cal
6.933199002,49.61729775,3.156379457,0.968258467,19.9062203,396.2576066,13.53034114,0.746503246,2rdkit,3_GBR_cal
6.882692916,48.47290741,3.098255289,0.968990565,19.91903915,396.7681208,13.59542247,0.746176656,2rdkit,3_GBR_cal
6.883733258,48.04332443,2.832418625,0.96926538,19.91905418,396.7687193,13.52761053,0.746176273,2rdkit,3_GBR_cal
7.025078927,50.37138172,3.286159065,0.967776059,19.93372345,397.3533304,13.54729775,0.745802282,2rdkit,3_GBR_cal
7.103766421,51.3705001,3.442498788,0.967136896,19.93490735,397.400531,13.7249049,0.745772086,2rdkit,3_GBR_cal
6.899506731,48.49942726,3.007994291,0.968973599,19.94908436,397.9659668,13.59145774,0.745410362,2rdkit,3_GBR_cal
6.791102747,48.3384251,2.883165272,0.969076597,19.96640508,398.6573318,13.73483252,0.744968077,2rdkit,3_GBR_cal
6.905578528,48.29736103,2.857529269,0.969102866,19.96787713,398.7161172,13.4507152,0.74493047,2rdkit,3_GBR_cal
9.050543921,82.40082924,5.852526381,0.947285951,19.9729429,398.918448,13.85353966,0.744801034,2rdkit,3_GBR_cal
6.880134428,48.39880763,2.792319645,0.969037968,20.00004472,400.0017886,13.51417516,0.744107991,2rdkit,3_GBR_cal
6.970896408,49.38994496,3.231235047,0.968403911,20.02274508,400.9103205,13.83139045,0.743526779,2rdkit,3_GBR_cal
6.916326017,48.83149419,3.123062763,0.968761167,20.0253166,401.0133048,13.92080933,0.743460897,2rdkit,3_GBR_cal
7.151571718,51.74313024,3.537114517,0.966898514,20.07623426,403.055182,13.43931156,0.742154653,2rdkit,3_GBR_cal
6.877822517,48.71102842,2.895324818,0.968838232,20.08423573,403.3765249,13.61812173,0.741949081,2rdkit,3_GBR_cal
6.992666961,49.52136833,3.118635461,0.968319836,20.08920346,403.5760957,13.64765847,0.74182141,2rdkit,3_GBR_cal
7.040203594,49.8595829,3.097150481,0.968103471,20.10512027,404.215861,13.62449054,0.741412135,2rdkit,3_GBR_cal
6.89735053,49.30366602,3.094939764,0.968459106,20.11832856,404.7471441,13.51515706,0.741072258,2rdkit,3_GBR_cal
7.360865982,54.91424577,3.89812576,0.964869865,20.12907283,405.1795731,13.82063546,0.740795622,2rdkit,3_GBR_cal
6.998161528,50.15204032,3.143015586,0.967916378,20.14097185,405.6587472,13.60141536,0.740489081,2rdkit,3_GBR_cal
7.215623843,52.93829963,3.684110125,0.966133932,20.16338184,406.5619673,13.60073972,0.739911267,2rdkit,3_GBR_cal
7.04174892,50.84750844,3.357095899,0.967471468,20.16470962,406.615514,13.61538001,0.739877011,2rdkit,3_GBR_cal
6.882212359,49.10687025,2.909114088,0.968585001,20.17038694,406.8445093,13.51833395,0.739730517,2rdkit,3_GBR_cal
6.992420167,49.79777353,3.032737478,0.968143012,20.1816652,407.2996103,13.40120131,0.739439377,2rdkit,3_GBR_cal
6.962176912,49.31805765,2.934585594,0.968449899,20.18465004,407.4200971,13.58405808,0.739362298,2rdkit,3_GBR_cal
7.470624122,56.50363075,4.092224674,0.963853093,20.19465487,407.8240852,13.72978394,0.739103856,2rdkit,3_GBR_cal
7.757135315,60.85267247,4.768796503,0.961070893,20.20223067,408.130124,14.0820982,0.738908074,2rdkit,3_GBR_cal
6.950409392,49.3805682,2.970028321,0.968409909,20.21251608,408.5458065,13.92467905,0.738642151,2rdkit,3_GBR_cal
6.970788058,49.11260048,2.789897951,0.968581336,20.21253202,408.5464506,13.50320706,0.738641739,2rdkit,3_GBR_cal
6.936733283,49.35776724,2.869613005,0.968424496,20.22168278,408.9164543,13.64759879,0.738405038,2rdkit,3_GBR_cal
6.985994865,49.37050542,2.800716171,0.968416347,20.22716649,409.1382644,13.55081735,0.73826314,2rdkit,3_GBR_cal
7.080643556,51.24199865,3.508655056,0.967219102,20.23967983,409.6446397,13.58596779,0.737939198,2rdkit,3_GBR_cal
6.958522573,49.33376285,2.8880243,0.968439852,20.24021972,409.6664944,13.71723084,0.737925216,2rdkit,3_GBR_cal
6.923014821,49.5247365,2.992634667,0.968317681,20.24243057,409.7559953,14.20693662,0.73786796,2rdkit,3_GBR_cal
7.304665941,54.48508999,4.002813205,0.965144408,20.25297226,410.1828853,13.8814912,0.737594867,2rdkit,3_GBR_cal
7.053137041,50.72083361,3.2612524,0.967552505,20.27549227,411.0955866,13.81613557,0.737010987,2rdkit,3_GBR_cal
6.935031366,49.67361755,3.009952923,0.968222438,20.27720824,411.165174,13.81365119,0.73696647,2rdkit,3_GBR_cal
8.456545084,72.38918279,5.185808887,0.953690674,20.29148398,411.7443221,14.17238136,0.736595974,2rdkit,3_GBR_cal
6.98631238,49.81959882,2.943295395,0.968129049,20.29275482,411.7958981,13.62731387,0.736562979,2rdkit,3_GBR_cal
6.889879945,49.58227574,2.850872252,0.968280871,20.29298542,411.8052574,13.60560487,0.736556992,2rdkit,3_GBR_cal
6.96446345,49.69631157,2.861044603,0.96820792,20.30052533,412.1113286,13.73013656,0.73636119,2rdkit,3_GBR_cal
6.964258081,50.09040902,2.93539105,0.967955805,20.3269255,413.1839003,13.58574703,0.735675036,2rdkit,3_GBR_cal
7.164100388,53.18177698,3.74118691,0.965978173,20.32858434,413.2513414,13.69881523,0.735631892,2rdkit,3_GBR_cal
6.989120387,49.69625003,2.836806392,0.968207959,20.33261962,413.4154208,13.9242613,0.735526926,2rdkit,3_GBR_cal
7.4786842,56.58223349,4.215730554,0.963802808,20.3483065,414.0535773,14.33259994,0.73511868,2rdkit,3_GBR_cal
6.965695572,49.73701218,2.844278671,0.968181882,20.35671741,414.3959438,13.82595318,0.734899659,2rdkit,3_GBR_cal
7.025561127,49.85386604,2.868591748,0.968107128,20.36144474,414.5884318,13.97852569,0.734776519,2rdkit,3_GBR_cal
7.003762701,49.92193972,2.92324712,0.968063579,20.37390694,415.096084,14.12310705,0.734451761,2rdkit,3_GBR_cal
7.069175318,50.86385296,3.222673804,0.967461012,20.37467676,415.1274532,13.83838528,0.734431693,2rdkit,3_GBR_cal
6.995725056,49.90896711,2.922083948,0.968071878,20.37513258,415.1460275,13.98579156,0.73441981,2rdkit,3_GBR_cal
7.092905149,51.06620971,3.121454637,0.967331559,20.39043376,415.769789,13.91327262,0.734020773,2rdkit,3_GBR_cal
7.019315356,50.11013259,2.966438624,0.967943187,20.39261509,415.8587501,14.04901153,0.733963862,2rdkit,3_GBR_cal
7.051906974,50.06017889,2.899603798,0.967975144,20.39956979,416.1424476,13.62612494,0.733782373,2rdkit,3_GBR_cal
6.997410001,50.79524308,3.099339101,0.967504903,20.40097669,416.1998498,14.08534115,0.733745652,2rdkit,3_GBR_cal
6.996343117,50.18584982,2.900552491,0.967894749,20.40979024,416.5595378,13.69053183,0.733515549,2rdkit,3_GBR_cal
6.996498683,50.32169787,3.024781105,0.967807843,20.412473,416.6690539,14.00151009,0.733445489,2rdkit,3_GBR_cal
7.006377525,50.11258951,2.80243859,0.967941615,20.41842649,416.9121402,13.39506083,0.73328998,2rdkit,3_GBR_cal
6.976800881,50.11252565,2.844475646,0.967941656,20.42712789,417.267554,13.93501342,0.733062612,2rdkit,3_GBR_cal
8.290010143,69.31748169,5.180026731,0.955655724,20.44339335,417.9323315,14.32868348,0.732637336,2rdkit,3_GBR_cal
14.6727195,224.5119165,10.49838273,0.856373629,27.23216893,741.5910246,19.20163781,0.525584079,2rdkit,4_MLP_cal
14.3884189,211.4693224,10.1346934,0.864717331,27.24961518,742.5415275,18.81361013,0.524976016,2rdkit,4_MLP_cal
16.06850269,266.206733,11.69353837,0.829700322,27.25642707,742.9128168,20.12901148,0.524738493,2rdkit,4_MLP_cal
13.00735069,173.053142,8.862652164,0.889293205,27.3258906,746.7042972,18.70083503,0.52231298,2rdkit,4_MLP_cal
13.56530218,187.4688099,9.55807602,0.88007111,27.36059142,748.6019629,18.86805372,0.521098991,2rdkit,4_MLP_cal
13.57862518,189.1621934,9.400693324,0.878987807,27.36273368,748.7191942,19.40698952,0.521023995,2rdkit,4_MLP_cal
16.62937517,287.5657895,12.57506291,0.816036354,27.37784828,749.5465763,20.78929356,0.520494697,2rdkit,4_MLP_cal
13.8606076,198.3585897,9.773102721,0.873104622,27.40018316,750.7700375,19.82547413,0.519712015,2rdkit,4_MLP_cal
14.7974444,225.899604,10.82501955,0.855485888,27.43431546,752.6416646,19.26184126,0.518514684,2rdkit,4_MLP_cal
14.53956689,224.401372,10.36614911,0.856444347,27.43775834,752.8305826,19.72999933,0.518393828,2rdkit,4_MLP_cal
13.73708421,193.1929679,9.787838306,0.876409211,27.47766024,755.0218121,19.36546394,0.516992039,2rdkit,4_MLP_cal
13.20783714,179.089803,9.109053682,0.885431389,27.49235523,755.8295963,19.1221569,0.516475278,2rdkit,4_MLP_cal
14.49908724,217.549231,10.3346764,0.860827848,27.50173959,756.3456802,19.25330944,0.516145125,2rdkit,4_MLP_cal
16.12502417,263.3922593,12.16403722,0.831500818,27.54861983,758.9264545,19.85015227,0.514494134,2rdkit,4_MLP_cal
15.06908294,235.6993548,11.29507188,0.849216721,27.55922444,759.5108518,19.86659738,0.514120279,2rdkit,4_MLP_cal
14.24086785,212.8392942,10.2201942,0.863840923,27.56168134,759.6462782,19.16162744,0.514033643,2rdkit,4_MLP_cal
15.08639621,234.8633321,10.8580951,0.849751547,27.56507812,759.8335319,19.4732763,0.513913852,2rdkit,4_MLP_cal
14.79790936,228.1709142,10.77973883,0.854032869,27.59022574,761.2205565,19.16805144,0.513026534,2rdkit,4_MLP_cal
15.48344212,249.562034,11.25851753,0.840348388,27.60277237,761.9130426,19.54232413,0.512583532,2rdkit,4_MLP_cal
14.80419036,224.7383764,10.58079424,0.856228756,27.60828263,762.2172699,19.42780784,0.51238891,2rdkit,4_MLP_cal
14.93697901,229.0742527,10.61009456,0.853454979,27.64776507,764.3989134,19.08794928,0.510993253,2rdkit,4_MLP_cal
15.90419013,263.905238,11.90838462,0.831172651,27.66865851,765.5546637,19.81038447,0.510253888,2rdkit,4_MLP_cal
13.44874819,182.3510639,9.049984369,0.883345072,27.68103696,766.2398073,18.63201205,0.509815583,2rdkit,4_MLP_cal
16.50648094,307.5014256,11.99477583,0.803282986,27.69471634,766.9973134,19.79145447,0.509330986,2rdkit,4_MLP_cal
15.11194156,235.1325192,10.89723268,0.849579341,27.70500066,767.5670614,20.00303392,0.508966503,2rdkit,4_MLP_cal
14.1983309,210.9650554,9.926373437,0.865039924,27.70706994,767.6817244,19.04852815,0.50889315,2rdkit,4_MLP_cal
15.58764532,252.0403388,11.31860839,0.83876295,27.71550115,768.1490042,19.85813912,0.508594218,2rdkit,4_MLP_cal
13.93248791,204.5707703,9.907543103,0.869130522,27.72383379,768.6109598,19.72842606,0.508298693,2rdkit,4_MLP_cal
13.23591581,178.57166,8.877850374,0.885762859,27.76322998,770.7969391,18.50231127,0.506900262,2rdkit,4_MLP_cal
16.24751195,277.3323149,12.01583497,0.822582985,27.80506094,773.1214137,19.35217165,0.505413233,2rdkit,4_MLP_cal
14.4238273,218.4390078,10.33524776,0.860258634,27.80701695,773.2301914,19.81011264,0.505343645,2rdkit,4_MLP_cal
15.9239694,265.700111,11.69416173,0.830024422,27.82305305,774.1222811,20.41468776,0.504772951,2rdkit,4_MLP_cal
12.87607517,170.173964,8.616827482,0.891135093,27.83123127,774.5774343,18.10806413,0.504481777,2rdkit,4_MLP_cal
15.03341428,229.5458192,11.07708878,0.853153305,27.83368814,774.7141953,20.05217589,0.504394287,2rdkit,4_MLP_cal
15.2733271,246.1858142,10.84993183,0.842508248,27.83501877,774.7882699,19.57255029,0.504346899,2rdkit,4_MLP_cal
13.00409947,171.9315895,8.774011327,0.890010692,27.83733641,774.9172986,18.57565253,0.504264356,2rdkit,4_MLP_cal
17.75150628,326.4209189,13.48902655,0.791179672,27.85726755,776.0273556,20.56359379,0.503554223,2rdkit,4_MLP_cal
15.25778324,239.4216483,11.20015225,0.846835469,27.89057691,777.8842802,20.58909399,0.502366298,2rdkit,4_MLP_cal
15.9664841,271.2853081,11.72715638,0.82645142,27.89811529,778.304837,20.03377802,0.502097256,2rdkit,4_MLP_cal
14.77844466,224.3395583,10.64760791,0.856483891,27.9169734,779.357404,19.29190671,0.5014239,2rdkit,4_MLP_cal
16.50766868,292.0553789,12.05943719,0.813164242,27.9228138,779.6835304,19.85213949,0.501215268,2rdkit,4_MLP_cal
14.1520681,205.1751076,9.865398148,0.868743911,27.92866844,780.0105206,19.29570427,0.501006084,2rdkit,4_MLP_cal
15.60746538,246.2348679,11.40140165,0.842476867,27.94398923,780.8665338,19.86297348,0.500458469,2rdkit,4_MLP_cal
14.54960751,226.2358583,10.32147087,0.855270777,27.94645924,781.0045839,19.6389791,0.500370155,2rdkit,4_MLP_cal
13.11270508,178.664171,9.101595858,0.885703677,27.95720844,781.6055035,19.39817611,0.49998573,2rdkit,4_MLP_cal
14.02331113,202.4603676,9.789903209,0.870480604,27.982401,783.0147657,19.25701808,0.499084187,2rdkit,4_MLP_cal
13.46384082,186.9096866,9.11885115,0.880428797,27.98740412,783.2947896,19.85821252,0.498905048,2rdkit,4_MLP_cal
16.24567387,275.9404351,12.18643701,0.823473409,27.99515899,783.7289268,20.06516157,0.498627318,2rdkit,4_MLP_cal
16.48932243,283.5365154,12.26019132,0.81861399,28.00224769,784.1258758,20.20868924,0.498373379,2rdkit,4_MLP_cal
15.10405907,232.1223353,10.79369232,0.851505037,28.02049433,785.1481023,20.06506211,0.497719433,2rdkit,4_MLP_cal
16.04069283,269.4304703,11.79140565,0.82763801,28.04524016,786.5354956,20.47040693,0.49683188,2rdkit,4_MLP_cal
14.78052236,222.1435224,10.33017702,0.857888755,28.05448441,787.0540956,19.520165,0.496500118,2rdkit,4_MLP_cal
14.90683708,228.5334787,10.64444821,0.853800926,28.05489507,787.0771375,19.18898122,0.496485377,2rdkit,4_MLP_cal
15.95958323,262.2997574,11.74152739,0.832199721,28.09376323,789.2595324,20.70292152,0.49508924,2rdkit,4_MLP_cal
15.52492355,245.5133479,11.15060115,0.842938443,28.09704729,789.4440665,19.62648662,0.494971188,2rdkit,4_MLP_cal
17.02373607,297.2134799,13.01797929,0.809864464,28.12420956,790.9711631,21.17294022,0.493994263,2rdkit,4_MLP_cal
15.43397759,245.2132003,11.13135666,0.843130455,28.14712032,792.2603826,19.88553388,0.493169514,2rdkit,4_MLP_cal
15.43543106,250.4955429,11.00980787,0.839751197,28.18621062,794.4624689,20.00036113,0.49176078,2rdkit,4_MLP_cal
16.99959117,293.7776934,12.50017921,0.81206243,28.18911895,794.6264272,20.35536108,0.491655891,2rdkit,4_MLP_cal
16.14130127,263.3171344,12.13967193,0.831548877,28.19367589,794.8833599,20.53680597,0.491491525,2rdkit,4_MLP_cal
15.31543831,252.6969044,11.29523691,0.838342927,28.20857322,795.7236034,20.26698655,0.490953998,2rdkit,4_MLP_cal
14.57206642,219.388596,10.2646435,0.859651156,28.20928419,795.7637146,20.08764315,0.490928338,2rdkit,4_MLP_cal
14.38675726,216.083061,10.41584745,0.861765797,28.21728501,796.2151733,19.0114828,0.490639527,2rdkit,4_MLP_cal
14.13102847,203.2305779,9.798377286,0.869987879,28.24109554,797.5594773,19.4889417,0.48977954,2rdkit,4_MLP_cal
15.80949612,261.0220096,11.51510819,0.833017131,28.24916005,798.0150437,20.12437006,0.489488101,2rdkit,4_MLP_cal
15.00587815,229.6097351,10.85748654,0.853112416,28.25322045,798.2444656,19.96606038,0.489341334,2rdkit,4_MLP_cal
16.33969424,280.4262431,12.22817575,0.820603716,28.26018075,798.6378161,20.55867418,0.489089697,2rdkit,4_MLP_cal
15.92664845,263.3528853,11.6431523,0.831526006,28.2659221,798.9623521,19.89181573,0.488882083,2rdkit,4_MLP_cal
15.23258255,242.6430953,11.21005311,0.844774621,28.26821466,799.0919603,19.91267688,0.488799169,2rdkit,4_MLP_cal
15.49654702,247.4492477,11.16717305,0.841699995,28.27188108,799.2992598,20.31393613,0.488666553,2rdkit,4_MLP_cal
15.12002042,233.4833285,10.87070832,0.850634373,28.2770601,799.5921281,19.31677248,0.488479198,2rdkit,4_MLP_cal
16.75912556,287.2413435,12.80280987,0.816243911,28.28571567,800.0817112,20.62146784,0.488165998,2rdkit,4_MLP_cal
15.48837718,244.6083623,11.12022854,0.843517387,28.29042411,800.3480962,19.45278536,0.487995584,2rdkit,4_MLP_cal
15.09263978,230.5973862,10.78002304,0.852480589,28.29143432,800.4052557,20.24496274,0.487959018,2rdkit,4_MLP_cal
15.23329229,236.7861351,11.03129095,0.848521478,28.31266022,801.6067286,20.43159097,0.487190403,2rdkit,4_MLP_cal
17.72474237,322.682605,13.74317838,0.793571173,28.3411509,803.2208341,21.56455432,0.486157816,2rdkit,4_MLP_cal
14.92643957,232.8132346,10.94609424,0.85106305,28.35670859,804.1029221,20.23673599,0.48559352,2rdkit,4_MLP_cal
16.02386408,267.0784509,11.99089368,0.829142661,28.37070133,804.8966942,20.74166041,0.485085723,2rdkit,4_MLP_cal
13.63481831,188.8026803,9.188371773,0.879217797,28.37078423,804.9013978,19.6858409,0.485082714,2rdkit,4_MLP_cal
14.37244446,211.3713948,10.09156567,0.864779978,28.38877459,805.9225225,20.21349402,0.484429472,2rdkit,4_MLP_cal
14.90757657,228.1019011,10.60923716,0.854077018,28.39540516,806.2990339,19.83925504,0.484188608,2rdkit,4_MLP_cal
13.94297021,198.7817617,9.580707907,0.872833908,28.39671417,806.3733756,19.69149051,0.484141049,2rdkit,4_MLP_cal
15.20340171,242.1578652,10.86408443,0.845085036,28.43653073,808.6362799,20.64257869,0.482693408,2rdkit,4_MLP_cal
14.84034534,224.1782586,10.52609697,0.856587079,28.44043815,808.8585224,19.77517416,0.482551234,2rdkit,4_MLP_cal
15.16611989,236.667792,10.96151268,0.848597185,28.45568744,809.7261477,19.91990164,0.48199619,2rdkit,4_MLP_cal
13.56512951,188.7567857,9.061628713,0.879247157,28.46591841,810.3085107,18.87883077,0.481623637,2rdkit,4_MLP_cal
16.47082093,272.7652338,12.24100687,0.825504671,28.48606993,811.4561799,20.19092832,0.480889442,2rdkit,4_MLP_cal
16.45409239,280.6847854,12.22323688,0.820438319,28.50893026,812.7591045,20.97857117,0.480055925,2rdkit,4_MLP_cal
16.33501102,283.6228398,12.01877164,0.818558766,28.50978872,812.8080529,20.09942677,0.480024612,2rdkit,4_MLP_cal
13.82748172,195.6895144,9.506308273,0.874812102,28.51482149,813.0950446,19.84190389,0.479841015,2rdkit,4_MLP_cal
14.90427803,226.1191926,10.68531745,0.855345411,28.52056384,813.4225617,19.17959073,0.479631494,2rdkit,4_MLP_cal
16.46729338,285.2425856,11.72256258,0.81752257,28.52596148,813.7304786,20.67787781,0.479434511,2rdkit,4_MLP_cal
15.65649567,250.4480492,11.50817317,0.83978158,28.52857544,813.8796168,20.12868477,0.479339103,2rdkit,4_MLP_cal
14.88108482,233.6691796,10.61319271,0.850515479,28.53906886,814.4784511,20.0456937,0.478956013,2rdkit,4_MLP_cal
14.6947876,221.6209291,10.5166915,0.858223072,28.56357732,815.8779493,20.2417603,0.478060716,2rdkit,4_MLP_cal
15.13575958,235.7902155,11.02800389,0.849158595,28.58743945,817.2416943,20.66145443,0.477188291,2rdkit,4_MLP_cal
15.89688058,258.506634,11.56387497,0.834626285,28.60311275,818.1380588,20.62621172,0.476614862,2rdkit,4_MLP_cal
17.39281151,313.8552288,13.21101321,0.799218285,28.60933622,818.4941189,20.9747114,0.476387081,2rdkit,4_MLP_cal
16.30802549,271.6006506,12.1918769,0.826249687,28.61434715,818.7808631,21.09694377,0.476203643,2rdkit,4_MLP_cal
15.45755593,244.2615541,11.40283696,0.843739249,28.63025645,819.6915845,20.40017748,0.475621029,2rdkit,4_MLP_cal
13.64830269,186.9625141,9.735671566,0.880395002,22.42666767,502.9554229,15.90520733,0.678245755,2rdkit,5_DT_cal
15.41247195,238.4517363,11.09739611,0.847455948,22.49124381,505.8560479,16.13438419,0.676390146,2rdkit,5_DT_cal
8.811947218,79.50347647,4.927759763,0.949139467,22.98015182,528.0873777,15.17349759,0.662168161,2rdkit,5_DT_cal
11.63229406,136.8661394,7.705925963,0.912443013,23.06459313,531.9754561,15.90609804,0.659680852,2rdkit,5_DT_cal
13.73961443,189.5084743,9.532824557,0.878766282,23.10244995,533.7231938,15.78271382,0.658562776,2rdkit,5_DT_cal
12.0576021,146.8361081,8.249718033,0.906064953,23.10331188,533.7630197,16.33817223,0.658537299,2rdkit,5_DT_cal
9.83443756,97.68585305,5.950691404,0.937507707,23.1402024,535.4689673,15.83241093,0.657445958,2rdkit,5_DT_cal
15.29655075,234.187465,11.21054967,0.850183918,23.17554119,537.1057095,17.22459378,0.656398889,2rdkit,5_DT_cal
13.34426724,178.6142115,9.158785912,0.885735638,23.26035235,541.0439914,16.78593658,0.653879463,2rdkit,5_DT_cal
14.85734825,221.2268948,10.69910836,0.858475147,23.28744289,542.3049962,16.41248501,0.653072764,2rdkit,5_DT_cal
15.79707679,250.0658476,11.4781223,0.840026085,23.41352884,548.1933329,16.56659311,0.649305835,2rdkit,5_DT_cal
15.41393442,238.0888084,11.20528102,0.847688122,23.50501548,552.4857525,16.66792441,0.646559858,2rdkit,5_DT_cal
14.58947355,213.6703391,10.27534983,0.863309281,23.65477775,559.5485102,16.42335832,0.64204162,2rdkit,5_DT_cal
15.62889687,244.6251539,11.35980499,0.843506645,23.68606384,561.0296201,16.77398513,0.641094114,2rdkit,5_DT_cal
10.88106884,119.5652283,6.867737343,0.923510876,23.69023745,561.2273506,16.23192525,0.64096762,2rdkit,5_DT_cal
14.47812452,210.7196328,10.3146472,0.865196927,23.71232255,562.2742405,16.85202154,0.640297896,2rdkit,5_DT_cal
