RMSE,MSE,MAE,R2,tRMSE,tMSE,tMAE,tR2,TopFolder,SubFolder
4.4274152,20.61664748,1.243643341,0.986810971,14.12426973,199.4949955,10.27274257,0.872377633,1cal,2_XG_cal
4.543162933,21.2245262,1.528266876,0.986422094,14.12956554,199.6446223,10.26450103,0.872281913,1cal,2_XG_cal
4.439081765,20.52153181,1.59370647,0.986871819,14.14228835,200.0043198,10.47148421,0.872051804,1cal,2_XG_cal
4.752061674,23.29161167,1.744945081,0.985099723,14.14249684,200.0102167,10.26072755,0.872048032,1cal,2_XG_cal
4.392119574,20.06573627,1.111573399,0.987163403,14.14820706,200.1717629,10.7122553,0.871944686,1cal,2_XG_cal
4.437786047,20.72899119,1.249234695,0.986739101,14.17293059,200.8719615,10.48736809,0.87149675,1cal,2_XG_cal
5.325990596,29.11309042,2.372600835,0.981375565,14.17486615,200.9268304,10.11529742,0.871461649,1cal,2_XG_cal
5.610744539,31.73043437,3.185501693,0.979701179,14.17802789,201.0164748,10.31108887,0.871404301,1cal,2_XG_cal
4.586358883,21.88969583,1.692226221,0.985996567,14.17969805,201.0638369,10.02061711,0.871374002,1cal,2_XG_cal
4.949793118,25.10900681,1.768603883,0.983937086,14.18133134,201.1101586,10.0534603,0.871344369,1cal,2_XG_cal
5.082329908,26.11011135,2.04803702,0.983296653,14.18266159,201.1478898,10.27837045,0.871320231,1cal,2_XG_cal
4.451877369,20.2647279,1.109683386,0.987036103,14.20863326,201.8852592,10.50127882,0.870848516,1cal,2_XG_cal
5.153858942,27.05787509,2.061967824,0.982690342,14.21005191,201.9255753,10.31241471,0.870822725,1cal,2_XG_cal
5.354989682,29.02015995,3.183315797,0.981435015,14.21306956,202.0113462,10.45916405,0.870767855,1cal,2_XG_cal
4.989283021,25.34560706,1.954436525,0.983785727,14.21814513,202.1556508,10.38864727,0.870675539,1cal,2_XG_cal
4.764572929,23.10996879,1.566444074,0.985215925,14.21996717,202.2074663,10.35495409,0.870642392,1cal,2_XG_cal
4.656569854,22.45414535,1.486065102,0.985635473,14.22110982,202.2399646,10.49306074,0.870621602,1cal,2_XG_cal
5.593863661,31.66751015,3.379267959,0.979741434,14.22393926,202.320448,10.53421357,0.870570114,1cal,2_XG_cal
4.784481829,23.83762024,1.947465984,0.984750427,14.22411496,202.3254464,10.10525907,0.870566916,1cal,2_XG_cal
4.603572502,22.15633374,1.395116606,0.985825992,14.23483289,202.6304674,10.31926791,0.870371786,1cal,2_XG_cal
4.593636794,21.5772151,1.328855544,0.986196469,14.24385614,202.8874378,10.50098159,0.870207395,1cal,2_XG_cal
4.960955445,24.91768445,1.989758261,0.98405948,14.24589553,202.9455395,10.37350476,0.870170226,1cal,2_XG_cal
4.583253498,21.41628396,1.844326259,0.986299421,14.25056892,203.0787146,10.63118266,0.87008503,1cal,2_XG_cal
4.616382773,22.02611718,1.883665111,0.985909295,14.25246349,203.1327155,10.46253678,0.870050485,1cal,2_XG_cal
5.813970687,34.12267555,2.852899783,0.978170798,14.25575671,203.2265994,10.27659027,0.869990424,1cal,2_XG_cal
4.455418178,20.53368011,1.146633336,0.986864047,14.25630824,203.2423247,10.372998,0.869980365,1cal,2_XG_cal
4.79521493,23.63024455,1.723800127,0.984883091,14.26155291,203.3918915,10.37847236,0.869884683,1cal,2_XG_cal
4.59922395,21.7838079,1.397333012,0.986064306,14.26237118,203.4152316,10.37691129,0.869869751,1cal,2_XG_cal
4.399193446,20.61256576,1.399192509,0.986813582,14.26357757,203.4496451,10.3414785,0.869847736,1cal,2_XG_cal
4.574684939,21.19546353,1.321013313,0.986440686,14.27775129,203.854182,10.34754448,0.869588943,1cal,2_XG_cal
4.555202396,21.6176416,1.495314589,0.986170608,14.29191044,204.2587039,10.35229185,0.869330159,1cal,2_XG_cal
5.712754816,33.28924769,2.796136945,0.978703964,14.29402369,204.3191132,10.32591068,0.869291514,1cal,2_XG_cal
4.825247716,23.71947712,1.625440732,0.984826006,14.29586608,204.3717869,10.04628762,0.869257817,1cal,2_XG_cal
4.628062511,22.37642539,1.560509669,0.985685193,14.29738507,204.41522,10.40190905,0.869230032,1cal,2_XG_cal
4.531450601,21.02311829,1.589948995,0.98655094,14.30554713,204.6486785,10.33019033,0.869080682,1cal,2_XG_cal
4.487464633,20.95313594,1.209718362,0.98659571,14.31477136,204.912679,10.32400638,0.868911794,1cal,2_XG_cal
4.83651954,23.76624093,1.586016752,0.98479609,14.3198185,205.0572019,10.11173863,0.868819338,1cal,2_XG_cal
4.780721404,23.48433869,1.789187404,0.984976431,14.32986668,205.345079,10.28850692,0.868635176,1cal,2_XG_cal
4.459723529,20.56873501,1.082204239,0.986841622,14.33919771,205.6125911,10.45404748,0.868464041,1cal,2_XG_cal
4.52780726,20.9335996,1.333223916,0.986608208,14.34160386,205.6816013,10.54128453,0.868419893,1cal,2_XG_cal
5.47601272,30.15287114,3.079677742,0.980710389,14.34525319,205.7862891,10.25702721,0.868352921,1cal,2_XG_cal
5.343097098,28.89607454,2.308440505,0.981514396,14.34725803,205.8438129,10.37617943,0.868316122,1cal,2_XG_cal
4.780933878,23.10712895,2.140880984,0.985217742,14.35984461,206.2051372,10.57353891,0.868084973,1cal,2_XG_cal
5.012029709,25.94619364,1.932363367,0.983401515,14.36464021,206.3428883,10.58854969,0.86799685,1cal,2_XG_cal
4.449394616,20.64594722,1.065797491,0.986792227,14.36787026,206.4356958,10.30948444,0.867937478,1cal,2_XG_cal
4.494043748,20.70215719,1.098502505,0.986756268,14.37188154,206.550979,10.54237722,0.867863729,1cal,2_XG_cal
4.861226673,24.35778346,2.160397447,0.984417664,14.37314553,206.5873124,10.24112746,0.867840485,1cal,2_XG_cal
4.458133289,20.78673063,1.263351283,0.986702164,14.38087609,206.8095971,10.29708288,0.867698284,1cal,2_XG_cal
4.529295232,21.51010969,1.306163698,0.986239399,14.38202166,206.8425471,10.61014643,0.867677205,1cal,2_XG_cal
4.895515024,24.97539424,1.836581105,0.984022562,14.38375315,206.8923548,10.56089889,0.867645341,1cal,2_XG_cal
5.424136691,30.14028618,2.452108783,0.98071844,14.38692109,206.9834983,10.36558182,0.867587034,1cal,2_XG_cal
4.522433437,21.06456998,1.472425614,0.986524422,14.38737551,206.9965741,10.48120725,0.867578669,1cal,2_XG_cal
5.286606886,28.32516627,3.098047999,0.981879622,14.3941391,207.1912405,10.63982768,0.867454136,1cal,2_XG_cal
4.55938878,21.19970959,1.201266326,0.98643797,14.39641542,207.2567771,10.5594048,0.86741221,1cal,2_XG_cal
5.604160784,31.65957649,2.607656049,0.979746509,14.41226434,207.7133634,10.5481611,0.86712012,1cal,2_XG_cal
4.538298411,21.16504299,1.20402174,0.986460147,14.4128849,207.7312511,10.61494849,0.867108676,1cal,2_XG_cal
5.031885065,25.74561259,2.018454658,0.983529832,14.41470446,207.7837047,10.40949039,0.86707512,1cal,2_XG_cal
4.498444652,21.26318965,1.198532297,0.98639736,14.41703709,207.8509585,10.42922516,0.867032096,1cal,2_XG_cal
4.738411148,23.19079623,1.490711342,0.985164218,14.41897067,207.9067152,10.63000051,0.866996427,1cal,2_XG_cal
5.559203852,31.32941253,2.559612202,0.979957724,14.42418166,208.0570166,10.23722893,0.866900275,1cal,2_XG_cal
4.552804931,21.67307562,1.277479581,0.986135145,14.42550203,208.0951087,10.38152584,0.866875907,1cal,2_XG_cal
4.916066081,24.61083471,2.502058448,0.984255781,14.42639067,208.1207479,10.48709182,0.866859505,1cal,2_XG_cal
5.361096126,29.1187753,3.102118375,0.981371929,14.43141178,208.2656459,10.33882537,0.86676681,1cal,2_XG_cal
4.543013248,21.08740775,1.324472862,0.986509813,14.43223264,208.2893389,10.6745753,0.866751652,1cal,2_XG_cal
4.959699266,25.11074563,1.77048188,0.983935974,14.43227897,208.2906763,10.55579884,0.866750797,1cal,2_XG_cal
4.530419248,21.09515298,1.164308546,0.986504858,14.43574394,208.3907031,10.73151052,0.866686807,1cal,2_XG_cal
4.73163322,22.88559213,1.494330278,0.985359465,14.43790688,208.4531549,10.60318546,0.866646855,1cal,2_XG_cal
4.71856898,23.13352925,1.784982145,0.985200853,14.4397517,208.5064291,10.28591169,0.866612774,1cal,2_XG_cal
5.023167547,26.02993097,2.686550213,0.983347946,14.44092195,208.5402267,10.47918052,0.866591153,1cal,2_XG_cal
4.691660343,22.74095915,2.102497791,0.985451991,14.44177066,208.5647398,10.81401854,0.866575471,1cal,2_XG_cal
5.771517265,33.94354887,2.921039461,0.97828539,14.4488183,208.7683503,10.17310867,0.866445216,1cal,2_XG_cal
5.78638707,33.72412127,2.956406877,0.978425764,14.4494637,208.7870012,10.33940777,0.866433284,1cal,2_XG_cal
4.538470128,21.10275075,1.16738999,0.986499997,14.44990884,208.7998655,10.65411308,0.866425055,1cal,2_XG_cal
4.681761091,22.20940831,1.884391111,0.985792038,14.45151909,208.846404,10.45467005,0.866395283,1cal,2_XG_cal
5.167893756,27.25301686,2.828100234,0.982565505,14.45404424,208.919395,10.40605723,0.866348588,1cal,2_XG_cal
4.544627036,21.01364667,1.296338072,0.986556999,14.45922535,209.0691979,10.55506943,0.866252756,1cal,2_XG_cal
5.186899893,27.25900787,2.10172202,0.982561672,14.45948117,209.0765957,10.45478487,0.866248023,1cal,2_XG_cal
4.540838466,21.19439533,1.15868719,0.98644137,14.47132603,209.419277,10.5443728,0.8660288,1cal,2_XG_cal
5.44972165,30.14312432,2.417746821,0.980716625,14.47510239,209.5285893,10.43150929,0.86595887,1cal,2_XG_cal
5.322249137,28.87827527,2.228064295,0.981525783,14.47663011,209.5728194,10.40079635,0.865930575,1cal,2_XG_cal
4.543095457,21.22233779,1.348712012,0.986423494,14.47935711,209.6517824,10.59097289,0.86588006,1cal,2_XG_cal
4.619746959,21.82923733,1.302124943,0.986035244,14.48383978,209.7816149,10.53847586,0.865797003,1cal,2_XG_cal
4.761338659,23.3509496,1.510489619,0.985061763,14.48474627,209.8078744,10.63421775,0.865780204,1cal,2_XG_cal
5.119064228,27.22237252,2.03920197,0.982585109,14.49653234,210.1494499,10.50070899,0.865561689,1cal,2_XG_cal
4.974208564,25.22837674,1.729918518,0.983860722,14.50272445,210.3290163,10.58795778,0.865446815,1cal,2_XG_cal
4.847487785,23.94775573,2.262544259,0.98467997,14.5037944,210.3600519,10.49165985,0.865426961,1cal,2_XG_cal
5.11779501,26.72969407,2.856880907,0.982900289,14.5085219,210.4972078,10.78541513,0.865339219,1cal,2_XG_cal
4.483438577,21.10543248,1.543982855,0.986498282,13.77265503,189.6860266,10.03296583,0.878652697,1cal,3_GBR_cal
4.470061658,20.37083607,1.757005073,0.986968223,13.78105753,189.9175466,10.24199237,0.878504587,1cal,3_GBR_cal
4.652184562,21.89583436,1.752914865,0.98599264,13.85110356,191.8530699,10.25171311,0.87726638,1cal,3_GBR_cal
4.744275817,23.05116812,2.015769215,0.985253542,14.10214005,198.870354,10.41604905,0.872777233,1cal,3_GBR_cal
4.500754368,21.06705617,1.434400554,0.986522832,14.12399418,199.4872116,10.33650683,0.872382612,1cal,3_GBR_cal
4.644203169,22.07543436,2.090504193,0.985877745,14.15937145,200.4877999,10.38978528,0.871742509,1cal,3_GBR_cal
5.179655704,26.96755712,2.402718392,0.982748121,14.17729344,200.9956493,10.19150384,0.871417624,1cal,3_GBR_cal
4.7957931,23.3391606,1.79914784,0.985069305,14.20537286,201.7926182,10.42660262,0.870907781,1cal,3_GBR_cal
4.890026387,24.25271588,2.034853583,0.984484879,14.22388962,202.3190358,10.3679476,0.870571018,1cal,3_GBR_cal
4.929871334,24.50002314,1.91188337,0.98432667,14.25939712,203.3304062,10.36946659,0.869924016,1cal,3_GBR_cal
4.827085129,23.61276172,2.053958972,0.984894275,14.2611643,203.3808071,10.37951477,0.869891774,1cal,3_GBR_cal
5.075556677,26.29362433,2.719488904,0.983179254,14.29081862,204.227497,10.5868727,0.869350123,1cal,3_GBR_cal
4.553262138,21.18695179,1.651448053,0.986446131,14.29584179,204.3710926,10.53411212,0.869258261,1cal,3_GBR_cal
4.983209354,25.38010262,2.326256174,0.983763659,14.31269105,204.8531252,10.4993445,0.868949892,1cal,3_GBR_cal
5.345143034,29.29447129,2.789207408,0.981259531,14.31639042,204.9590348,10.46325905,0.868882139,1cal,3_GBR_cal
5.531679111,31.10470278,2.845249057,0.980101477,14.31731416,204.9854848,10.30254155,0.868865218,1cal,3_GBR_cal
4.578416583,21.63624645,1.330847639,0.986158705,14.34832891,205.8745426,10.32349159,0.868296463,1cal,3_GBR_cal
4.978331858,25.09580576,1.967623629,0.983945531,14.35630536,206.1035035,10.74467516,0.868149991,1cal,3_GBR_cal
4.42183582,20.79791352,1.262724327,0.98669501,14.35952099,206.195843,10.44873023,0.868090919,1cal,3_GBR_cal
5.554812501,31.44948539,2.975433728,0.97988091,14.36249493,206.2812606,10.5367324,0.868036275,1cal,3_GBR_cal
4.794500815,23.82941,1.772114585,0.984755679,14.37588862,206.6661737,10.61323751,0.867790035,1cal,3_GBR_cal
4.569188453,21.75992849,1.380985354,0.986079583,14.3783143,206.735922,10.62435044,0.867745415,1cal,3_GBR_cal
5.058472697,26.20098562,2.265716805,0.983238518,14.38584748,206.9526076,10.56299487,0.867606796,1cal,3_GBR_cal
5.062578669,25.76827395,2.230341831,0.983515335,14.39253869,207.1451699,10.50327802,0.867483608,1cal,3_GBR_cal
6.228076439,39.18930141,3.677562056,0.974929539,14.40076691,207.3820875,10.52517936,0.867332046,1cal,3_GBR_cal
4.736494476,23.23394221,1.626479582,0.985136616,14.40932084,207.628527,10.54298495,0.867174392,1cal,3_GBR_cal
4.555616161,21.44223763,1.441999666,0.986282818,14.4465846,208.7038067,10.70128537,0.866486506,1cal,3_GBR_cal
4.631126876,22.01315248,1.813058347,0.985917588,14.45152813,208.8466653,10.28485487,0.866395116,1cal,3_GBR_cal
4.843834094,24.28868649,1.955143855,0.984461868,14.46469562,209.2274193,10.5501656,0.866151537,1cal,3_GBR_cal
4.786012336,23.79194462,2.368379786,0.984779647,14.46698244,209.2935809,10.842121,0.866109212,1cal,3_GBR_cal
