SAMindex,EGsmlie2D,TC_mean,S_area,PDOS_mean,PDOS_min,PDOS_max,PDOS_var,PDOS_sd,PDOS_gm,PDOS_hm,Peak1_frequency,Peak1_PDOS,Peak2_frequency,Peak2_PDOS,Peak3_frequency,Peak3_PDOS,Peak4_frequency,Peak4_PDOS,Peak5_frequency,Peak5_PDOS,E_pair_mean,E_pair_min,E_pair_max,E_pair_var,E_pair_sd,E_pair_gm,E_pair_hm,E_mol_mean,E_mol_min,E_mol_max,E_mol_var,E_mol_sd,E_mol_gm,E_mol_hm,TotEng_mean,TotEng_min,TotEng_max,TotEng_var,TotEng_sd,TotEng_gm,TotEng_hm,c_interface_up_mean,c_interface_up_min,c_interface_up_max,c_interface_up_var,c_interface_up_sd,c_interface_up_gm,c_interface_up_hm,c_interface_up1_mean,c_interface_up1_min,c_interface_up1_max,c_interface_up1_var,c_interface_up1_sd,c_interface_up1_gm,c_interface_up1_hm,c_interface_up2_mean,c_interface_up2_min,c_interface_up2_max,c_interface_up2_var,c_interface_up2_sd,c_interface_up2_gm,c_interface_up2_hm,c_interface_up3_mean,c_interface_up3_min,c_interface_up3_max,c_interface_up3_var,c_interface_up3_sd,c_interface_up3_gm,c_interface_up3_hm,c_interface_dw_mean,c_interface_dw_min,c_interface_dw_max,c_interface_dw_var,c_interface_dw_sd,c_interface_dw_gm,c_interface_dw_hm,c_interface_dw1_mean,c_interface_dw1_min,c_interface_dw1_max,c_interface_dw1_var,c_interface_dw1_sd,c_interface_dw1_gm,c_interface_dw1_hm,c_interface_dw2_mean,c_interface_dw2_min,c_interface_dw2_max,c_interface_dw2_var,c_interface_dw2_sd,c_interface_dw2_gm,c_interface_dw2_hm,c_interface_dw3_mean,c_interface_dw3_min,c_interface_dw3_max,c_interface_dw3_var,c_interface_dw3_sd,c_interface_dw3_gm,c_interface_dw3_hm,SAM_up_length_mean,SAM_up_length_min,SAM_up_length_max,SAM_up_length_var,SAM_up_length_sd,SAM_up_length_gm,SAM_up_length_hm,SAM_dw_length_mean,SAM_dw_length_min,SAM_dw_length_max,SAM_dw_length_var,SAM_dw_length_sd,SAM_dw_length_gm,SAM_dw_length_hm,Gold_up_length_mean,Gold_up_length_min,Gold_up_length_max,Gold_up_length_var,Gold_up_length_sd,Gold_up_length_gm,Gold_up_length_hm,Gold_dw_length_mean,Gold_dw_length_min,Gold_dw_length_max,Gold_dw_length_var,Gold_dw_length_sd,Gold_dw_length_gm,Gold_dw_length_hm,Water_length_mean,Water_length_min,Water_length_max,Water_length_var,Water_length_sd,Water_length_gm,Water_length_hm,Au_overlap_factor,Water_all_overlap_factor,Water_librations_overlap_factor,Water_bending_overlap_factor,Water_stretching_overlap_factor
SAM142,N[C@@H]1[C@H](NO)O[C@H](CO)[C@H](O)[C@@H]1O,166.467,1395.691,0.004129803,4.31E-05,0.026195446,2.66E-05,0.00515699,4.53E-05,0.000328635,89.12676813,0.026195446,37.4809891,0.018204045,43.52887694,0.018179232,40.66408796,0.011399506,32.30845345,0.010492127,-862384.0317,-863279.24,-859459.69,32702.76103,180.8390473,862503.4794,862383.9938,1872.759289,-1174.6245,2203.1413,14303.60349,119.5976734,1862.650016,1863.054869,-841783.4492,-843610.39,-841234.32,146048.1087,382.1624115,841917.3388,841783.2759,-223.7409322,-273.53343,-181.98563,170.3242501,13.05083331,219.3826991,222.9782902,-0.171403179,-44.499524,45.455274,105.9313494,10.29229563,4.646357823,1.262960087,0.329299694,-41.181515,47.187801,124.1768237,11.14346551,5.930770964,1.865281295,-7.240406614,-66.947445,84.519916,348.8135395,18.67655052,14.61130478,3.198136358,-195.2683647,-248.75722,-135.56266,201.9085163,14.20945166,203.7524299,194.2321501,0.274791346,-48.102859,49.648628,105.8207545,10.28692153,6.401536926,1.381770537,-0.427089737,-41.336175,38.676183,107.1522701,10.35143807,2.928726589,0.125177352,8.171270834,-78.248717,60.003491,352.1516361,18.76570372,11.86515539,2.17369105,18.91215999,17.65131,24.59701,0.698543578,0.835789195,18.72028954,18.87958733,17.58596773,16.072107,21.896527,0.601929748,0.775841316,17.22598545,17.55322301,57.16148094,57.02594,57.39495,0.002298185,0.047939384,57.16718402,57.16144075,57.15945366,57.0118359,57.5009639,0.003159014,0.056205105,57.19708351,57.15939844,48.90346153,46.940045,51.566301,0.373062979,0.610788817,49.00482083,48.89584175,0.069292741,0.348519171,0.392717172,0.049917728,0.240366388
SAM143,N[C@@H]1[C@H](NO)O[C@@H](CO)[C@H](O)[C@@H]1O,161.0455,1394.609,0.004130276,3.51E-05,0.026336029,2.72E-05,0.005214525,3.74E-05,0.000305211,88.96761319,0.026336029,43.60845441,0.01841914,37.56056657,0.018400828,40.42535555,0.012154017,33.18380563,0.010805617,-862430.4013,-863063.94,-859264.86,30770.35791,175.4148167,862335.1184,862430.3657,1878.917993,-982.09505,2171.3861,13719.89167,117.1319413,1969.127254,1869.626332,-841840.531,-843399.87,-841218.77,140625.4882,375.0006509,841615.9765,841840.3641,-221.1835447,-268.65958,-160.14752,179.5718364,13.40044165,215.7029722,220.3684645,-0.4500591,-42.599156,46.19904,111.8514331,10.57598379,6.477179333,1.337777721,0.30522858,-41.489202,47.579717,119.5269878,10.93283988,3.644780551,1.191086033,-8.224936185,-68.785317,82.850304,348.1135133,18.65780033,11.14063434,1.64814416,-189.1606699,-244.35309,-142.15481,195.6260072,13.98663674,188.3664377,188.12249,0.264086732,-38.889138,49.212881,105.1939873,10.25641201,9.9042556,1.025871947,-0.156285154,-41.13937,37.771989,106.9672094,10.34249532,2.879725455,1.46788208,8.638557433,-66.724007,65.140831,315.3826615,17.75901634,9.803255178,3.615121034,18.58471047,17.30992,21.07836,0.367802872,0.606467536,19.15116964,18.56524656,19.16086689,17.677238,23.317668,0.581492803,0.762556754,19.49986557,19.13210146,57.0597756,56.93454,57.30194,0.002454183,0.049539715,57.05772058,57.05973262,57.13761359,56.9865419,57.5099169,0.003055167,0.055273568,57.11261659,57.13756016,49.41048394,47.734927,52.155494,0.364088792,0.603397707,48.64178159,49.40314822,0.072172018,0.345745645,0.396422186,0.05025984,0.202439373
SAM144,N[C@@H]1[C@H](NO)O[C@H](CO)[C@@H](O)[C@@H]1O,165.81175,1395.332,0.004130235,3.84E-05,0.025196098,2.68E-05,0.005173024,4.21E-05,0.000318019,89.12676813,0.025196098,37.40141163,0.019004098,43.52887694,0.018407265,40.42535555,0.012021409,33.42253805,0.010969993,-862348.7306,-863174.63,-859236.18,30536.54706,174.7470946,862176.6264,862348.6952,1876.875805,-1049.1437,2185.8449,14527.45104,120.5298761,1941.048182,1867.152731,-841787.365,-843536.84,-841141.26,162595.7728,403.2316615,841433.2174,841787.172,-218.7508668,-261.54556,-173.73095,166.7374137,12.91268422,208.1925564,217.9871731,-0.121761818,-36.740699,39.321398,108.4559036,10.41421642,9.609396698,1.523228377,0.186469313,-54.682505,38.52055,110.0696644,10.49140908,6.800149273,1.683155592,-7.117739534,-69.783064,78.581812,344.6908614,18.56585203,9.878565079,2.012076954,-198.0241387,-255.77012,-151.04839,189.6383919,13.7709256,187.3691402,197.0638241,0.232147915,-48.011953,43.657478,108.9527802,10.43804485,3.830535647,1.161526721,-0.11612178,-42.342384,51.360306,104.9588832,10.24494428,6.783134449,0.674317189,7.152532903,-90.824129,62.999144,360.9673865,18.99914173,9.046405163,3.823401085,18.46496221,17.395,20.90861,0.225323804,0.474682846,18.165051,18.45300578,18.79864209,17.109028,22.869753,0.630674502,0.794150176,19.0117455,18.76706574,57.07062079,56.91545,57.32775,0.002376258,0.048746882,57.09588196,57.07057917,57.18866779,57.0322192,57.5064252,0.003017964,0.054936,57.20492139,57.18861505,48.49617427,46.980782,51.457126,0.353377977,0.594456035,48.35143495,48.48896581,0.070313881,0.345739309,0.394082375,0.049576858,0.21455027
SAM145,N[C@H]1CC[NH2+][C@@H]1C(=O)[O-],179.67075,1393.194,0.004130625,1.48E-05,0.031642124,2.96E-05,0.00543956,1.51E-05,0.000216518,89.12676813,0.031642124,44.08591924,0.019497741,37.56056657,0.016341658,39.94789072,0.010554097,34.21831276,0.010249183,-865221.6285,-866047.97,-862136.2,32128.9927,179.2456211,865124.6061,865221.5914,1622.276061,-1402.3751,1909.5374,13430.94575,115.8919572,1653.09698,1603.08795,-845789.2746,-847533.86,-845134.65,147872.3634,384.5417577,845583.0387,845789.0999,-344.7111257,-404.4105,-291.48423,241.9269945,15.55400252,349.9781006,344.0052524,-0.294892706,-46.956844,50.452015,177.8817514,13.33723177,12.41272646,1.817415809,0.501622063,-47.967979,49.315028,179.7801746,13.40821295,9.649965266,1.058978302,-11.22098787,-80.569195,87.139385,527.144553,22.95962876,9.959278042,3.001260231,-336.3134352,-404.5904,-274.82437,259.5447816,16.11039359,336.3077415,335.5423946,0.163314334,-50.789931,67.836289,189.0464944,13.74941797,6.503482265,1.032387315,-1.478302845,-52.836277,48.963018,200.3749414,14.1553856,7.06935931,1.120839868,9.442742793,-97.711795,88.604335,588.9413789,24.26811445,15.11380143,4.000277526,13.0563341,12.6246,13.65655,0.016788234,0.129569418,13.15625312,13.05505329,13.0720096,12.621329,13.668523,0.021956592,0.148177568,13.07679834,13.07033757,57.06952229,56.94311,57.33312,0.002205717,0.046965066,57.06567511,57.06948366,57.15214728,56.99463,57.477209,0.002932345,0.054151134,57.17405444,57.152096,48.7801556,46.746237,50.765985,0.316286973,0.562393966,48.68672394,48.77366337,0.06632333,0.321354293,0.322314196,0.183212346,0.255861536
SAM146,N[C@H]1CC[NH2+][C@H]1C(=O)[O-],177.817,1393.005,0.004130483,1.46E-05,0.032659177,2.96E-05,0.005436027,1.48E-05,0.000214162,89.04719066,0.032659177,44.08591924,0.019906625,37.71972151,0.016508757,39.94789072,0.01075706,34.05915782,0.010158847,-865254.9594,-866203.93,-862161.19,41011.4596,202.5128628,865232.4542,865254.912,1614.075752,-1338.8243,1901.4027,13169.32006,114.757658,1620.827363,1596.412184,-845847.35,-847740.49,-845228.48,184651.615,429.7110832,845752.49,845847.132,-350.7569681,-405.00676,-300.31072,210.4715785,14.50763863,358.0085565,350.1567388,-0.565124519,-56.445257,53.975046,178.6245989,13.3650514,5.930131462,0.613977862,0.459769878,-54.19302,63.515871,196.9890136,14.03527747,2.550199201,1.546185529,-9.321833602,-83.284893,84.206343,566.4637578,23.80049911,11.42327196,2.104603737,-339.7477256,-405.958,-285.76681,225.5418719,15.01805153,338.8916835,339.0808126,0.255152506,-50.025996,49.14823,191.0132919,13.82075584,9.381608531,1.737079776,-1.230335471,-52.19059,66.909183,206.0649909,14.35496398,5.022590883,2.224618915,7.255259825,-89.5603,89.87753,592.3421286,24.33807981,18.81988889,3.073383009,13.020976,12.61232,13.54569,0.01614565,0.127065534,13.14829183,13.01974088,13.07073014,12.692114,13.817169,0.020496292,0.143165261,13.07676629,13.06916981,57.09100085,56.9568,57.33515,0.002198022,0.046883064,57.10592205,57.09096237,57.20085568,57.0399484,57.4564914,0.002898601,0.053838654,57.19854702,57.20080504,48.29394688,46.552743,50.099304,0.246911246,0.496901646,48.21356952,48.2888324,0.069354719,0.326067532,0.329363514,0.185589602,0.253338496
SAM147,N[C@H]1C[NH2+][C@@H](C(=O)[O-])C1,178.61425,1393.002,0.004130474,1.48E-05,0.030846931,2.96E-05,0.005442393,1.49E-05,0.000200109,89.12676813,0.030846931,43.76760935,0.021490185,37.56056657,0.017637333,39.78873577,0.010578412,34.21831276,0.009368423,-868709.1483,-869543.5,-865701.52,31066.73936,176.2575938,868697.8648,868709.1126,1624.202619,-1353.7951,1904.8646,13550.14754,116.405101,1594.698823,1608.767229,-849326.5193,-851180.35,-848783.73,149257.4255,386.3384857,849381.8733,849326.3438,-449.8974508,-511.41079,-390.81176,264.3712508,16.25949725,425.1826163,449.3086441,-0.954191039,-67.259558,65.057436,279.5379871,16.71938956,6.577122658,1.712284898,0.838299187,-70.996497,71.865183,307.0936115,17.52408661,7.559387915,1.772770826,-2.425525539,-84.031308,109.86153,619.6396915,24.89256298,9.471397517,3.693301221,-395.6597688,-465.40823,-331.26966,324.0355274,18.00098684,419.7511646,394.8398273,-1.090848839,-61.735093,57.983206,253.3683468,15.91754839,5.005652864,1.62376068,-1.448040686,-59.592494,67.669823,276.4257306,16.62605578,4.643252009,1.637959455,5.366691076,-94.533733,81.408224,615.2335091,24.80390109,7.831681674,1.813305183,13.58532461,13.11582,14.16318,0.018744624,0.136911009,13.57071156,13.58394794,13.6191396,13.179686,14.206837,0.020630129,0.143631921,13.67353154,13.6176287,57.11622506,56.95888,57.38072,0.00216872,0.046569523,57.11241,57.11618711,57.15484222,57.0133463,57.4536903,0.003096462,0.055645864,57.1613117,57.15478808,49.23511607,47.470759,51.622519,0.466288473,0.682853186,50.36899631,49.2257058,0.06573317,0.324619018,0.322302652,0.179495938,0.287054862
SAM148,N[C@H]1C[NH2+]C[C@H]1C(=O)[O-],158.3295,1394.735,0.004130643,9.54E-06,0.033645354,3.37E-05,0.005801991,9.62E-06,0.000121578,88.88803572,0.033645354,43.44929946,0.025646272,37.4809891,0.017430274,39.86831324,0.012430184,29.84155183,0.009720432,-856630.0366,-857548.74,-853644,37619.96729,193.9586742,856411.3358,856629.9927,2747.874833,-199.39406,3058.2467,11843.11483,108.8260761,2631.963928,2739.310745,-836122.0293,-837931.43,-835518.19,155527.1646,394.3693252,835949.8577,836121.8435,-298.9882109,-350.50914,-235.84858,162.5038551,12.74769999,299.053321,298.441041,0.486840842,-53.25266,42.248128,140.1805929,11.83978855,7.295283994,1.41957188,-0.505639177,-43.847119,47.483511,137.0399997,11.70640849,10.12703651,1.519685988,-11.11488983,-88.638457,90.552036,566.7089064,23.80564862,22.86253565,3.319966956,-288.5500715,-335.36642,-232.66698,206.8171778,14.38113966,302.7031306,287.827718,-0.101592409,-48.798134,49.131796,151.0693723,12.29102812,5.039810796,1.653636256,0.60697499,-48.607816,50.365588,155.6152375,12.47458366,5.691011523,1.175842028,10.79716507,-91.506292,84.43332,585.7464883,24.20220007,17.84265249,3.371451019,13.1327252,12.72,13.77696,0.015773543,0.125592767,13.15524811,13.13152766,13.08929056,12.709518,13.695322,0.018369563,0.135534361,13.02522289,13.08789195,57.12723607,56.99465,57.34698,0.002146702,0.046332519,57.17193318,57.12719851,57.17648902,57.0160276,57.5025416,0.002994659,0.05472348,57.20574871,57.17643668,48.40063841,46.833875,50.26242,0.225569044,0.474941095,48.96596462,48.395983,0.069840359,0.312641305,0.31838716,0.103665993,0.315373919
SAM149,N[C@H]1C[NH2+]C[C@@H]1C(=O)[O-],158.43,1393.999,0.004130669,9.71E-06,0.032621629,3.34E-05,0.00577611,1.00E-05,0.000121932,88.96761319,0.032621629,43.36972199,0.02513431,37.4809891,0.018342707,39.94789072,0.013008485,29.84155183,0.009980054,-856631.6474,-857699,-853733.35,44491.65425,210.9304488,856451.2566,856631.5955,2738.491833,-155.17907,3006.0074,11910.2263,109.1339833,2723.733705,2728.565888,-836188.3032,-838107.89,-835594.13,189944.3729,435.826081,835953.8182,836188.0763,-299.5691114,-345.21976,-246.78721,163.3496207,12.7808302,296.7314559,299.0209161,0.371073712,-45.860511,58.082169,131.0273994,11.44672003,8.093212227,1.743362375,-0.433873486,-50.257575,45.498875,144.4593891,12.01912597,5.795138608,1.719717876,-11.57457549,-84.737444,80.143871,547.0272553,23.3886138,14.73287887,4.324412557,-277.6399284,-336.60097,-218.8608,193.6758648,13.91674764,282.5600971,276.9391888,-0.251185886,-49.643342,51.575558,151.2592898,12.29875155,4.281137337,1.023711603,0.704733505,-47.351795,60.451236,152.8677904,12.36397147,10.1434701,0.525512619,11.16609957,-103.83125,90.208853,580.5968532,24.09557746,16.13494393,4.022277017,13.08816819,12.71037,13.64122,0.015354862,0.123914737,13.06606727,13.08699805,13.05359372,12.643209,13.707028,0.017424189,0.132000715,13.03067266,13.05226368,57.04364261,56.90853,57.28872,0.002244225,0.047373254,57.0751935,57.04360329,57.17207082,57.0259056,57.4379186,0.002872831,0.053598793,57.18159747,57.1720206,48.5886441,46.872294,50.74697,0.296112541,0.544162238,49.49974824,48.58255877,0.067425169,0.309014393,0.30927138,0.105557034,0.331965804
SAM150,N[C@H]1OC[C@@H](O)[C@H](O)[C@@H]1O,168.83025,1393.231,0.004130287,3.81E-05,0.030953597,3.37E-05,0.00580285,4.00E-05,0.000263436,88.80845825,0.030953597,37.64014404,0.021439935,43.29014452,0.018578873,44.00634176,0.018171762,39.7091583,0.012864179,-861258.6427,-862239.5,-858403.68,44409.66133,210.7359991,861181.1052,861258.5912,1951.80911,-944.5207,2275.9968,13750.831,117.2639373,2018.412588,1942.882472,-841307.5876,-843281.56,-840718.56,186046.1737,431.3307011,841055.2648,841307.3667,-199.0081538,-244.07413,-154.37985,137.1387244,11.71062442,196.6788307,198.3105871,0.071341711,-43.130982,44.145085,108.5855298,10.42043808,6.364866347,1.4099077,-0.172840507,-38.532395,51.314638,111.488298,10.55880192,3.452205364,1.071306576,-10.73967549,-61.945368,56.307637,280.7202303,16.7547077,10.37167869,2.72399292,-177.5125856,-227.90045,-131.54674,160.7407718,12.6783584,178.1733242,176.5970212,0.104953655,-39.667815,43.242961,105.9884307,10.29506827,4.372196768,1.328359761,0.056905994,-56.041661,44.914225,112.8088988,10.62115337,8.720278682,0.202939082,10.60933551,-78.489555,59.624365,282.4708617,16.80686948,13.53852732,2.012102504,14.34270992,13.90865,14.98382,0.018592535,0.136354447,14.42033505,14.34141796,14.42191981,13.968418,15.007396,0.020297139,0.142468028,14.45149449,14.42051668,57.0848073,56.94791,57.32748,0.002183231,0.04672506,57.08695761,57.08476907,57.18468075,57.0286964,57.5154144,0.003032956,0.055072281,57.179559,57.18462774,48.01656533,46.576501,50.484876,0.211351912,0.45973026,47.74338124,48.01218488,0.070826351,0.309372534,0.359063985,0.044482242,0.133334558
SAM151,NCC(=O)CCO,166.65775,1391.574,0.00412909,1.34E-05,0.042558739,3.94E-05,0.006280498,1.46E-05,0.000214828,88.49014836,0.042558739,43.68803188,0.024547136,37.40141163,0.022431438,31.27394632,0.010638805,2.148591732,0.008532651,-849230.2553,-850148.23,-846159.6,34266.51527,185.1121694,849054.2216,849230.215,2588.897912,-455.27887,2893.0078,12390.17726,111.3111731,2575.668246,2582.448759,-829203.8889,-831081.21,-828607,139924.979,374.0654742,828909.4808,829203.7203,-201.849288,-246.4154,-157.80508,155.3039494,12.46210052,199.1554526,201.0739443,-0.275369566,-50.497509,41.455628,133.4398438,11.5516165,2.684806134,1.297891081,-0.024600539,-49.629059,42.922335,128.1028095,11.31825117,7.18315648,1.275735304,-7.907970323,-59.661303,72.234638,297.1736784,17.23872613,17.41947877,3.289405827,-180.364062,-229.32464,-134.7477,165.1324964,12.85038896,183.9286581,179.4389888,-0.002013735,-50.315191,45.405327,129.0160275,11.35852224,6.061192825,1.868174475,-0.046006969,-41.732721,43.042606,128.7008503,11.34463971,7.172750543,1.296375903,7.701820441,-67.606906,58.193528,299.2582898,17.2990835,14.03081699,2.673611162,14.37215907,13.78671,15.1057,0.031519988,0.177538695,14.20840163,14.36997144,14.48297835,13.909552,15.265783,0.032147211,0.179296433,14.5271416,14.48076489,57.04124447,56.90465,57.34003,0.002160589,0.04648214,57.0758167,57.04120661,57.18112657,57.0288351,57.5903661,0.003018956,0.054945029,57.18755956,57.1810738,47.99838853,46.571733,50.876848,0.25054402,0.500543724,48.30182537,47.99320251,0.088583126,0.322805807,0.379158144,0.066999406,0.105612233
SAM152,NCC(=O)C[C@@H]([NH3+])C(=O)[O-],160.97275,1391.389,0.004129504,1.31E-05,0.037467032,2.78E-05,0.005271397,1.36E-05,0.000216685,88.56972583,0.037467032,43.68803188,0.019410686,37.4809891,0.018852534,30.31901666,0.009683524,33.34296058,0.008581467,-872887.4234,-873793.12,-870078.05,45493.49517,213.292042,872725.0246,872887.3713,2696.831945,-307.36688,3017.2069,15158.19027,123.1186024,2818.130003,2688.543316,-852326.445,-854319.8,-851490.4,219529.0007,468.5392201,851732.7587,852326.1877,-279.1439807,-334.81328,-228.7833,191.7840008,13.84861007,273.4662124,278.4563922,-0.441155793,-39.141728,44.687334,127.6546467,11.29843559,5.322666671,0.931944211,0.276540842,-44.049829,48.328715,121.0527406,11.00239704,11.68376814,1.558617229,-10.09579575,-84.110111,97.583801,441.3559573,21.00847346,17.91684603,3.51392797,-246.1077369,-296.62305,-198.45307,181.1210181,13.4581209,243.8841462,245.3673091,0.028925849,-41.06468,39.867782,127.0690838,11.27249235,3.97652383,1.38368423,-0.358949776,-39.599148,51.727885,132.5831943,11.5144776,3.190978662,0.738661001,10.36708868,-87.131395,78.789338,458.5468814,21.41370779,14.10589967,1.626906498,14.43256381,13.91775,15.13715,0.024750909,0.157324215,14.28711153,14.43085405,14.51017156,13.988791,15.28114,0.029651623,0.172196467,14.52242844,14.50813506,57.13010677,56.98561,57.40616,0.00218672,0.046762373,57.15660813,57.13006851,57.21812662,57.0635702,57.5182092,0.003010043,0.054863858,57.23040794,57.21807405,46.72520686,45.609665,48.879261,0.173863237,0.416969108,46.5166857,46.72150056,0.073423812,0.360001415,0.369990918,0.251369604,0.236800746
SAM153,NCC(=O)C[C@H]([NH3+])C(=O)[O-],172.12175,1391.03,0.004129756,1.35E-05,0.03512267,2.66E-05,0.00516112,1.39E-05,0.000219205,88.56972583,0.03512267,37.4809891,0.020547445,43.76760935,0.018806951,30.31901666,0.00923951,34.61620012,0.00900583,-872868.3058,-873802.4,-869763.59,38538.62499,196.3125696,872765.3459,872868.2616,2687.109174,-362.55426,3015.21,14919.09124,122.1437319,2670.013805,2679.239714,-852232.951,-854129.39,-851679.63,177308.0197,421.0795883,852108.5973,852232.7432,-290.9595818,-349.02072,-235.28826,198.548965,14.0907404,301.3361738,290.2746075,0.006527124,-45.380404,43.313196,126.6087513,11.25205543,6.099460071,0.9160733,-0.128233202,-44.222191,43.369893,134.7169154,11.60676163,7.022971176,1.018758397,-11.3263626,-81.584805,86.364777,444.4955272,21.08306257,10.33606141,2.485903654,-237.0452417,-290.86348,-191.20771,182.6985031,13.51660102,223.7864444,236.2713871,0.133533063,-42.512076,41.552229,122.1835421,11.05366645,5.173280902,1.418368221,-0.642001269,-48.227481,57.826114,128.7910784,11.3486157,9.865971476,1.156788078,12.69862865,-80.43269,77.8488,424.8356973,20.61154282,16.55622615,3.972671661,14.52791527,14.00798,15.29374,0.030568745,0.174839198,14.6253598,14.52581893,14.47554315,14.004981,15.300146,0.027901752,0.167038176,14.53244893,14.47362405,57.08904156,56.96093,57.36963,0.002196087,0.046862429,57.09994367,57.08900311,57.14784307,56.9956204,57.4857724,0.003006277,0.054829526,57.17753423,57.1477905,47.20095125,45.958223,49.742092,0.173218918,0.416195768,46.97975168,47.19729388,0.077500384,0.363676996,0.374375732,0.260044064,0.233227188
SAM154,CNC(=O)[C@@H](N)[C@H](C)O,75.65225,1391.401,0.004129512,2.05E-05,0.038122697,3.50E-05,0.005918385,2.12E-05,0.00027405,88.72888077,0.038122697,43.13098958,0.02489883,37.40141163,0.019958152,40.8232429,0.013416392,31.51267873,0.010356151,-863583.0623,-864609.88,-860649.87,70811.77313,266.1048161,863425.5795,863582.9803,2790.31543,-99.287955,3064.1716,12576.67793,112.1457887,2796.19764,2776.498398,-842882.108,-844597.05,-842165.04,254455.5855,504.4359082,842639.9165,842881.8064,-74.48798639,-109.12673,-36.443932,78.47572901,8.858652776,74.75918948,73.35960268,0.073708586,-22.446351,19.829187,23.1177826,4.808095527,2.064614132,0.755549734,0.087574962,-22.936528,22.303341,24.56886555,4.956699057,2.467930864,0.629824769,-9.546122908,-38.767327,43.97587,96.72498291,9.834886014,10.50529005,2.212382221,-63.17268978,-94.749449,-31.957491,77.8704444,8.824423177,68.78645881,61.89923956,-0.070944604,-28.897245,19.037161,21.04926481,4.587947777,5.289161252,0.262125485,-0.015120941,-25.62577,27.033717,22.76724286,4.771503208,2.055111582,0.472558023,9.118397095,-41.203624,35.891932,91.96162157,9.589662224,6.008768584,2.32228921,14.2765638,13.76228,15.23937,0.039706975,0.199266091,14.4143011,14.27380811,14.74361657,14.042296,15.487518,0.041949437,0.204815616,14.76531828,14.74077222,57.07368916,56.94883,57.35607,0.002121185,0.046056322,57.0577385,57.07365202,57.25709199,57.107627,57.517265,0.002966032,0.054461289,57.259353,57.25704022,48.09625566,46.622474,50.102438,0.234672856,0.484430445,48.26477652,48.09138695,0.08348936,0.318500465,0.365232797,0.093957403,0.108269325
SAM155,CNC(=O)[C@H](N)[C@@H](C)O,91.33775,1391.022,0.004129413,1.96E-05,0.037835609,3.46E-05,0.005879026,2.10E-05,0.000280556,88.6493033,0.037835609,43.13098958,0.024650182,37.40141163,0.020536743,40.74366543,0.012849656,31.35352379,0.010460248,-863677.4102,-864772.52,-860864.22,88570.33408,297.6076848,863600.5896,863677.3077,2804.974488,-142.12537,3068.1764,12218.75229,110.5384652,2842.693867,2794.301003,-842874.4954,-844780.89,-842124.94,317572.2436,563.5354857,842654.0058,842874.1191,-86.64260482,-115.79343,-58.444895,58.90510821,7.674966333,91.54609828,85.95744657,0.021840557,-27.875481,22.436767,30.49076261,5.521844132,1.952194324,0.667136871,0.058969223,-34.093906,23.08226,34.67101684,5.888209986,4.027707811,0.558314448,-5.532857328,-36.023989,48.86008,126.1137223,11.23003661,5.852842325,0.52844441,-77.89966073,-109.7835,-48.115483,61.88339253,7.866599807,83.67392203,77.0926654,-0.018429699,-24.799641,22.980097,30.74452523,5.544774588,1.772873209,0.51578296,-0.08027402,-23.34732,25.313421,31.74760672,5.634501462,3.66216644,0.459807419,5.34921304,-46.866897,35.433243,130.9715635,11.44428082,4.985373018,1.909217653,14.29424193,13.76832,15.15401,0.041920044,0.20474385,14.21071688,14.29133434,14.69347167,13.96412,15.459957,0.046616539,0.215908635,14.59812777,14.69030052,57.07840952,56.9458,57.34743,0.00208964,0.045712577,57.07380999,57.07837293,57.22676363,57.0671613,57.5890523,0.002973489,0.054529706,57.23048783,57.2267117,46.93281324,45.525383,48.751684,0.194553485,0.441082175,46.86263338,46.92867715,0.085355178,0.322842212,0.371415363,0.095373626,0.107253877
SAM156,CN1CCN(C[C@@H](O)CO)CC1,158.6205,1393.44,0.004130121,1.34E-05,0.036964889,4.07E-05,0.006377421,1.44E-05,0.00018631,88.6493033,0.036964889,44.08591924,0.024673849,37.24225668,0.021190711,35.65070725,0.01467625,30.79648149,0.011322818,-855579.3414,-856464.27,-852690.05,45759.55547,213.9148323,855449.9074,855579.2879,3353.369161,420.86511,3719.446,17929.34585,133.9005073,3315.029016,3345.34472,-833223.9489,-835149.06,-832505.29,227035.223,476.4821329,833070.8624,833223.6767,-188.3703891,-227.2469,-146.10816,134.0241885,11.57688164,193.8555465,187.6548953,0.379373762,-37.04641,39.44134,85.58867035,9.251414505,5.816594594,1.151302387,-0.201568928,-34.108078,37.409229,77.45446151,8.800821639,5.713597224,0.926078731,-7.27596412,-59.358873,75.196813,318.1296453,17.8361892,5.2269661,2.692597484,-170.2135638,-217.76479,-126.42929,161.6411169,12.71381599,171.452606,169.2609924,-0.153826064,-38.008186,37.693642,82.03163822,9.057131898,5.986880679,0.648156892,0.177341422,-41.327013,34.53778,80.00996854,8.944829151,8.328783787,1.226442166,6.920300351,-85.341536,61.020376,306.087524,17.49535721,15.66386957,3.135546115,17.44641898,16.78342,18.18507,0.037192991,0.192854845,17.61098371,17.44429261,17.55295722,16.921987,18.532293,0.045384666,0.213036772,17.61213667,17.55037936,57.07449362,56.94925,57.33778,0.002222153,0.047139719,57.0392436,57.07445471,57.18303853,57.030188,57.500317,0.002932379,0.054151446,57.19215685,57.18298728,48.31295805,46.169786,50.907627,0.478021505,0.691390993,48.33894616,48.30308268,0.067697477,0.271189288,0.320962151,0.045669076,0.039096513
