SAMindex,True_Values,Fold1_Predictions,Fold2_Predictions,Fold3_Predictions,Fold4_Predictions,Fold5_Predictions,Fold6_Predictions,Fold7_Predictions,Fold8_Predictions,Fold9_Predictions,Fold10_Predictions
SAM132,140.61125,139.95815,140.24124,140.08891,140.20609,132.14145,139.81317,139.77585,140.33798,139.82884,140.32895
SAM133,69.41875,71.37954,70.933426,70.79323,81.2933,71.269554,72.50256,71.11288,71.796074,70.15342,71.41346
SAM134,71.48275,69.76178,70.17619,70.41778,73.509766,68.87879,69.77091,70.339386,69.16679,72.43174,70.05845
SAM135,220.519,208.52261,213.13661,212.75967,217.18028,215.02203,219.33015,166.44627,218.70204,219.392,218.60469
SAM136,117.03475,119.8422,119.781425,119.27698,119.728935,149.80238,118.29481,120.31084,119.7388,119.12808,119.1667
SAM137,168.3095,173.5289,171.51947,170.05225,170.4317,170.39163,183.30965,170.74815,171.19446,170.44096,172.52725
SAM138,161.19475,159.93367,160.1345,161.8262,160.10416,160.15065,160.51112,161.26602,160.30658,160.1956,160.73921
SAM139,170.14725,169.24968,168.46518,169.3144,169.13808,168.45593,169.12143,170.36201,169.71696,160.38614,169.13974
SAM140,172.03425,172.46324,170.4828,171.87843,171.02368,171.66399,174.7832,171.7407,171.85127,171.19029,172.96344
SAM141,169.8835,170.79762,168.3591,171.33105,170.49026,168.8655,171.60048,170.43823,169.08836,171.04608,168.99055
SAM142,166.467,168.19856,167.53073,166.66359,168.17934,166.94919,166.11964,165.72105,167.92528,166.86526,168.14455
SAM143,161.0455,158.61386,159.26659,157.79485,157.39566,158.0592,157.38606,158.76347,158.5499,157.09218,136.61821
SAM144,165.81175,165.74745,166.75578,165.41374,164.74036,167.14407,165.95232,167.60924,167.1278,167.72905,163.95277
SAM145,179.67075,177.6425,177.95755,176.93178,171.92297,178.62569,177.66043,178.25038,177.11066,178.01141,179.7446
SAM146,177.817,177.37215,177.2207,178.28941,178.20572,179.04073,177.86252,178.3655,178.65376,178.66042,175.98415
SAM147,178.61425,180.25241,180.61797,181.83685,180.55232,180.95312,182.57047,180.40666,182.35384,180.35307,190.9356
SAM148,158.3295,157.7741,158.52826,158.81363,158.82971,157.7493,157.83826,158.61784,158.96696,158.0854,158.16917
SAM149,158.43,161.0225,161.49435,159.23314,159.64124,160.42679,160.2562,165.57336,159.19983,160.23386,160.44023
SAM150,168.83025,169.22194,171.11168,171.30869,170.12036,169.58392,177.13487,171.69943,170.76662,170.814,170.16493
SAM151,166.65775,165.55554,165.74907,165.23103,148.77827,165.08238,166.30374,165.26683,165.61958,165.07625,165.17175
SAM152,160.97275,161.10378,162.30522,163.19943,162.35689,162.09276,162.1062,161.53796,161.57924,161.92494,171.5077
SAM153,172.12175,170.06006,171.72832,169.3622,170.99236,170.99359,170.81723,166.40178,170.57278,170.71373,171.78293
SAM154,75.65225,79.75876,79.423355,78.377335,79.96227,82.5317,77.90351,79.29759,76.48531,78.399605,78.4391
SAM155,91.33775,86.4526,86.35913,87.21141,88.234825,89.939156,88.14551,86.05691,76.14312,86.66324,86.53207
SAM156,158.6205,158.99211,161.52104,159.45703,160.04532,160.27824,158.86885,160.4794,159.95079,159.77467,159.47287
SAM157,122.99425,122.33627,122.46914,122.59465,123.06247,123.76767,122.35955,122.96868,128.83865,124.69118,122.9506
SAM158,157.1895,156.1649,153.25464,155.12933,155.71823,153.55492,141.28854,154.61232,154.51222,155.1462,154.96446
SAM159,198.7365,198.99428,199.06717,200.1696,198.52849,198.78653,197.98933,198.17075,198.85616,198.9701,199.96725
SAM160,134.9855,133.8992,135.44507,123.397934,134.95517,134.32686,133.86908,134.67555,134.19618,134.81609,133.32558
SAM161,110.51525,107.65073,107.89378,107.86311,107.28079,109.26093,77.095474,108.35115,108.26858,108.527596,108.75103
SAM162,89.51275,89.451935,90.00324,89.394165,89.88228,89.8464,88.6536,90.37619,90.078,88.47173,91.71402
SAM163,85.0655,85.14046,89.61751,85.27963,85.26822,85.416504,85.31696,85.52832,85.982086,86.54798,86.58931
SAM164,117.6,118.55325,117.83252,117.84356,117.27218,117.389626,117.4961,117.04101,117.34255,116.89712,117.62657
SAM165,86.02025,87.06342,85.66242,87.29037,85.45626,85.60753,87.716286,85.312126,83.417656,86.51368,85.20591
SAM166,107.991,109.44602,110.67811,108.33152,115.86747,110.52174,109.46359,109.822556,109.83834,111.08468,110.08936
SAM167,115.273,114.19368,113.36813,108.19436,115.174614,113.283844,113.74282,114.688034,114.907684,113.10964,114.06467
SAM168,79.332,70.49666,77.55173,77.537,77.507835,76.880974,77.5678,77.618034,77.559555,77.153755,76.522064
SAM169,121.14075,121.123604,131.47374,120.06023,120.893936,120.86885,120.910194,120.96644,120.77488,121.79901,121.847496
SAM170,115.7845,117.32412,115.68941,115.31609,96.45277,114.59977,116.12539,115.39413,115.74246,115.46157,114.99001
SAM171,112.68575,113.85139,114.74244,114.5637,113.52248,113.24938,132.10384,113.006,115.29729,115.10407,113.4944
SAM172,112.84125,112.48761,114.82982,112.96588,113.185,112.0843,112.840225,113.64926,112.035835,113.51744,112.51787
SAM173,113.0645,112.75512,113.00871,112.61209,110.45912,111.28645,112.21368,111.91592,103.9968,112.483955,112.18515
SAM174,118.2965,118.95934,118.35792,117.36194,118.665184,126.2377,118.539375,117.887085,117.655716,117.874916,118.57196
SAM175,110.948,109.34189,110.713326,110.94844,110.404495,123.289314,109.90757,110.86596,110.01689,110.75468,110.48849
SAM176,86.002,90.682396,88.31087,88.69421,87.0275,87.69104,87.312935,88.1636,87.84913,96.72749,88.39727
SAM177,73.58425,73.86902,74.28805,74.20137,74.064,73.55031,76.080246,74.34444,74.03878,74.1145,79.547714
SAM178,84.21575,82.96563,84.273895,84.30449,85.11705,81.427414,82.992485,81.19293,82.90316,84.52857,84.06655
SAM179,74.42025,80.97407,74.75086,76.17633,75.88269,75.65081,74.78981,74.85863,75.38402,76.081154,75.351746
SAM180,110.87125,109.16571,109.69773,110.65553,110.776924,110.574394,111.61197,111.895805,110.66143,111.415085,112.05374
SAM181,119.86425,113.51143,119.0399,117.84314,118.887726,119.39906,116.72839,119.23684,117.51209,116.97844,118.26863
SAM182,82.61525,82.181595,81.74123,81.33286,80.90283,82.57358,81.98308,81.63213,81.56369,81.71209,80.895386
SAM183,75.4845,76.43284,76.91147,76.40942,76.06364,77.21003,77.13474,76.37578,76.22312,76.32733,75.7195
SAM184,70.9445,70.434,71.448524,72.31403,71.33071,71.867065,70.600105,71.152405,70.41437,71.4092,71.44385
SAM185,83.20275,81.46979,81.62249,82.30798,81.23689,82.54756,80.674095,82.583115,83.166626,82.137474,81.597626
SAM186,102.002,104.72651,104.40354,104.91704,103.33194,103.6386,104.47142,113.035576,103.96317,103.87846,103.52342
SAM187,117.39975,116.92462,118.885315,118.13189,118.58806,118.41868,118.74425,118.53504,118.52852,117.92164,118.36479
SAM188,115.81225,115.51204,114.35418,114.606995,114.70194,102.52395,115.10163,116.033035,116.10619,114.93362,113.845924
SAM189,116.6605,116.38664,117.225945,117.27012,117.15597,117.56141,109.31305,116.188034,116.696976,116.67367,117.00913
SAM190,117.5195,118.75619,117.5164,119.22517,119.287056,117.39644,116.54772,119.21464,116.56363,117.444275,118.48234
SAM191,116.57475,116.34602,114.04138,115.52301,113.86569,114.46922,117.56237,114.646065,116.20958,105.22449,115.011406
SAM192,104.15825,106.32993,105.2348,129.79982,103.96408,105.44443,107.42488,104.68043,107.47982,104.15203,106.34779
SAM193,109.14,112.29357,109.96267,108.82114,108.78189,109.61699,109.69788,111.06238,110.02788,111.310555,110.25553
SAM194,95.9265,94.5487,95.04196,95.73498,96.13492,96.47756,96.147316,92.29051,94.85768,96.55073,94.88839
SAM195,114.667,114.40166,114.81777,113.86453,114.69461,114.083786,114.22653,115.21538,115.999176,113.17366,114.194695
SAM196,114.02725,112.14273,112.65672,113.28141,113.54948,97.491554,112.70254,114.35863,113.92833,113.89979,113.89034
SAM197,77.1865,78.34917,78.07738,77.11115,78.33184,78.24814,78.52434,84.62525,79.115906,77.89456,77.77736
SAM198,101.528,100.8934,101.46569,100.80008,102.325775,100.72205,100.11579,105.36721,101.236046,101.44455,101.74783
SAM199,108.5405,109.678535,110.658905,109.73847,110.778015,110.21211,110.13157,109.98301,108.8302,110.690315,119.188034
SAM200,100.34075,104.05026,104.135864,103.215004,102.995605,103.12157,107.18837,103.62026,102.79356,104.30081,104.38124
SAM201,77.5845,76.20565,78.15034,78.46186,77.89895,76.98814,76.65555,76.72881,77.457146,76.780846,77.36364
SAM202,115.9935,117.33443,123.239296,117.13108,116.35312,116.34319,116.60844,116.733055,117.29085,115.64478,116.17073
SAM203,123.3615,159.34227,127.80197,127.4221,129.34163,130.86754,127.85242,128.36285,126.56975,128.7125,128.59258
SAM204,76.6275,79.16912,88.51228,78.70844,78.538635,78.13206,78.98887,79.31362,78.365585,77.71873,77.17489
SAM205,115.5685,116.71674,116.60195,115.96957,116.704956,121.80224,116.5174,115.66292,116.975624,116.68751,115.81752
SAM206,90.3335,92.71825,91.88266,90.97791,110.22168,92.05354,91.453705,93.28541,91.2443,92.1855,91.60312
SAM207,92.11925,92.968636,95.017426,92.82245,92.61676,93.903946,92.77738,93.06923,93.06225,93.724,98.076126
SAM208,72.40075,72.78753,72.30118,73.075424,73.206665,72.98568,71.990715,72.36263,75.61269,73.14571,72.33579
SAM209,82.39825,79.66441,79.42108,80.24397,79.51183,79.99414,79.00816,72.23534,80.05517,79.81349,79.92356
SAM210,102.63025,106.51007,103.54189,103.78907,104.10315,105.33941,104.95942,105.03616,103.31851,104.6148,115.98079
SAM211,75.88825,75.76873,77.34473,82.02291,76.52691,76.77334,76.08419,75.06996,76.81934,76.64355,75.45253
