,SAMindex,TC_mean,Peak2_frequency,E_pair_var,TotEng_var,c_interface_up_mean,c_interface_dw_mean,SAM_up_length_gm,SAM_dw_length_gm,qed,MaxAbsPartialCharge,PEOE_VSA1,TPSA,MolLogP,MolMR
150,SAM151,166.65775,43.68803188,34266.51527,139924.979,-201.849288,-180.364062,14.20840163,14.5271416,0.476096243,0.395917548,10.84019487,63.32,-1.1034,25.7642
151,SAM152,160.97275,43.68803188,45493.49517,219529.0007,-279.1439807,-246.1077369,14.28711153,14.52242844,0.424244833,0.543887348,21.36839953,110.86,-3.7353,30.3615
152,SAM153,172.12175,37.4809891,38538.62499,177308.0197,-290.9595818,-237.0452417,14.6253598,14.53244893,0.424244833,0.543887348,21.36839953,110.86,-3.7353,30.3615
153,SAM154,75.65225,43.13098958,70811.77313,254455.5855,-74.48798639,-63.17268978,14.4143011,14.76531828,0.42511108,0.391245684,16.15698348,75.35,-1.5595,33.7229
154,SAM155,91.33775,43.13098958,88570.33408,317572.2436,-86.64260482,-77.89966073,14.21071688,14.59812777,0.42511108,0.391245684,16.15698348,75.35,-1.5595,33.7229
155,SAM156,158.6205,44.08591924,45759.55547,227035.223,-188.3703891,-170.2135638,17.61098371,17.61213667,0.55152806,0.393635073,15.11296452,46.94,-1.413,47.0296
156,SAM157,122.99425,43.52887694,43611.26502,188645.9104,-169.4872473,-162.9939946,18.32627017,13.55069048,0.48816144,0.367129061,15.78731903,64.35,-1.1498,36.4211
157,SAM158,157.1895,44.08591924,47917.79572,218952.8263,-183.8243621,-160.8127032,17.49260678,17.65701361,0.55152806,0.393635073,15.11296452,46.94,-1.413,47.0296
158,SAM159,198.7365,37.4809891,37562.08681,171266.3608,-297.8839576,-279.4821074,13.05645656,13.15522344,0.356208698,0.327711216,5.733667477,101.29,-1.9302,34.2738
159,SAM160,134.9855,43.52887694,44605.68421,198111.2439,-216.931596,-193.5844103,19.64533366,18.77476041,0.478056391,0.388709535,10.21305479,60.77,-1.2463,41.5936
160,SAM161,110.51525,43.05141211,50991.95481,202807.7125,-115.4161797,-102.9215628,17.59987405,17.73474031,0.480460201,0.394544208,15.7401046,78.43,-1.3789,43.3962
161,SAM162,89.51275,43.44929946,49791.42331,190982.0816,-111.9621564,-83.70630558,16.81907372,16.50704239,0.36991339,0.369280783,20.846632,98.66,-2.1046,39.647
162,SAM163,85.0655,37.24225668,58694.6043,197882.0103,-108.4309908,-75.2246975,16.94935486,16.50328999,0.36991339,0.369280783,20.846632,98.66,-2.1046,39.647
163,SAM164,117.6,43.29014452,30087.58305,145472.4337,-162.0702887,-130.4378923,13.82585597,13.94641971,0.502707252,0.36789793,11.05045608,72.19,-1.0037,32.4731
164,SAM165,86.02025,43.60845441,54491.91463,208083.2087,-121.3979122,-79.39464624,16.97183434,16.4455747,0.36991339,0.369280783,20.846632,98.66,-2.1046,39.647
165,SAM166,107.991,43.76760935,48886.62273,218711.2867,-157.7769761,-131.983444,16.43039901,16.59396763,0.424403845,0.395701163,20.63637079,89.79,-1.5257,46.9691
166,SAM167,115.273,43.68803188,46125.81745,170854.5148,-161.1656084,-131.2705325,16.46525798,16.5170768,0.424403845,0.395701163,20.63637079,89.79,-1.5257,46.9691
167,SAM168,79.332,43.36972199,41372.41902,212162.6308,-91.57624085,-65.79132218,17.15552867,17.10288919,0.419055567,0.382860544,15.37044016,67.43,-1.1149,43.5694
168,SAM169,121.14075,43.21056705,34410.3592,167719.6801,-174.8547309,-145.121928,15.51949026,15.54752671,0.427470384,0.39454397,15.7401046,78.43,-1.769,38.7792
169,SAM170,115.7845,44.56338407,54920.46665,224345.2079,-130.1606752,-107.9490291,12.73169898,12.74484342,0.377451375,0.350911927,10.63357721,58.2,-1.5216,28.1334
170,SAM171,112.68575,44.16549671,39098.16356,160150.3224,-202.6749068,-180.0303426,15.51651336,15.63325004,0.533749586,0.357620909,5.316788604,66.48,-1.1186,40.0207
171,SAM172,112.84125,43.21056705,49378.49968,210189.6332,-142.1306494,-126.6747288,13.63230795,13.89039218,0.431088344,0.394542975,15.7401046,61.36,-1.0923,29.5442
172,SAM173,113.0645,44.24507418,65825.05783,282195.6653,-164.8928675,-130.7298743,15.42680098,15.73360496,0.386018508,0.467412759,15.20739338,78.62,-1.3403,32.0074
173,SAM174,118.2965,44.32465165,50613.7774,217382.7573,-169.3044635,-155.9496299,16.00986234,16.08640868,0.306886831,0.467155759,9.473725908,74.54,-1.3256,34.7657
174,SAM175,110.948,44.32465165,43754.79894,180041.068,-162.1529613,-130.8719492,15.96098607,16.07837513,0.301434676,0.465263133,9.473725908,68.14,-1.0943,35.611
175,SAM176,86.002,37.4809891,49709.98024,200253.0538,-126.4470861,-115.9043403,13.83588124,14.01284445,0.458097746,0.467511346,15.20739338,61.55,-1.1129,29.7534
176,SAM177,73.58425,44.08591924,64178.44154,285906.2933,-128.0389118,-115.3338498,17.40979317,17.48432375,0.564653294,0.467817284,15.20739338,64.79,-1.1811,47.2504
177,SAM178,84.21575,43.21056705,46994.38679,240655.2064,-91.95523699,-73.24533943,14.51012448,14.68988814,0.467269565,0.467780619,15.57705783,72.55,-1.1325,31.6722
178,SAM179,74.42025,43.21056705,37873.94133,164739.1559,-83.75803231,-67.86109114,14.67000196,14.69329063,0.467269565,0.467780619,15.57705783,72.55,-1.1325,31.6722
179,SAM180,110.87125,44.32465165,60394.2496,270910.4927,-191.8610146,-156.2252807,15.91840944,16.35591539,0.4879469,0.467008574,19.6867807,93.06,-1.9458,36.0456
180,SAM181,119.86425,44.32465165,39960.34719,166815.0861,-199.6077406,-160.2091345,15.73486279,15.92967981,0.4879469,0.467008574,19.6867807,93.06,-1.9458,36.0456
181,SAM182,82.61525,43.21056705,57337.38842,255415.9669,-84.08524261,-79.74590664,14.44537495,14.85159548,0.467269565,0.467780619,15.57705783,72.55,-1.1325,31.6722
182,SAM183,75.4845,43.13098958,42643.98566,190066.6636,-92.36188519,-66.62586683,14.41899687,14.48716468,0.467269565,0.467780619,15.57705783,72.55,-1.1325,31.6722
183,SAM184,70.9445,44.00634176,60287.78765,204826.8487,-123.7828813,-112.8610108,17.43613963,17.48365585,0.564653294,0.467817284,15.20739338,64.79,-1.1811,47.2504
184,SAM185,83.20275,43.05141211,50594.89914,191938.6304,-120.0490658,-109.1747341,16.07163739,15.71831151,0.515522054,0.467823106,10.05365156,72.47,-1.454,42.4605
185,SAM186,102.002,44.32465165,51131.12567,211676.0574,-156.8150998,-133.0866191,17.34421314,17.35370662,0.547737577,0.463022878,9.473725908,104.16,-1.1602,40.301
186,SAM187,117.39975,43.76760935,50044.56656,196452.7606,-127.0926621,-99.84835524,16.04647444,15.88594035,0.529700176,0.384879731,24.42364365,68.15,-1.3166,34.6926
187,SAM188,115.81225,43.60845441,54499.38146,240324.5356,-122.9246523,-99.845754,15.87727786,15.94745105,0.529700176,0.384879731,24.42364365,68.15,-1.3166,34.6926
188,SAM189,116.6605,43.76760935,38992.0022,156188.0935,-128.9280209,-96.66568233,15.88367757,15.99301903,0.529700176,0.384879731,24.42364365,68.15,-1.3166,34.6926
189,SAM190,117.5195,43.76760935,45821.31824,206356.0324,-125.1415072,-98.79717403,15.92144337,15.90979962,0.529700176,0.384879731,24.42364365,68.15,-1.3166,34.6926
190,SAM191,116.57475,43.76760935,51077.22184,188611.788,-122.3722627,-94.74450329,15.96562892,15.96567094,0.529700176,0.384879731,24.42364365,68.15,-1.3166,34.6926
191,SAM192,104.15825,37.4809891,46015.37451,182858.1591,-160.5092945,-137.5049697,12.63171392,13.06626708,0.423052586,0.302116828,5.207253025,66.4,-1.0752,19.766
192,SAM193,109.14,43.36972199,54833.75068,218968.323,-148.3088676,-124.5403802,14.88134827,14.89786374,0.437458201,0.394544193,15.52984339,69.56,-1.5243,31.7763
193,SAM194,95.9265,43.13098958,51958.16105,217149.8532,-125.682498,-108.3676184,12.76830912,14.05610817,0.496551998,0.357642506,10.63357721,58.2,-1.1315,32.7504
194,SAM195,114.667,43.44929946,53401.12038,193171.5091,-231.5623416,-268.5628398,18.24574066,19.64264491,0.501498901,0.351881152,0.0,82.67,-1.6262,46.931
195,SAM196,114.02725,37.32183416,51368.88599,227386.1293,-86.99061222,-75.02777994,15.23612394,16.030273,0.508907523,0.369668098,11.46733495,110.68,-1.1952,38.3105
196,SAM197,77.1865,37.64014404,61859.2361,229899.4886,-60.74646044,-42.20874595,16.70577353,16.72971027,0.586255585,0.397540576,16.0344346,91.11,-1.0842,44.3088
197,SAM198,101.528,43.05141211,39022.56737,158558.8629,-110.7012249,-94.26344159,13.58473345,13.41940591,0.531927096,0.379251734,11.46733495,108.03,-1.3204,31.6088
198,SAM199,108.5405,42.81267969,50500.07675,207131.4454,-99.00972658,-86.44157866,13.16895756,13.72657114,0.523364294,0.36928631,5.733667477,84.66,-1.1675,29.2811
199,SAM200,100.34075,44.08591924,61488.87966,251117.7962,-98.99210433,-86.05509234,11.74260242,11.95410771,0.377939843,0.386523616,10.84019487,92.42,-1.8264,24.8119
200,SAM201,77.5845,43.36972199,57862.30185,228700.9402,-128.1598614,-110.5637049,17.39508104,17.3162605,0.574169192,0.378792718,15.78731903,67.59,-1.0131,44.8451
201,SAM202,115.9935,43.29014452,57078.08604,225776.5764,-144.0709092,-121.6431361,12.37174394,12.58776034,0.404730998,0.394542976,16.15698348,75.35,-1.353,24.6719
202,SAM203,123.3615,43.36972199,42179.27276,209111.3585,-201.9664714,-161.1574371,14.02327982,14.61117794,0.312312984,0.393749335,26.37003827,115.81,-2.6296,36.7075
203,SAM204,76.6275,44.32465165,63545.26297,256315.5462,-90.3642803,-82.88999974,13.62901189,13.76494177,0.335604461,0.351595925,11.05045608,79.18,-1.8689,32.5125
204,SAM205,115.5685,43.60845441,38600.70543,155394.602,-165.593085,-99.08308163,14.29034914,14.24421403,0.494137911,0.368977991,11.46733495,86.18,-1.0168,34.6028
205,SAM206,90.3335,37.4809891,38209.90372,133334.8698,-117.6209092,-111.695291,14.40017546,14.35330217,0.565687233,0.352276457,15.57355102,94.04,-1.1121,35.5796
206,SAM207,92.11925,42.81267969,81597.04194,299693.6499,-75.43049513,-101.5537877,11.5235396,11.66991932,0.411289001,0.367337664,10.47053043,55.62,-1.1295,18.9344
207,SAM208,72.40075,43.29014452,70441.3592,255442.8401,-113.4324153,-101.3718873,14.68521044,14.85567049,0.516044179,0.382894247,15.57705783,72.55,-1.1309,34.1272
208,SAM209,82.39825,43.29014452,52694.10783,185515.911,-123.95427,-112.0824403,14.65205871,14.91326553,0.516044179,0.382894247,15.57705783,72.55,-1.1309,34.1272
209,SAM210,102.63025,43.44929946,49336.936,208659.6148,-167.2192142,-158.876946,13.13737965,13.39121025,0.462827993,0.367888309,11.05045608,72.19,-1.2497,30.3591
210,SAM211,75.88825,43.13098958,49693.29776,182575.6125,-121.8784807,-110.9532021,13.45699495,13.47502429,0.451872695,0.377957403,15.78731903,64.35,-1.5399,31.8041
211,SAM212,78.5635,43.29014452,51641.79712,188444.4697,-115.8450213,-109.2978564,14.53802024,14.68996786,0.516044179,0.382894247,15.57705783,72.55,-1.1309,34.1272
212,SAM213,72.845,43.21056705,49487.12627,204685.7335,-117.834534,-101.4212852,14.69311001,15.00836466,0.516044179,0.382894247,15.57705783,72.55,-1.1309,34.1272
213,SAM214,101.55875,43.44929946,53805.99334,207494.9062,-163.9629175,-160.3975028,13.25661293,13.22479194,0.462827993,0.367888309,11.05045608,72.19,-1.2497,30.3591
214,SAM215,81.5965,43.05141211,63710.69004,215660.6228,-122.8968759,-115.7637113,13.39219869,13.52390285,0.451872695,0.377957403,15.78731903,64.35,-1.5399,31.8041
215,SAM216,97.13125,42.89225716,74459.06932,288305.5212,-75.97254416,-107.0320145,11.5848092,11.99911987,0.411289001,0.367337664,10.47053043,55.62,-1.1295,18.9344
216,SAM217,105.77125,43.29014452,39046.4178,167880.1789,-146.9306129,-116.3641538,13.44050136,13.1111935,0.226904149,0.338214037,0.0,75.43,-1.5881,24.4321
217,SAM218,122.14575,37.40141163,50888.79533,204439.8364,-189.4345357,-149.2645808,14.34040664,14.3644761,0.449192837,0.34977541,10.74258,67.66,-1.3579,30.5344
218,SAM219,97.64725,37.24225668,59225.63332,270080.8001,-205.905284,-190.1105025,19.69244294,20.80773436,0.363890978,0.393750289,20.63637079,89.79,-1.9957,42.3281
219,SAM220,119.04525,37.56056657,53135.18148,206002.0941,-118.8044994,-104.6691592,14.74256371,14.72878087,0.561194669,0.366629048,5.733667477,86.69,-1.1557,32.9104
220,SAM221,107.88575,43.44929946,42385.74376,159580.206,-162.8914918,-121.4384974,16.51492695,16.48029045,0.478682894,0.319057789,15.95036581,87.3,-1.3217,45.2381
221,SAM222,106.164,37.32183416,66549.57852,265672.0231,-131.9037353,-126.3732255,13.76982662,13.86069174,0.437458201,0.394148922,15.52984339,69.56,-1.5243,31.7763
222,SAM223,88.64575,37.4809891,51859.60024,195681.0213,-79.77237372,-85.78734621,16.45259625,16.39652471,0.56060233,0.349188999,10.63357721,75.27,-1.1723,42.3744
223,SAM224,102.61925,43.13098958,54308.00675,207408.5124,-112.7689275,-102.8664334,12.78083042,12.99522007,0.363887659,0.377429366,16.15698348,75.35,-2.194,27.0139
224,SAM225,150.1165,43.36972199,42157.03225,214581.5617,-415.6605723,-448.4800669,23.06850645,24.77970719,0.447505505,0.549903236,20.11776291,73.67,-3.8605,38.1754
225,SAM226,152.624,43.52887694,36676.69588,170846.775,-179.6781971,-151.588249,19.52057846,19.95468483,0.35215016,0.394640975,20.42610958,84.16,-2.6246,41.5242
226,SAM227,93.56175,43.68803188,60503.38266,267325.8449,-129.5577546,-119.4872867,17.60038625,17.80750686,0.529319365,0.345659258,15.53348694,61.44,-1.0572,52.7284
227,SAM228,126.06525,43.84718682,46544.59463,187437.9133,-139.5420517,-125.3457917,12.22555993,12.4743758,0.430107309,0.324018621,11.46733495,69.11,-1.5271,23.1158
228,SAM229,194.26725,37.40141163,35746.88832,176170.3208,-189.145082,-201.4283454,13.8872497,13.47672494,0.39853164,0.391245824,16.57386235,89.34,-1.8202,28.8506
229,SAM230,195.95725,37.40141163,41289.32161,199708.0566,-186.44099,-169.3317929,13.71420207,14.00765948,0.39853164,0.391245824,16.57386235,89.34,-1.8202,28.8506
230,SAM231,130.46425,43.68803188,36951.30527,175176.8796,-180.0944303,-157.4140579,19.30167301,19.44469021,0.35215016,0.394640975,20.42610958,84.16,-2.6246,41.5242
231,SAM232,147.03825,43.52887694,44407.87486,234706.3677,-299.8171831,-260.6937838,20.16808377,17.51767087,0.413769857,0.544116479,19.9075017,64.8,-3.7567,28.7135
232,SAM233,172.88625,43.68803188,37441.24254,194119.4612,-426.8490252,-444.1622817,16.50912116,17.41497424,0.413619877,0.548206848,20.53464179,70.59,-3.7919,30.6601
233,SAM234,77.21,43.13098958,76170.70135,299475.5564,-92.55034032,-95.34515519,15.55187202,15.50404067,0.481746887,0.36572142,15.37044016,50.36,-1.2792,36.6764
234,SAM235,174.8685,43.60845441,44554.46264,203950.6829,-494.0308342,-451.5676457,21.38821634,22.14076305,0.413619877,0.548206848,20.53464179,70.59,-3.7919,30.6601
235,SAM236,163.7685,43.84718682,23269.84948,114773.2584,-167.6704789,-153.7165852,18.91249983,19.26593282,0.35215016,0.394640975,20.42610958,84.16,-2.6246,41.5242
236,SAM237,150.8895,43.05141211,44798.9952,217513.5514,-176.2880465,-152.2834609,13.37729422,13.37340306,0.394308015,0.394206989,16.15698348,75.35,-1.948,29.1279
237,SAM238,146.61725,43.05141211,50145.98213,225445.6471,-178.0050492,-152.4874714,13.25710004,13.27365089,0.394308015,0.394206989,16.15698348,75.35,-1.948,29.1279
238,SAM239,147.17925,43.68803188,27431.25871,140558.3594,-202.5887523,-191.0314094,13.50097733,13.72128674,0.412038181,0.544116483,20.53464179,70.59,-3.7903,30.6821
239,SAM240,112.7445,44.16549671,41780.27936,194793.0581,-222.1851941,-182.5267976,16.92210977,13.68450823,0.396964984,0.54386005,20.11776291,56.6,-3.7772,33.4184
240,SAM241,168.05525,37.40141163,42203.11672,194899.9387,-207.5351467,-198.7154054,13.69007586,13.89789083,0.395006518,0.318725949,5.733667477,58.36,-1.7097,28.7481
241,SAM242,102.54675,37.56056657,54638.90836,222372.5637,-148.928825,-131.2268225,12.9874703,13.06715545,0.485532299,0.394268141,15.16017895,41.49,-1.0329,29.6955
242,SAM243,158.52325,43.36972199,45031.24497,237895.5968,-225.2528686,-209.3044959,14.88934161,14.8543821,0.488079489,0.367372692,15.78731903,64.35,-1.1514,36.3991
243,SAM244,157.45275,43.68803188,33501.14919,169452.197,-213.5905297,-207.1171998,14.45959276,14.31086895,0.488079489,0.367372692,15.78731903,64.35,-1.1514,36.3991
244,SAM245,138.41625,43.68803188,38564.4648,176015.0114,-169.854712,-136.9268712,20.00467545,18.70345315,0.35215016,0.394640975,20.42610958,84.16,-2.6246,41.5242
245,SAM246,147.5875,43.60845441,35707.22483,153936.1432,-246.5063376,-210.9356504,13.22871225,13.40237731,0.448054404,0.380722163,10.423316,73.83,-1.4045,33.1492
246,SAM247,113.01625,43.60845441,25412.42482,129722.2535,-132.6879137,-88.57831627,16.71088284,16.83178725,0.559539674,0.324372533,10.717646,89.07,-1.1237,41.4991
247,SAM248,189.02575,43.92676429,45818.49022,225242.3959,-208.9870651,-201.0074786,13.60769459,13.82579742,0.395006518,0.318725949,5.733667477,58.36,-1.7097,28.7481
248,SAM249,143.703,43.52887694,37366.82375,174428.9055,-217.5958244,-225.6266091,20.2165418,22.49414199,0.512460318,0.367888341,16.78412356,98.21,-1.0387,49.6345
249,SAM250,139.22025,44.40422912,53964.08972,274340.0215,-154.3853571,-135.0435511,18.16118544,18.03159671,0.549481383,0.395044554,10.21305479,46.94,-1.4114,47.0516
250,SAM251,78.32825,44.24507418,43721.80161,194298.6772,-112.1795707,-94.47263873,12.69871686,13.13014812,0.409724851,0.366845111,15.16017895,41.49,-1.0754,24.8285
251,SAM252,138.537,37.32183416,41316.49719,196931.5496,-240.9863422,-220.9677229,18.06107957,17.78066929,0.365366245,0.35506924,10.63357721,87.3,-1.8728,48.2411
252,SAM253,163.802,37.56056657,39843.8697,233773.4409,-194.4611392,-176.6490927,15.79715172,15.38313356,0.269949405,0.3946489,30.84942558,113.18,-3.6059,42.9037
253,SAM254,74.32625,44.32465165,53603.48769,210615.283,-120.3018299,-104.6530454,17.28431208,17.44290735,0.496689898,0.378442264,20.68722877,62.39,-1.0962,45.0681
254,SAM255,127.93275,43.92676429,37306.76062,165012.6543,-154.9754306,-137.2008968,13.81187566,13.71828088,0.405067032,0.367980061,16.36724469,67.15,-1.9669,33.8548
255,SAM256,84.562,44.16549671,47101.42818,166761.9871,-121.8259208,-108.471106,14.16352027,14.61652119,0.496234164,0.395054253,15.16017895,41.49,-1.0329,29.6955
256,SAM257,136.585,44.24507418,49496.85188,231490.9117,-228.8631509,-217.9049542,16.66531611,16.72535671,0.405664256,0.383369814,10.05365156,67.43,-1.3625,41.4334
257,SAM258,136.219,44.16549671,41232.85518,219578.991,-229.93206,-228.7240004,17.44327298,17.71055742,0.365366245,0.35506924,10.63357721,87.3,-1.8728,48.2411
258,SAM259,147.1855,43.29014452,40212.5787,180943.9021,-248.4517415,-217.6932978,14.88683319,15.29055415,0.518075225,0.367708273,16.45131348,123.57,-0.966,44.614
259,SAM260,161.81775,37.24225668,58050.12884,281696.3215,-196.8186392,-167.9998546,17.5716582,17.68450028,0.36847417,0.368298287,16.78412356,98.21,-1.3742,48.3115
260,SAM261,106.74475,37.4809891,58242.43887,223187.2341,-105.0752793,-84.95597551,17.08793036,17.1669025,0.571851664,0.367877011,16.0344346,100.87,-1.0578,49.0908
261,SAM262,56.32275,43.21056705,82804.59573,323982.0149,-78.30617665,-68.53237978,18.19645805,18.49007062,0.56812465,0.35912081,15.53348694,61.44,-1.1997,50.2474
262,SAM263,121.72925,37.40141163,49232.01516,229872.2425,-116.5420594,-133.7014967,17.37882212,17.50087105,0.571851664,0.367877011,16.0344346,100.87,-1.0578,49.0908
263,SAM264,88.4485,42.89225716,55781.25651,210199.9004,-114.1587601,-100.4081788,15.41362976,15.44285192,0.481746887,0.36572142,15.37044016,50.36,-1.2792,36.6764
264,SAM265,143.39175,43.44929946,48362.57127,202829.9243,-230.1675878,-217.9214002,12.71726848,12.81808664,0.399209339,0.543861074,20.95152066,82.76,-3.7432,25.6988
265,SAM266,105.022,43.36972199,50236.79441,196756.0965,-122.6002762,-109.9774163,14.56128481,14.47304204,0.422142465,0.467569415,15.78731903,64.35,-1.5399,31.8041
266,SAM267,137.77775,44.32465165,36907.89031,159295.8063,-244.9230775,-229.2530086,16.64620014,16.49311298,0.405664256,0.383369814,10.05365156,67.43,-1.3625,41.4334
267,SAM268,171.327,37.4809891,43747.9305,195499.0701,-193.1741261,-175.3607696,14.01349913,13.94346191,0.470368446,0.382523871,16.20419791,78.34,-1.5546,29.0458
268,SAM269,164.4095,37.4809891,46210.48474,208218.4189,-181.8668949,-177.1662648,13.15819996,14.0103347,0.470368446,0.382523871,16.20419791,78.34,-1.5546,29.0458
269,SAM270,109.47,37.40141163,40539.18317,165086.4773,-110.0701643,-98.03258884,13.26180135,13.76246816,0.425360307,0.367897923,16.78412356,98.21,-2.0649,35.8535
270,SAM271,186.62825,37.40141163,38083.28681,173798.9563,-227.6262582,-215.9801159,13.41057311,13.53070362,0.39853164,0.391245824,16.57386235,89.34,-1.8202,28.8506
271,SAM272,79.8305,43.52887694,51369.94052,201003.8026,-160.9141073,-150.4773039,20.61388771,20.50345658,0.502507861,0.394544192,20.47696756,70.59,-1.5266,47.3222
272,SAM273,210.4105,43.36972199,39687.51463,187107.276,-222.7167377,-220.5857361,13.40341774,13.53882029,0.39853164,0.391245824,16.57386235,89.34,-1.8202,28.8506
273,SAM274,145.427,43.05141211,46336.741,185651.1216,-196.2218037,-206.4187082,15.11413361,15.85604755,0.486321826,0.342564978,5.733667477,76.7,-1.4329,31.7201
274,SAM275,154.62575,42.97183463,46713.94319,205300.9988,-175.1835629,-157.5617654,12.14938181,12.44809379,0.370820593,0.394207129,16.57386235,89.34,-2.2087,24.2556
275,SAM276,152.52825,42.97183463,50654.57518,213651.3618,-171.9149065,-150.544426,12.04092355,12.39478503,0.370820593,0.394207129,16.57386235,89.34,-2.2087,24.2556
276,SAM277,84.62875,43.05141211,44448.72783,187809.8878,-124.4115873,-111.1091826,14.98646515,15.03270622,0.395551342,0.361385984,15.95036581,75.43,-2.0965,38.6441
277,SAM278,143.44975,43.05141211,35777.77188,178107.1209,-283.2309788,-244.9203794,17.85516194,17.87231521,0.549775671,0.369637521,10.63357721,66.64,-1.3642,47.8884
278,SAM279,153.3895,43.60845441,38961.68684,197329.7114,-181.0519059,-174.314769,17.38905337,17.51811301,0.570481795,0.369395693,11.46733495,89.42,-1.331,47.5528
279,SAM280,61.3245,43.92676429,60502.06332,176725.6771,-90.79626788,-75.60458221,15.18696211,15.27968179,0.51408267,0.378498861,15.78731903,64.35,-1.1498,36.4211
280,SAM281,56.52975,43.68803188,57352.2947,232839.163,-81.73526528,-73.14076876,15.43684061,15.46123804,0.51408267,0.378498861,15.78731903,64.35,-1.1498,36.4211
281,SAM282,130.57225,43.29014452,46150.69718,208768.6703,-211.5697865,-180.3956457,15.73367596,15.53853798,0.495325518,0.368307183,10.717646,83.8,-1.0907,42.1138
282,SAM283,88.1515,43.36972199,58178.47481,229421.4182,-121.797775,-107.3515026,14.54471964,14.66956685,0.444508859,0.369008502,11.05045608,72.19,-1.3497,35.1781
283,SAM284,77.6795,43.13098958,75519.15502,283835.9824,-95.83444368,-84.26800499,14.16162991,14.24045086,0.451872695,0.367372923,15.78731903,64.35,-1.5399,31.8041
284,SAM285,84.96375,44.08591924,53328.15161,217111.5472,-127.2557815,-120.7874191,12.31797967,13.31762545,0.45740109,0.378891782,16.20419791,78.34,-1.4105,31.5488
285,SAM286,77.53575,43.13098958,72476.56047,303717.1061,-90.05940934,-92.64298969,14.22116172,14.29611914,0.451872695,0.367372923,15.78731903,64.35,-1.5399,31.8041
286,SAM287,79.212,44.00634176,61336.56012,237073.4967,-127.1978222,-119.7192849,12.51405155,13.11116004,0.45740109,0.378891782,16.20419791,78.34,-1.4105,31.5488
287,SAM288,132.676,43.29014452,43261.49255,185248.0521,-221.8729747,-185.0571117,15.64030553,15.60540448,0.495325518,0.368307183,10.717646,83.8,-1.0907,42.1138
288,SAM289,85.12325,43.36972199,54680.33632,235296.2213,-120.0487334,-107.7365647,14.46945366,14.63827087,0.444508859,0.369008502,11.05045608,72.19,-1.3497,35.1781
289,SAM290,154.91075,44.00634176,48340.74117,219730.8089,-94.67617257,-93.58793274,12.3515939,13.05697412,0.428137321,0.366503769,11.46733495,93.61,-1.1544,28.6865
290,SAM291,143.9275,43.76760935,43121.08238,214724.9621,-131.8417858,-114.1997326,14.34739645,14.07659821,0.436472254,0.367636425,17.20100243,116.73,-1.5053,36.5432
291,SAM292,169.6565,44.16549671,41711.87222,199966.7032,-325.0931365,-305.5652368,12.98578257,13.02856992,0.384463193,0.54385304,20.95152066,82.76,-3.6007,28.1798
292,SAM293,184.703,43.36972199,39206.24002,184528.9165,-421.5170426,-405.4158282,13.34805014,13.48224819,0.384463193,0.543895625,20.95152066,82.76,-3.6007,28.1798
293,SAM294,184.987,43.52887694,41700.59068,201648.7864,-412.7135414,-411.7715278,13.34832434,13.65514343,0.384463193,0.543895625,20.95152066,82.76,-3.6007,28.1798
294,SAM295,164.41975,37.56056657,36125.79333,164682.9981,-182.7600433,-162.2710157,13.57652738,13.55512822,0.302325671,0.387901235,25.79011262,95.94,-2.6159,31.9478
295,SAM296,183.9305,43.36972199,33709.149,154877.8941,-459.5774804,-415.1542941,13.47527957,13.51734664,0.384463193,0.543895625,20.95152066,82.76,-3.6007,28.1798
296,SAM297,76.0695,44.24507418,62490.40853,267948.5378,-120.6829232,-110.8365636,17.36831945,17.52376531,0.496689898,0.378442264,20.68722877,62.39,-1.0962,45.0681
297,SAM298,145.1265,43.44929946,43536.06754,202920.8222,-137.3817362,-119.4401933,12.74168835,12.76598728,0.483376507,0.362812222,5.733667477,84.66,-1.0964,24.9006
298,SAM299,89.19175,43.29014452,65438.81187,289313.8116,-118.4577925,-101.737255,15.82418843,16.03199072,0.5191863,0.3677639,16.78412356,106.92,-1.1966,50.373
299,SAM300,84.56275,43.21056705,60257.57615,218609.4093,-81.69347778,-70.68559336,14.48328999,14.70862232,0.42511108,0.391245684,16.15698348,75.35,-1.5595,33.7229
