SAMindex,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
SAM171,10.961207482993197,-0.32074074074074077,10.961207482993197,0.14467592592592604,0.5337495856424157,170.16799999999998,160.088,170.06914218,66,0,0.23941623834227801,-0.3576209085525405,0.3576209085525405,0.23941623834227801,1.4166666666666667,1.9166666666666667,2.3333333333333335,16.183520317258242,10.368390546042283,2.293479860950947,-2.108150809338216,2.0975675827527853,-2.381497438842263,6.039459015068343,-0.14173464876430267,2.5565598321532987,220.80598754082342,9.137828201504695,6.79327881045119,6.79327881045119,5.647065707741407,3.686473968992412,3.686473968992412,2.546798469556962,2.546798469556962,1.7353974763934379,1.7353974763934379,1.0218848018181357,1.0218848018181357,-1.39,564.8885046391761,8.704250706880302,3.337561359199558,1.6078804438781973,69.71733471462267,5.316788604006331,6.544756405912575,0.0,17.721539188054518,0.0,0.0,19.28352128306594,0.0,0.0,0.0,0.0,0.0,19.88931522852921,0.0,14.383611552215466,17.721539188054518,0.0,10.216698334856808,0.0,12.841643245852019,13.592428388589765,0.0,0.0,0.0,5.316788604006331,0.0,0.0,0.0,36.21387730749476,14.383611552215466,0.0,12.841643245852019,0.0,0.0,0.0,0.0,66.48,0.0,14.383611552215466,0.0,37.10793883981911,0.0,4.899909730850478,7.04767198267719,0.0,0.0,5.316788604006331,0.0,0.0,0.0,33.70903533635676,2.3479166666666664,0.0,-0.8418518518518514,0.0,0.46394368858654556,-0.14467592592592604,1.4656320861678005,0.5714285714285714,12,1,5,0,1,1,0,0,0,3,1,5,2,0,1,1,1,-1.1186000000000003,40.02070000000001,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAM172,10.237361111111111,-0.26476851851851824,10.237361111111111,0.02041666666666675,0.4310883439956678,118.136,108.05599999999998,118.07422756,48,0,0.3141092940404574,-0.394542974909714,0.394542974909714,0.3141092940404574,1.75,2.375,2.75,16.25169440793432,10.676742641846682,1.8909560629535627,-1.9808177205478346,1.5741371492013678,-2.3389139553889673,5.727817121000512,0.23588496478311877,2.988598647973156,74.43856189774725,6.405777393935816,4.769675448336916,4.769675448336916,3.808060412490447,2.373905301842043,2.373905301842043,1.2295076382785473,1.2295076382785473,0.6244226027879769,0.6244226027879769,0.25782108339379606,0.25782108339379606,-0.77,56.62563225878344,7.2299999999999995,4.390513643659712,3.4212045889101343,47.88955759047523,15.740104602853368,0.0,0.0,0.0,0.0,6.031114512338072,0.0,4.794537184071822,0.0,0.0,0.0,0.0,13.592428388589765,6.606881964512918,9.901064578912528,6.031114512338072,0.0,10.633577208012662,0.0,0.0,20.199310353102682,0.0,0.0,0.0,10.633577208012662,4.794537184071822,0.0,0.0,31.336952260281464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.36,0.0,4.794537184071822,0.0,12.63799647685099,6.544756405912575,0.0,7.04767198267719,0.0,0.0,10.633577208012662,5.106527394840706,0.0,0.0,10.237361111111111,12.888715986394558,0.0,0.0,-0.26476851851851824,0.0,0.28481481481481463,1.5205432728647015,0.75,8,3,4,0,0,0,0,0,0,2,3,4,2,0,0,0,0,-1.0923,29.54419999999999,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAM173,10.464074074074075,-1.3240740740740746,10.464074074074075,0.7992129629629627,0.3860185077570079,147.13,138.058,147.053157768,58,0,0.3338480611286409,-0.4674127590415403,0.4674127590415403,0.3338480611286409,1.2,1.5,1.7,16.544457198729862,10.319905074063238,2.223651222538416,-2.0438506683108586,1.8517345661687519,-2.396603884477036,5.982348400517596,-0.15318736737196578,3.9400179889077265,128.58337707694835,8.146264369941973,5.787693700234704,5.787693700234704,4.629427617536366,2.5436767643784117,2.5436767643784117,1.5239903785523015,1.5239903785523015,0.9102367144336074,0.9102367144336074,0.35015893855065006,0.35015893855065006,-1.1,139.79835167144978,8.9,3.8375573921028465,2.0216227590270184,58.08904484152998,15.207393384762284,0.0,0.0,6.041840829147961,0.0,11.938610575903699,0.0,9.589074368143644,0.0,0.0,0.0,0.0,0.0,14.219595082555067,19.06280027574374,11.938610575903699,0.0,0.0,5.733667477162185,6.041840829147961,14.219595082555067,0.0,0.0,0.0,5.733667477162185,0.0,0.0,0.0,32.20004648760673,19.06280027574374,0.0,0.0,0.0,0.0,0.0,0.0,78.62,17.98045140505166,9.589074368143644,0.0,0.0,0.0,14.219595082555067,0.0,0.0,0.0,9.473725907600098,5.733667477162185,8.34037037037037,0.0,20.928148148148146,0.0,5.032685185185185,-1.5984259259259255,-1.3240740740740746,0.0,0.0,2.287962962962963,0.6,10,2,5,0,0,0,0,0,0,5,1,5,2,0,0,0,0,-1.3402999999999998,32.0074,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAM174,10.910833333333333,-1.2048611111111112,10.910833333333333,0.297962962962963,0.30688683129593536,159.141,150.069,159.053157768,62,0,0.3386801550718701,-0.46715575905726336,0.46715575905726336,0.3386801550718701,1.2727272727272727,1.6363636363636365,1.8181818181818181,16.54956388094444,10.150739020039765,2.587852046837541,-2.064162546075465,2.194830039629081,-2.3862069680289135,6.0814071619723205,-0.15540071081962806,2.6732562763870256,178.75896402072442,8.483127663125442,6.340099943042,6.340099943042,5.169867732056246,3.0900999430420004,3.0900999430420004,2.2420467240775777,2.2420467240775777,1.598044322847185,1.598044322847185,0.8088585281058029,0.8088585281058029,-1.1,535.4756620379211,8.001010101010102,2.501909823881807,1.069995707179112,63.65812728899268,9.473725907600098,0.0,0.0,5.538925252383345,0.0,11.938610575903699,5.316788604006331,9.589074368143644,0.0,0.0,0.0,0.0,6.544756405912575,14.219595082555067,19.06280027574374,11.938610575903699,0.0,5.316788604006331,0.0,5.538925252383345,20.764351488467643,0.0,0.0,0.0,5.316788604006331,0.0,0.0,0.0,38.241887316754685,19.06280027574374,0.0,0.0,0.0,0.0,0.0,0.0,74.54,17.477535828287046,9.589074368143644,0.0,0.0,6.544756405912575,0.0,14.219595082555067,0.0,0.0,14.790514511606428,0.0,8.796388888888888,0.0,21.821666666666665,2.600185185185185,-1.2048611111111112,-1.1863888888888883,0.0,0.0,0.297962962962963,2.458379629629629,0.6666666666666666,11,1,5,0,1,1,0,0,0,5,1,5,2,0,1,1,1,-1.3255999999999997,34.765699999999995,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAM175,11.017083333333334,-1.6631944444444446,11.017083333333334,0.7806944444444446,0.301434676476711,175.14,166.06799999999998,175.048072388,68,0,0.36974991726159817,-0.46526313292900995,0.46526313292900995,0.36974991726159817,1.25,1.5833333333333333,1.75,16.878490666417473,10.255972450207501,2.6854995295321444,-2.043396516235106,2.342196471686029,-2.388490502221866,6.043850506365327,-0.1608225629991352,2.7903340272408204,209.97833456450564,9.35337115112852,6.988455047819274,6.988455047819274,5.590588035711274,3.1905118861723767,3.1905118861723767,2.215936452913921,2.215936452913921,1.6041980719698699,1.6041980719698699,0.8694166849578797,0.8694166849578797,-1.1400000000000001,716.7501441001777,8.95208103130755,2.7228844900928584,0.9614748649041733,68.93568250457287,9.473725907600098,0.0,0.0,0.0,0.0,17.663596169873955,0.0,14.426662951880278,0.0,5.063217724965349,0.0,0.0,7.04767198267719,14.219595082555067,23.900388859480373,11.938610575903699,0.0,5.063217724965349,0.0,5.724985593970254,21.267267065232257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.99408096007156,23.900388859480373,0.0,0.0,0.0,0.0,0.0,0.0,68.14000000000001,17.663596169873955,9.589074368143644,0.0,0.0,0.0,5.063217724965349,21.267267065232257,0.0,0.0,9.473725907600098,4.8375885837366335,8.72888888888889,0.0,26.728240740740738,1.074074074074074,-1.6631944444444446,-1.5613888888888892,0.0,0.0,0.0,3.7767129629629625,0.6666666666666666,12,0,6,0,1,1,0,0,0,6,0,6,2,0,1,1,1,-1.0943000000000005,35.611,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAM176,10.688611111111111,-0.8524305555555554,10.688611111111111,0.2774537037037037,0.45809774613376286,131.131,122.059,131.058243148,52,0,0.3301877192916819,-0.4675113456718044,0.4675113456718044,0.3301877192916819,1.7777777777777777,2.3333333333333335,2.4444444444444446,16.548367142314028,9.999779236914513,2.4254712759259185,-2.3367241191555843,2.134703781586386,-2.630184872754553,5.812676752498858,-0.16418089832059682,2.485685095979548,130.16479703638052,6.905777393935817,5.21630870295431,5.21630870295431,4.188487256621397,2.6396287658987125,2.6396287658987125,2.1405201519784844,2.1405201519784844,1.3111741951698062,1.3111741951698062,0.6430895380237327,0.6430895380237327,-0.6100000000000001,83.21014275145362,6.509189511323004,1.9656380115964802,0.9064518279550826,52.921691587956985,15.207393384762284,0.0,5.538925252383345,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,0.0,0.0,0.0,20.32356147030337,14.268263091671919,5.969305287951849,0.0,0.0,5.733667477162185,5.538925252383345,20.32356147030337,0.0,0.0,0.0,5.733667477162185,0.0,0.0,0.0,31.831792010638566,14.268263091671919,0.0,0.0,0.0,0.0,0.0,0.0,61.55,11.508230540335195,4.794537184071822,0.0,13.213763929025836,0.0,0.0,7.109797541277533,0.0,0.0,4.736862953800049,10.470530430962235,9.148194444444444,0.0,10.688611111111111,0.0,4.60488425925926,-0.3946759259259258,0.0,0.0,0.5549074074074074,1.3147453703703704,0.8,9,2,4,0,1,1,0,0,0,4,1,4,1,0,1,1,1,-1.1128999999999998,29.753399999999996,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAM177,10.980334703325774,-0.5387962962962967,10.980334703325774,0.3551001511715792,0.5646532941338672,188.22699999999998,172.099,188.116092372,76,0,0.3234695692062288,-0.4678172839911955,0.4678172839911955,0.3234695692062288,1.6153846153846154,2.230769230769231,2.769230769230769,16.525111304691755,10.251723731015884,2.1879830808889436,-2.2748331435416924,1.976122683006788,-2.4677674026434255,5.750497033304804,-0.14244620992792056,2.252524788770718,168.772074344527,9.681798275874712,7.862192911203538,7.862192911203538,6.236382105218448,4.372786906559876,4.372786906559876,3.042633421535639,3.042633421535639,2.0625339841528914,2.0625339841528914,1.2878189496476222,1.2878189496476222,-0.6500000000000001,949.7563960824764,10.43097165991903,5.160120001273223,3.29624986504331,77.77635160135017,15.207393384762284,6.041840829147961,0.0,0.0,0.0,5.969305287951849,9.694446914922299,0.0,0.0,0.0,0.0,0.0,19.634269217737724,20.32356147030337,14.268263091671919,5.969305287951849,0.0,4.899909730850478,5.733667477162185,6.041840829147961,39.95783068804109,0.0,0.0,0.0,5.733667477162185,0.0,0.0,0.0,56.86888653599137,14.268263091671919,0.0,0.0,0.0,0.0,0.0,0.0,64.79,6.041840829147961,4.794537184071822,0.0,5.969305287951849,19.75852033493841,13.08951281182515,7.109797541277533,0.0,0.0,9.636772684650527,10.470530430962235,9.70110048185941,0.0,13.082603221844291,0.0,5.601546674225245,-0.3551001511715792,-0.5387962962962967,0.0,3.6599277210884353,1.3487183484504914,0.875,13,2,5,0,1,1,0,0,0,5,1,5,3,0,1,1,1,-1.1810999999999987,47.25040000000002,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAM178,10.44601851851852,-0.9212962962962965,10.44601851851852,0.5925925925925923,0.4672695647918349,133.14700000000002,122.059,133.073893212,54,0,0.3248240131551506,-0.46778061885374245,0.46778061885374245,0.3248240131551506,1.7777777777777777,2.2222222222222223,2.3333333333333335,16.525908040901477,10.1918520905371,2.1779618434707606,-2.0994707357265527,1.8915266938203665,-2.4035020945915386,5.7539761074702165,-0.1440514118479549,3.724115829068656,102.37622970804894,7.439157588755425,5.495760983996562,5.495760983996562,4.09142281507558,2.607387541125993,2.607387541125993,1.7895465836044702,1.7895465836044702,0.9930686427359223,0.9930686427359223,0.3330235889209273,0.3330235889209273,-0.6100000000000001,75.58143215472592,8.390000000000002,3.422275515724362,2.4349541294808676,53.608211264175345,15.57705782580294,6.041840829147961,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,0.0,6.923737199690624,0.0,13.213763929025836,14.637927532712576,5.969305287951849,0.0,0.0,5.733667477162185,19.069544416586886,7.109797541277533,0.0,0.0,0.0,5.733667477162185,0.0,0.0,0.0,30.331437440966347,9.53140013787187,0.0,6.923737199690624,0.0,0.0,0.0,0.0,72.55,18.115112504848113,4.794537184071822,0.0,0.0,0.0,0.0,14.033534740968157,0.0,0.0,4.736862953800049,10.84019487200289,4.249351851851852,0.0,10.44601851851852,8.696574074074075,5.145972222222222,-0.5925925925925923,-0.9212962962962965,-0.8495833333333336,1.4321296296296295,1.226759259259259,0.8,9,3,4,0,0,0,0,0,0,4,2,4,2,0,0,0,0,-1.1325000000000003,31.67219999999999,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAM179,10.44601851851852,-0.9212962962962965,10.44601851851852,0.5925925925925923,0.4672695647918349,133.14700000000002,122.059,133.073893212,54,0,0.3248240131551506,-0.46778061885374245,0.46778061885374245,0.3248240131551506,1.7777777777777777,2.2222222222222223,2.3333333333333335,16.525908040901477,10.1918520905371,2.1779618434707606,-2.0994707357265527,1.8915266938203665,-2.4035020945915386,5.7539761074702165,-0.1440514118479549,3.724115829068656,102.37622970804894,7.439157588755425,5.495760983996562,5.495760983996562,4.09142281507558,2.607387541125993,2.607387541125993,1.7895465836044702,1.7895465836044702,0.9930686427359223,0.9930686427359223,0.3330235889209273,0.3330235889209273,-0.6100000000000001,75.58143215472592,8.390000000000002,3.422275515724362,2.4349541294808676,53.608211264175345,15.57705782580294,6.041840829147961,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,0.0,6.923737199690624,0.0,13.213763929025836,14.637927532712576,5.969305287951849,0.0,0.0,5.733667477162185,19.069544416586886,7.109797541277533,0.0,0.0,0.0,5.733667477162185,0.0,0.0,0.0,30.331437440966347,9.53140013787187,0.0,6.923737199690624,0.0,0.0,0.0,0.0,72.55,18.115112504848113,4.794537184071822,0.0,0.0,0.0,0.0,14.033534740968157,0.0,0.0,4.736862953800049,10.84019487200289,4.249351851851852,0.0,10.44601851851852,8.696574074074075,5.145972222222222,-0.5925925925925923,-0.9212962962962965,-0.8495833333333336,1.4321296296296295,1.226759259259259,0.8,9,3,4,0,0,0,0,0,0,4,2,4,2,0,0,0,0,-1.1325000000000003,31.67219999999999,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAM180,10.533614890400605,-1.90050925925926,10.533614890400605,1.0233654572940285,0.48794690010747666,178.13999999999996,168.05999999999997,178.04773804,70,0,0.33758582138482157,-0.46700857410915075,0.46700857410915075,0.33758582138482157,1.0,1.25,1.4166666666666667,16.55436879334555,10.192010965472287,2.310920748072564,-2.12030333217804,1.9724937532387312,-2.4041913974140634,5.845041134227539,-0.16920099093794794,4.1781030147917555,156.8771237954945,9.723614639131599,6.68212089123462,6.68212089123462,5.540111220059325,3.060074543872734,3.060074543872734,1.9359940980020278,1.9359940980020278,1.1844241632159693,1.1844241632159693,0.49929090620489186,0.49929090620489186,-1.1400000000000001,358.753229562491,10.86,4.680178546809884,2.4787983313075466,68.70256376330589,19.68678069728151,0.0,12.207932775496605,0.0,0.0,11.938610575903699,0.0,9.589074368143644,0.0,0.0,0.0,0.0,0.0,14.219595082555067,29.27585506542515,11.938610575903699,0.0,0.0,0.0,12.207932775496605,14.219595082555067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.57919322363678,19.06280027574374,0.0,0.0,0.0,0.0,0.0,0.0,93.06000000000002,24.146543351400304,9.589074368143644,0.0,0.0,0.0,14.219595082555067,0.0,0.0,0.0,9.473725907600098,10.213054789681411,8.142150415721844,0.0,21.06722978080121,17.724722222222223,0.0,-2.179814814814814,0.0,-3.8010185185185197,0.0,2.046730914588057,0.6666666666666666,12,2,6,0,0,0,0,0,0,6,2,6,3,0,0,0,0,-1.9457999999999995,36.0456,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAM181,10.533614890400605,-1.90050925925926,10.533614890400605,1.0233654572940285,0.48794690010747666,178.13999999999996,168.05999999999997,178.04773804,70,0,0.33758582138482157,-0.46700857410915075,0.46700857410915075,0.33758582138482157,1.0,1.25,1.4166666666666667,16.55436879334555,10.192010965472287,2.310920748072564,-2.12030333217804,1.9724937532387312,-2.4041913974140634,5.845041134227539,-0.16920099093794794,4.1781030147917555,156.8771237954945,9.723614639131599,6.68212089123462,6.68212089123462,5.540111220059325,3.060074543872734,3.060074543872734,1.9359940980020278,1.9359940980020278,1.1844241632159693,1.1844241632159693,0.49929090620489186,0.49929090620489186,-1.1400000000000001,358.753229562491,10.86,4.680178546809884,2.4787983313075466,68.70256376330589,19.68678069728151,0.0,12.207932775496605,0.0,0.0,11.938610575903699,0.0,9.589074368143644,0.0,0.0,0.0,0.0,0.0,14.219595082555067,29.27585506542515,11.938610575903699,0.0,0.0,0.0,12.207932775496605,14.219595082555067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.57919322363678,19.06280027574374,0.0,0.0,0.0,0.0,0.0,0.0,93.06000000000002,24.146543351400304,9.589074368143644,0.0,0.0,0.0,14.219595082555067,0.0,0.0,0.0,9.473725907600098,10.213054789681411,8.142150415721844,0.0,21.06722978080121,17.724722222222223,0.0,-2.179814814814814,0.0,-3.8010185185185197,0.0,2.046730914588057,0.6666666666666666,12,2,6,0,0,0,0,0,0,6,2,6,3,0,0,0,0,-1.9457999999999995,36.0456,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAM182,10.44601851851852,-0.9212962962962965,10.44601851851852,0.5925925925925923,0.4672695647918349,133.14700000000002,122.059,133.073893212,54,0,0.3248240131551506,-0.46778061885374245,0.46778061885374245,0.3248240131551506,1.7777777777777777,2.2222222222222223,2.3333333333333335,16.525908040901477,10.1918520905371,2.1779618434707606,-2.0994707357265527,1.8915266938203665,-2.4035020945915386,5.7539761074702165,-0.1440514118479549,3.724115829068656,102.37622970804894,7.439157588755425,5.495760983996562,5.495760983996562,4.09142281507558,2.607387541125993,2.607387541125993,1.7895465836044702,1.7895465836044702,0.9930686427359223,0.9930686427359223,0.3330235889209273,0.3330235889209273,-0.6100000000000001,75.58143215472592,8.390000000000002,3.422275515724362,2.4349541294808676,53.608211264175345,15.57705782580294,6.041840829147961,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,0.0,6.923737199690624,0.0,13.213763929025836,14.637927532712576,5.969305287951849,0.0,0.0,5.733667477162185,19.069544416586886,7.109797541277533,0.0,0.0,0.0,5.733667477162185,0.0,0.0,0.0,30.331437440966347,9.53140013787187,0.0,6.923737199690624,0.0,0.0,0.0,0.0,72.55,18.115112504848113,4.794537184071822,0.0,0.0,0.0,0.0,14.033534740968157,0.0,0.0,4.736862953800049,10.84019487200289,4.249351851851852,0.0,10.44601851851852,8.696574074074075,5.145972222222222,-0.5925925925925923,-0.9212962962962965,-0.8495833333333336,1.4321296296296295,1.226759259259259,0.8,9,3,4,0,0,0,0,0,0,4,2,4,2,0,0,0,0,-1.1325000000000003,31.67219999999999,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
