SAMindex,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
SAM092,10.89289351851852,-1.1366435185185197,10.89289351851852,0.3730555555555555,0.4087576641700363,177.2,162.07999999999998,177.10010796,72,0,0.2486301483778893,-0.3938573007708982,0.3938573007708982,0.2486301483778893,1.5,1.9166666666666667,2.1666666666666665,16.288281575466517,10.05458107560255,2.2537408996051456,-2.261976686256225,2.003110958992434,-2.5366670445833788,5.8027617108222,-0.13107408114346306,4.117589426128225,153.4853656061739,9.776020881938896,7.241452908526458,7.241452908526458,5.4485061655189915,3.6679107519837553,3.6679107519837553,3.042112177123345,3.042112177123345,1.5023680096299865,1.5023680096299865,0.530931262592663,0.530931262592663,-0.6500000000000001,301.6187147620336,11.350000000000001,4.39399713484442,3.1657802085736138,71.02298925444904,20.63637078852845,6.103966387748303,0.0,5.907179729351506,0.0,0.0,4.794537184071822,0.0,0.0,0.0,0.0,13.847474399381248,0.0,18.75268918140918,20.11411936859394,5.907179729351506,0.0,5.316788604006331,0.0,25.490366039512896,13.213763929025836,0.0,0.0,0.0,5.316788604006331,0.0,0.0,0.0,46.083417483031106,4.794537184071822,0.0,13.847474399381248,0.0,0.0,0.0,0.0,89.79,17.550071369483156,4.794537184071822,0.0,13.213763929025836,0.0,0.0,13.847474399381248,0.0,0.0,5.316788604006331,15.319582184522117,0.0,0.0,10.89289351851852,28.62238567649282,-1.0614351851851849,-0.6105555555555553,0.0,-1.1366435185185197,2.0433550642479217,0.0,0.8571428571428571,12,4,5,0,0,0,0,0,0,4,4,5,4,0,0,0,0,-1.7732999999999992,42.400100000000016,0,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAM093,10.575046296296296,-1.0011574074074077,10.575046296296296,0.18425925925925934,0.4725483191769818,147.17399999999998,134.07,147.089543276,60,0,0.2481407917515165,-0.39158387447166715,0.39158387447166715,0.2481407917515165,1.5,2.0,2.3,16.28498696578048,10.32750655384617,2.0713849305865137,-2.072352360409653,1.7993259037431089,-2.3627961874387355,5.794167869392397,-0.12836862746176156,3.4037533061532064,111.56055625999613,8.146264369941973,6.164482801029578,6.164482801029578,4.536581260209188,3.1756992787574547,3.1756992787574547,2.2701464459013323,2.2701464459013323,0.9511472146315215,0.9511472146315215,0.39600346991500485,0.39600346991500485,-0.6100000000000001,111.0417522239666,9.39,4.244433586748197,4.286691532146363,59.86381338785642,15.529843393687743,6.103966387748303,0.0,5.907179729351506,0.0,0.0,4.794537184071822,0.0,0.0,0.0,0.0,13.847474399381248,6.544756405912575,6.103966387748303,15.007591973753234,5.907179729351506,0.0,5.316788604006331,0.0,26.055407174877853,6.544756405912575,0.0,0.0,0.0,5.316788604006331,0.0,0.0,0.0,34.872923700442094,4.794537184071822,0.0,13.847474399381248,0.0,0.0,0.0,0.0,69.56,18.115112504848113,4.794537184071822,0.0,6.544756405912575,0.0,0.0,6.923737199690624,6.923737199690624,0.0,5.316788604006331,10.213054789681411,0.0,0.0,10.575046296296296,19.669376417233558,0.0,-0.4574999999999998,0.0,-1.5681018518518526,3.114512471655329,0.0,0.8333333333333334,10,3,4,0,0,0,0,0,0,3,3,4,3,0,0,0,0,-1.1358000000000001,36.3713,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAM094,9.916666666666668,-1.7872222222222223,9.916666666666668,0.4789583333333334,0.40953369889985725,192.21099999999998,176.08299999999997,192.099773612,78,0,0.186825345750113,-0.39326212944047545,0.39326212944047545,0.186825345750113,1.2307692307692308,1.6923076923076923,1.8461538461538463,16.663435253166835,9.765546158601762,2.6586968958824686,-2.3832171419924757,2.446107914906825,-2.601768680327014,5.126989998330149,-0.18538588000449138,3.109963060465602,212.57992584002,10.491563831562722,7.981559722839869,7.981559722839869,5.688487256621397,4.103695182079491,4.103695182079491,4.078914653542403,4.078914653542403,3.169652894820425,3.169652894820425,1.4428363178300694,1.4428363178300694,-0.2,498.5961796840006,10.878125,2.6476454293628815,1.1206756061864642,76.5784949133675,25.162972533162872,16.803152432951066,6.290026729335213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.771211599071872,0.0,6.606881964512918,25.162972533162872,0.0,0.0,0.0,0.0,43.86439076135815,6.606881964512918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.12617070616201,4.736862953800049,0.0,20.771211599071872,0.0,0.0,0.0,0.0,90.15,29.7000611267992,15.319582184522117,0.0,0.0,0.0,0.0,20.771211599071872,0.0,0.0,0.0,9.843390348640755,4.934027777777778,0.0,0.0,37.957685185185184,-4.8387268518518525,0.0,0.0,-1.5003240740740738,3.5306712962962963,0.0,1.0,13,4,5,0,1,1,0,0,0,5,4,5,1,0,1,1,1,-1.412,43.83020000000002,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAM095,10.89289351851852,-1.1366435185185197,10.89289351851852,0.3730555555555555,0.4087576641700363,177.2,162.07999999999998,177.10010796,72,0,0.2486301483778893,-0.3938573007708982,0.3938573007708982,0.2486301483778893,1.5,1.9166666666666667,2.1666666666666665,16.288281575466517,10.05458107560255,2.2537408996051456,-2.261976686256225,2.003110958992434,-2.5366670445833788,5.8027617108222,-0.13107408114346306,4.117589426128225,153.4853656061739,9.776020881938896,7.241452908526458,7.241452908526458,5.4485061655189915,3.6679107519837553,3.6679107519837553,3.042112177123345,3.042112177123345,1.5023680096299865,1.5023680096299865,0.530931262592663,0.530931262592663,-0.6500000000000001,301.6187147620336,11.350000000000001,4.39399713484442,3.1657802085736138,71.02298925444904,20.63637078852845,6.103966387748303,0.0,5.907179729351506,0.0,0.0,4.794537184071822,0.0,0.0,0.0,0.0,13.847474399381248,0.0,18.75268918140918,20.11411936859394,5.907179729351506,0.0,5.316788604006331,0.0,25.490366039512896,13.213763929025836,0.0,0.0,0.0,5.316788604006331,0.0,0.0,0.0,46.083417483031106,4.794537184071822,0.0,13.847474399381248,0.0,0.0,0.0,0.0,89.79,17.550071369483156,4.794537184071822,0.0,13.213763929025836,0.0,0.0,13.847474399381248,0.0,0.0,5.316788604006331,15.319582184522117,0.0,0.0,10.89289351851852,28.62238567649282,-1.0614351851851849,-0.6105555555555553,0.0,-1.1366435185185197,2.0433550642479217,0.0,0.8571428571428571,12,4,5,0,0,0,0,0,0,4,4,5,4,0,0,0,0,-1.7732999999999992,42.400100000000016,0,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAM096,11.184814814814814,-0.5862500000000004,11.184814814814814,0.09916666666666685,0.49955688219646266,181.151,174.09499999999997,181.048741084,68,0,0.329181481023844,-0.5054360230150673,0.5054360230150673,0.329181481023844,1.4615384615384615,2.1538461538461537,2.8461538461538463,16.25695426629601,10.367480276935217,2.0922148326678807,-1.9631308266102816,2.167083549978258,-2.2751990935374984,5.811029017631863,0.4807558694833437,3.1784609855062738,574.6607843779303,9.585421958697399,6.788274041117269,6.788274041117269,6.1090609052806215,3.6036325484033847,3.6036325484033847,2.715816047406131,2.715816047406131,1.9261219398502467,1.9261219398502467,1.23577306602406,1.23577306602406,-1.98,1173.0068440575305,7.657871988172789,2.2535114622827703,0.8827663473776314,71.45371558741496,10.090505915787915,16.782913268516428,0.0,0.0,5.559266895052008,5.689743398203474,14.345615352810384,4.794537184071822,0.0,0.0,0.0,0.0,13.244515554290267,0.0,5.106527394840706,11.033401435232523,0.0,14.53505668968577,7.04767198267719,0.0,0.0,27.034928233012202,0.0,5.749511833283905,11.24901029325548,0.0,5.749511833283905,0.0,19.641584084526478,7.04767198267719,0.0,0.0,15.78591793975672,0.0,11.033401435232523,0.0,90.88,11.24901029325548,14.69560176298435,0.0,11.1357360477487,5.647177220767728,0.0,17.81161520208162,0.0,0.0,9.967957041894417,0.0,1.2187037037037036,0.0,26.964621126228266,9.339915910808768,-0.7893981481481478,-0.16032407407407367,0.0,1.2632407407407407,0.0,1.4965740740740738,0.14285714285714285,13,3,6,0,0,0,0,2,2,4,3,6,0,0,0,0,2,-0.7395000000000009,45.82520000000002,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAM097,10.773257275132275,-0.618132558578987,10.773257275132275,0.4584259259259258,0.41905556655557435,174.19999999999996,160.088,174.100442308,70,0,0.3088046227493082,-0.3846203196101798,0.3846203196101798,0.3088046227493082,1.3333333333333333,2.0,2.5,16.461465059015307,10.409105680608853,2.0814917098680965,-2.0187637056961423,1.7652321080171307,-2.381871881671796,6.344840002504246,-0.13841703631799485,3.3766335351725996,158.73047810401044,9.397341225498538,7.346065214951233,7.346065214951233,5.718744015013407,3.7087251061158133,3.7087251061158133,2.1813776561805183,2.1813776561805183,1.2440863510215947,1.2440863510215947,0.6122353368589046,0.6122353368589046,-1.1,412.360051390483,10.900000000000002,6.60027775439778,4.675103105799176,71.46521751101967,15.370440161812711,0.0,0.0,0.0,0.0,11.814359458703011,9.589074368143644,0.0,0.0,0.0,0.0,6.4208216229260096,27.309107894380215,0.0,14.325937321943693,11.814359458703011,0.0,10.633577208012662,0.0,6.4208216229260096,27.309107894380215,0.0,0.0,0.0,10.633577208012662,0.0,0.0,0.0,39.12346735308323,14.325937321943693,0.0,6.4208216229260096,0.0,0.0,0.0,0.0,67.43,11.814359458703011,9.589074368143644,0.0,0.0,19.572459993351504,0.0,7.04767198267719,7.109797541277533,0.0,10.633577208012662,4.736862953800049,4.75859056122449,0.0,21.39437177185689,4.660585632401109,0.0,-1.2212778722600146,0.0,0.7075736961451248,1.0358307350718063,2.9976588088939278,0.7142857142857143,12,2,5,0,0,0,0,0,0,3,2,5,4,0,0,0,0,-1.1148999999999996,43.569400000000016,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
SAM098,10.67018896447468,-0.63786753590325,10.67018896447468,0.3499537037037035,0.38958753916016353,160.17299999999997,148.077,160.084792244,64,0,0.30888348498428214,-0.3828605440681389,0.3828605440681389,0.30888348498428214,1.3636363636363635,2.0,2.4545454545454546,16.462229155341433,10.50834353037531,2.0805582280875083,-2.0104100145628574,1.6737040975951416,-2.3890115783355075,6.34487229897699,-0.1384969023859102,3.4445308491424553,146.7628219010314,8.69023444431199,6.638958433764685,6.638958433764685,5.218744015013407,3.2087251061158133,3.2087251061158133,1.8278242655872443,1.8278242655872443,1.0250341610435172,1.0250341610435172,0.4604337471884252,0.4604337471884252,-1.1,245.82735338562372,9.900000000000002,5.667268646056526,4.3233241505968785,65.10027539662308,15.370440161812711,0.0,0.0,0.0,0.0,11.814359458703011,9.589074368143644,0.0,0.0,0.0,0.0,0.0,20.702225929867296,6.606881964512918,14.325937321943693,11.814359458703011,0.0,10.633577208012662,0.0,0.0,27.309107894380215,0.0,0.0,0.0,10.633577208012662,0.0,0.0,0.0,39.12346735308323,14.325937321943693,0.0,0.0,0.0,0.0,0.0,0.0,67.43,11.814359458703011,9.589074368143644,0.0,0.0,13.151638370425493,0.0,14.157469523954724,0.0,0.0,15.370440161812711,0.0,4.659176351095994,0.0,21.212196239606953,4.558145077475434,0.0,-1.2725434618291755,0.0,0.0,0.7554440665154949,2.920915060468632,0.6666666666666666,11,2,5,0,0,0,0,0,0,3,2,5,3,0,0,0,0,-1.5049999999999992,38.95240000000001,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SAM099,10.295149518140589,-0.47547052154194946,10.295149518140589,0.47547052154194946,0.5396275338989142,159.189,146.08499999999998,159.100776656,64,0,0.3126828928088919,-0.37879037203385657,0.37879037203385657,0.3126828928088919,1.5454545454545454,2.1818181818181817,2.727272727272727,16.477530153491845,10.447562061851086,2.087340387124801,-2.255484902939272,1.9271135679544433,-2.447065467367642,5.708961774096748,0.035705359448144694,2.092513389046783,133.78908529851986,8.104448006685086,6.3765943515500485,6.3765943515500485,5.287693700234704,3.6223862376601583,3.6223862376601583,2.4295477728618753,2.4295477728618753,1.5805994479824013,1.5805994479824013,0.948999495672264,0.948999495672264,-0.81,349.0290980341817,8.288135426889108,4.148354896259054,3.1971711168731884,65.48278432665812,15.787319034968565,0.0,0.0,0.0,0.0,6.031114512338072,4.899909730850478,4.794537184071822,0.0,0.0,0.0,0.0,13.08951281182515,19.88245511792498,9.53140013787187,6.031114512338072,0.0,10.216698334856808,5.733667477162185,0.0,32.97196792975013,0.0,0.0,0.0,11.050456081168516,4.794537184071822,0.0,0.0,43.902992172938674,4.736862953800049,0.0,0.0,0.0,0.0,0.0,0.0,67.59,6.031114512338072,4.794537184071822,0.0,0.0,6.6686911888991425,26.303276740850986,0.0,0.0,0.0,10.216698334856808,10.470530430962235,5.120887188208616,0.0,12.372788407029478,2.5244444444444443,4.901658871882086,0.0,-0.47547052154194946,0.0,3.7223582766439907,0.0,0.8333333333333334,11,3,5,0,1,1,0,0,0,3,2,5,2,0,1,1,1,-1.0556,39.97810000000002,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SAM100,10.547361111111112,-1.1168981481481481,10.547361111111112,0.37694444444444475,0.4324784073553828,158.15699999999998,148.077,158.06914218,62,0,0.2751855948093601,-0.5438961415912263,0.5438961415912263,0.2751855948093601,1.3636363636363635,1.9090909090909092,2.1818181818181817,16.368109076535863,10.17107581160533,2.3177946097355826,-2.0815314077523923,2.021321147840603,-2.9547501208699423,5.791378417127304,-0.6835555283704225,2.468979578342433,172.2664170552278,8.430721420318147,5.948359510523188,5.948359510523188,5.1090609052806215,3.4615610870746267,3.4615610870746267,2.704191024298761,2.704191024298761,1.9214910715952245,1.9214910715952245,1.2655038912950618,1.2655038912950618,-1.1,346.7113536871933,8.001010101010102,2.874846022462606,1.6760768956924175,63.565161279187656,20.951520660081044,6.041840829147961,6.041840829147961,0.0,5.907179729351506,0.0,4.794537184071822,0.0,0.0,0.0,0.0,0.0,12.841643245852019,5.969305287951849,20.01239036699068,11.876485017303356,0.0,0.0,5.733667477162185,24.925324904147942,0.0,0.0,0.0,0.0,16.15698347600922,0.0,0.0,0.0,23.960166675599275,9.589074368143644,0.0,12.841643245852019,0.0,0.0,0.0,0.0,99.83,17.918325846451317,14.69560176298435,0.0,6.041840829147961,12.841643245852019,0.0,5.316788604006331,0.0,0.0,0.0,5.733667477162185,0.0,0.0,20.822613378684807,11.731270786092216,4.976578798185941,-1.5671296296296293,-0.9672222222222229,1.0038888888888888,0.0,0.0,0.6666666666666666,11,4,5,0,1,1,0,0,0,3,2,5,2,0,1,1,1,-3.6839999999999993,32.9368,1,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
SAM101,11.006851851851852,-0.5902777777777781,11.006851851851852,0.3611111111111114,0.5099642340764657,182.17899999999997,172.099,182.06914218,70,0,0.22391934129920024,-0.36931774077672697,0.36931774077672697,0.22391934129920024,1.0,1.3846153846153846,1.6923076923076923,16.510512935014113,9.819935847291717,2.5093537778393142,-2.1819610795080853,2.3798049773345324,-2.420171613711789,5.880849112065548,-0.13005044596126858,2.3043700812989694,271.7642645701818,9.585421958697399,6.843547024908596,6.843547024908596,6.109060905280622,4.034353349634148,4.034353349634148,3.3065188766100557,3.3065188766100557,2.556588010438075,2.556588010438075,1.9863347606796775,1.9863347606796775,-1.36,1343.0132625553576,8.247875340490307,2.5633784495667435,1.0396640704028015,74.70895131298292,16.20419790812442,0.0,0.0,11.814359458703011,0.0,0.0,9.589074368143644,0.0,0.0,0.0,12.152040213667762,0.0,0.0,24.04374486781939,14.325937321943691,11.814359458703011,0.0,0.0,23.303147046647155,12.207932775496605,0.0,12.152040213667762,0.0,0.0,11.46733495432437,0.0,0.0,0.0,24.022292234199618,14.325937321943691,11.835812092322787,0.0,12.152040213667762,0.0,0.0,0.0,95.41,23.6501715510258,9.589074368143644,0.0,12.207932775496605,0.0,0.0,0.0,12.152040213667762,0.0,0.0,16.20419790812442,5.307314814814815,0.0,22.013703703703705,0.0,10.303703703703704,-2.234907407407407,0.0,2.776851851851851,0.0,0.0,0.5,13,4,5,0,2,2,0,0,0,3,2,5,2,0,1,1,2,-1.4733999999999992,43.1698,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SAM102,11.45324074074074,-0.3680555555555558,11.45324074074074,0.23611111111111138,0.21977843657164067,180.16299999999995,172.09899999999996,180.053492116,68,0,0.2500565010713839,-0.3651338535943798,0.3651338535943798,0.2500565010713839,1.1538461538461537,1.6153846153846154,2.076923076923077,16.51148167280864,9.851918803863072,2.596849258629336,-2.09796705439714,2.4344717506907263,-2.3945089546590985,6.0555305936733435,-0.142152690229533,2.076338490649031,308.2808407113287,9.162772227887025,6.713410351218929,6.713410351218929,6.198377302757661,4.16241556569164,4.16241556569164,3.5482586470855737,3.5482586470855737,2.944697219608336,2.944697219608336,2.3266564465921924,2.3266564465921924,-1.2,2070.435318605133,7.227221172022685,1.995290858725762,0.6525639024999222,74.09319915287932,4.736862953800049,0.0,0.0,0.0,11.814359458703011,0.0,9.589074368143644,10.851582794220771,0.0,0.0,12.152040213667762,0.0,0.0,24.04374486781939,14.325937321943691,11.814359458703011,0.0,5.008912523954532,17.678482362589023,12.207932775496605,0.0,12.152040213667762,0.0,0.0,5.842670270266239,0.0,0.0,0.0,29.031204758154146,14.325937321943691,11.835812092322787,0.0,12.152040213667762,0.0,0.0,0.0,72.63,0.0,9.589074368143644,0.0,35.8581043265224,0.0,5.008912523954532,0.0,0.0,12.152040213667762,0.0,10.579533224066289,5.393425925925926,0.0,22.90648148148148,0.7270370370370369,0.0,3.9528703703703707,0.0,3.186851851851851,0.0,0.0,0.5,13,2,5,0,3,3,0,0,0,4,1,5,0,0,2,2,3,-1.2015000000000002,40.82140000000001,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAM103,11.45324074074074,-0.3680555555555558,11.45324074074074,0.23611111111111138,0.21977843657164067,180.16299999999995,172.09899999999996,180.053492116,68,0,0.2500565010713839,-0.3651338535943798,0.3651338535943798,0.2500565010713839,1.1538461538461537,1.6153846153846154,2.076923076923077,16.51148167280864,9.851918803863072,2.596849258629336,-2.09796705439714,2.4344717506907263,-2.3945089546590985,6.0555305936733435,-0.142152690229533,2.076338490649031,308.2808407113287,9.162772227887025,6.713410351218929,6.713410351218929,6.198377302757661,4.16241556569164,4.16241556569164,3.5482586470855737,3.5482586470855737,2.944697219608336,2.944697219608336,2.3266564465921924,2.3266564465921924,-1.2,2070.435318605133,7.227221172022685,1.995290858725762,0.6525639024999222,74.09319915287932,4.736862953800049,0.0,0.0,0.0,11.814359458703011,0.0,9.589074368143644,10.851582794220771,0.0,0.0,12.152040213667762,0.0,0.0,24.04374486781939,14.325937321943691,11.814359458703011,0.0,5.008912523954532,17.678482362589023,12.207932775496605,0.0,12.152040213667762,0.0,0.0,5.842670270266239,0.0,0.0,0.0,29.031204758154146,14.325937321943691,11.835812092322787,0.0,12.152040213667762,0.0,0.0,0.0,72.63,0.0,9.589074368143644,0.0,35.8581043265224,0.0,5.008912523954532,0.0,0.0,12.152040213667762,0.0,10.579533224066289,5.393425925925926,0.0,22.90648148148148,0.7270370370370369,0.0,3.9528703703703707,0.0,3.186851851851851,0.0,0.0,0.5,13,2,5,0,3,3,0,0,0,4,1,5,0,0,2,2,3,-1.2015000000000002,40.82140000000001,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAM104,3.9625925925925927,0.6533333333333335,3.9625925925925927,0.6533333333333335,0.5173931265777746,164.172,156.108,164.08104425599998,62,0,0.26452174915662785,-0.3346878277885744,0.3346878277885744,0.26452174915662785,0.6666666666666666,1.0,1.25,15.497720545919224,10.942533864639834,2.246754759872641,-1.9887191000443016,2.1612102845767485,-2.064305995381269,5.3880761442323495,0.842488642414176,1.8607315173443668,256.4115494596118,7.966255326250884,6.511708697745938,6.511708697745938,5.932652990377571,4.0065518505672255,4.0065518505672255,2.9740963185335496,2.9740963185335496,1.9178834923491201,1.9178834923491201,0.9718676510134531,0.9718676510134531,-1.46,2381.401196847841,6.100174904420686,2.0241591520826128,0.9556365219595802,69.21467567102717,9.799819461700956,0.0,0.0,0.0,11.896678561972989,0.0,0.0,0.0,0.0,20.39472723320415,0.0,0.0,26.1790256236503,0.0,0.0,11.896678561972989,0.0,20.39472723320415,0.0,0.0,35.97884508535125,0.0,0.0,0.0,9.799819461700956,11.896678561972989,0.0,0.0,46.573752856854455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.58,0.0,0.0,0.0,0.0,11.896678561972989,26.1790256236503,0.0,0.0,9.799819461700956,20.39472723320415,0.0,0.0,0.0,4.0397052154195014,15.85037037037037,0.0,1.306666666666667,0.0,0.0,4.136591080876795,0.0,0.6666666666666666,12,0,6,0,2,2,0,1,1,6,0,6,2,0,2,2,3,-1.0934000000000004,42.048000000000016,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
