SAMindex,Smiles,mol2vec-000,mol2vec-001,mol2vec-002,mol2vec-003,mol2vec-004,mol2vec-005,mol2vec-006,mol2vec-007,mol2vec-008,mol2vec-009,mol2vec-010,mol2vec-011,mol2vec-012,mol2vec-013,mol2vec-014,mol2vec-015,mol2vec-016,mol2vec-017,mol2vec-018,mol2vec-019,mol2vec-020,mol2vec-021,mol2vec-022,mol2vec-023,mol2vec-024,mol2vec-025,mol2vec-026,mol2vec-027,mol2vec-028,mol2vec-029,mol2vec-030,mol2vec-031,mol2vec-032,mol2vec-033,mol2vec-034,mol2vec-035,mol2vec-036,mol2vec-037,mol2vec-038,mol2vec-039,mol2vec-040,mol2vec-041,mol2vec-042,mol2vec-043,mol2vec-044,mol2vec-045,mol2vec-046,mol2vec-047,mol2vec-048,mol2vec-049,mol2vec-050,mol2vec-051,mol2vec-052,mol2vec-053,mol2vec-054,mol2vec-055,mol2vec-056,mol2vec-057,mol2vec-058,mol2vec-059,mol2vec-060,mol2vec-061,mol2vec-062,mol2vec-063,mol2vec-064,mol2vec-065,mol2vec-066,mol2vec-067,mol2vec-068,mol2vec-069,mol2vec-070,mol2vec-071,mol2vec-072,mol2vec-073,mol2vec-074,mol2vec-075,mol2vec-076,mol2vec-077,mol2vec-078,mol2vec-079,mol2vec-080,mol2vec-081,mol2vec-082,mol2vec-083,mol2vec-084,mol2vec-085,mol2vec-086,mol2vec-087,mol2vec-088,mol2vec-089,mol2vec-090,mol2vec-091,mol2vec-092,mol2vec-093,mol2vec-094,mol2vec-095,mol2vec-096,mol2vec-097,mol2vec-098,mol2vec-099,mol2vec-100,mol2vec-101,mol2vec-102,mol2vec-103,mol2vec-104,mol2vec-105,mol2vec-106,mol2vec-107,mol2vec-108,mol2vec-109,mol2vec-110,mol2vec-111,mol2vec-112,mol2vec-113,mol2vec-114,mol2vec-115,mol2vec-116,mol2vec-117,mol2vec-118,mol2vec-119,mol2vec-120,mol2vec-121,mol2vec-122,mol2vec-123,mol2vec-124,mol2vec-125,mol2vec-126,mol2vec-127,mol2vec-128,mol2vec-129,mol2vec-130,mol2vec-131,mol2vec-132,mol2vec-133,mol2vec-134,mol2vec-135,mol2vec-136,mol2vec-137,mol2vec-138,mol2vec-139,mol2vec-140,mol2vec-141,mol2vec-142,mol2vec-143,mol2vec-144,mol2vec-145,mol2vec-146,mol2vec-147,mol2vec-148,mol2vec-149,mol2vec-150,mol2vec-151,mol2vec-152,mol2vec-153,mol2vec-154,mol2vec-155,mol2vec-156,mol2vec-157,mol2vec-158,mol2vec-159,mol2vec-160,mol2vec-161,mol2vec-162,mol2vec-163,mol2vec-164,mol2vec-165,mol2vec-166,mol2vec-167,mol2vec-168,mol2vec-169,mol2vec-170,mol2vec-171,mol2vec-172,mol2vec-173,mol2vec-174,mol2vec-175,mol2vec-176,mol2vec-177,mol2vec-178,mol2vec-179,mol2vec-180,mol2vec-181,mol2vec-182,mol2vec-183,mol2vec-184,mol2vec-185,mol2vec-186,mol2vec-187,mol2vec-188,mol2vec-189,mol2vec-190,mol2vec-191,mol2vec-192,mol2vec-193,mol2vec-194,mol2vec-195,mol2vec-196,mol2vec-197,mol2vec-198,mol2vec-199,mol2vec-200,mol2vec-201,mol2vec-202,mol2vec-203,mol2vec-204,mol2vec-205,mol2vec-206,mol2vec-207,mol2vec-208,mol2vec-209,mol2vec-210,mol2vec-211,mol2vec-212,mol2vec-213,mol2vec-214,mol2vec-215,mol2vec-216,mol2vec-217,mol2vec-218,mol2vec-219,mol2vec-220,mol2vec-221,mol2vec-222,mol2vec-223,mol2vec-224,mol2vec-225,mol2vec-226,mol2vec-227,mol2vec-228,mol2vec-229,mol2vec-230,mol2vec-231,mol2vec-232,mol2vec-233,mol2vec-234,mol2vec-235,mol2vec-236,mol2vec-237,mol2vec-238,mol2vec-239,mol2vec-240,mol2vec-241,mol2vec-242,mol2vec-243,mol2vec-244,mol2vec-245,mol2vec-246,mol2vec-247,mol2vec-248,mol2vec-249,mol2vec-250,mol2vec-251,mol2vec-252,mol2vec-253,mol2vec-254,mol2vec-255,mol2vec-256,mol2vec-257,mol2vec-258,mol2vec-259,mol2vec-260,mol2vec-261,mol2vec-262,mol2vec-263,mol2vec-264,mol2vec-265,mol2vec-266,mol2vec-267,mol2vec-268,mol2vec-269,mol2vec-270,mol2vec-271,mol2vec-272,mol2vec-273,mol2vec-274,mol2vec-275,mol2vec-276,mol2vec-277,mol2vec-278,mol2vec-279,mol2vec-280,mol2vec-281,mol2vec-282,mol2vec-283,mol2vec-284,mol2vec-285,mol2vec-286,mol2vec-287,mol2vec-288,mol2vec-289,mol2vec-290,mol2vec-291,mol2vec-292,mol2vec-293,mol2vec-294,mol2vec-295,mol2vec-296,mol2vec-297,mol2vec-298,mol2vec-299
SAM001,Cc1ccc(Nc2ccccc2)cc1C,1.1057748,-0.99538314,-2.3089814,6.443695,0.25987348,0.1290597,-6.5509152,0.1246029,5.7822556,2.4020946,-3.3697066,0.13035333,-7.01377,0.40858102,-2.6093132,-0.921648,2.5007722,-0.16966261,-1.1895889,3.0996785,0.89645386,3.2277603,8.221393,2.2767944,-6.363232,-0.73261344,1.39581,-7.055332,0.20756891,1.6694158,9.478916,-5.9298816,-1.8773699,-4.2669463,2.3243418,1.011943,0.59242725,0.666062,6.1483936,3.0988119,-2.209912,0.50234747,-4.1671405,0.47462246,-7.0656157,1.5291305,-0.2429158,3.0615819,-4.2368884,3.34211,3.4513676,-2.6684673,-1.5378895,-4.632512,-1.7403554,-2.513809,-2.4008112,-2.0127947,3.13869,2.4658678,0.2591495,-5.1470633,-0.8517715,1.6292682,-8.60181,0.0840629,5.769287,0.90717936,-1.6704564,1.9076023,-3.3043754,0.2506837,4.6700535,-3.1793962,-1.446631,2.9611325,-3.455985,2.8998616,-1.4557353,1.8004316,2.6832056,-0.40649855,-4.676228,-4.165232,0.5530585,-1.7269733,-5.431904,2.094547,2.6951616,-1.3577842,2.614741,1.3450537,2.2830422,4.36895,1.0661448,0.7489274,3.222988,2.5700886,3.5410647,3.1866672,-4.4522405,-5.0864234,-3.118566,-7.589719,2.846592,-4.25325,0.7159751,2.2088525,0.8816653,-2.1619284,-7.03705,1.3024871,3.662216,-0.55545235,2.6859305,-4.3789597,5.6019316,5.114494,-2.3817456,2.9724278,-6.49953,-0.48274964,-2.349602,3.4012794,2.3674881,-4.3773737,-5.9462,-0.7993237,-2.7251048,0.26811495,0.27685824,0.8127714,6.729177,7.0207257,-3.554274,7.370031,8.964591,-0.09401125,5.941431,-1.7092618,4.6269536,-0.75279146,-1.7855906,0.586172,4.1686873,5.638729,1.2716511,-0.15627766,0.49651134,4.3767443,3.3155642,0.020805608,5.013694,-1.6593937,-0.45557553,0.52311414,-4.2445316,-4.387377,1.16756,-3.0067718,-2.5132053,-2.4002488,-2.8912761,0.9526145,0.8049093,-6.2921424,-0.590154,-1.0841984,0.34778097,1.5399245,-3.6325688,-2.9371068,6.430222,-1.3471079,0.11970752,1.0092113,2.405704,-1.3478084,-2.7070043,6.0253673,-2.813664,3.9333403,-1.7047923,3.836075,5.3044863,-1.172826,-2.174259,-2.3730624,-2.2803922,-3.1753056,-2.0959542,0.36655265,-0.79230225,0.3502757,1.8086733,-0.26792493,-3.4128954,-5.838631,-1.0893509,-0.6895164,1.06668,2.0342996,2.5974126,1.2292825,4.4959984,-1.2127903,5.6141815,3.3002644,4.6190815,0.5597859,6.4389553,-1.10805,0.8709258,-2.8270159,-0.24643715,0.35127434,-1.0643367,3.7901635,-4.830382,2.6175158,0.77130634,-4.2151484,-1.1467446,1.1083941,2.3218966,-2.1892,-1.8170704,1.9344124,3.628192,-5.0953307,1.0487868,-1.742236,-3.5727797,-7.7918506,-2.32918,-2.019898,-1.1419141,-1.5808201,-2.359457,5.3613586,2.4685042,-0.010403916,1.8650523,0.09679867,-3.0274892,2.9852645,-7.570373,-3.8554668,1.431152,-4.4418535,-9.800252,2.4338267,-1.9356337,0.6917383,-7.921595,0.16758777,2.1175988,-4.3853297,2.1361346,-4.003394,0.016188785,4.070111,3.6694229,5.0253406,1.8339522,-2.312098,-4.4395413,3.5758023,1.0320435,-2.2231622,-1.6758248,4.3405843,-0.9588509,2.5910506,0.9089113,-1.3786991,-0.58824056,-2.1676066,-0.29776868,-0.9385075,-4.8367467,-1.809586,-9.2127905,-4.6018314,-0.45706716,1.3601862,-0.17578427,-1.030148,-4.431784,0.57881284,-0.41947412,5.822487,7.4816403,-1.1143403,-4.2845955,-0.90151,-2.513381,-1.4516178,-6.593964,-1.9677817
SAM002,C1=C/CC/C=C/CC/C=C/CC/1,1.4364828,1.6249294,1.5137846,0.59783715,-2.3518105,-3.122521,-2.2677119,2.284077,1.9825298,-0.17691316,3.5415115,-4.510543,-5.259282,-0.3985553,4.8394766,-5.608941,1.4760296,-1.1928535,-5.176852,2.1776388,6.258989,3.0430617,2.7016077,7.8826423,-0.9812001,6.1526494,2.7096071,-3.1452944,-2.3003268,-4.3847017,1.1076998,0.13452575,0.44132322,-7.605323,1.239751,1.2486941,-2.6961384,1.1393851,6.018758,1.2092565,-2.2859085,1.3591,-1.2273618,-0.34891325,-4.582655,8.649962,2.0448806,6.119761,2.6880908,1.0259033,6.5562797,-6.8605475,1.4850559,-0.2846033,-10.598147,-2.0366688,-3.5811548,1.9077559,-1.8924596,2.4657545,0.6480938,-4.137803,-2.6401296,1.0126003,-3.4308953,-1.5796126,4.2589927,2.9589708,-0.26237082,0.10428497,-0.027049452,4.037603,-2.5450656,-6.506641,2.1527407,-1.6171367,0.4353956,-1.5875171,-5.4889336,3.2867403,0.96356,-3.4851086,-0.66499853,-7.479151,2.2832336,-3.1527233,-5.541439,6.7744875,6.2377043,-2.6351364,-1.8167008,4.490662,-1.6522403,0.48163983,3.1083872,0.9258484,1.9666264,1.2376145,3.235013,-1.8559339,-2.3485765,-5.4195876,-1.118717,0.41574097,0.6626072,-5.5766373,-2.5423381,2.230877,-3.5733008,-5.527622,-6.4985948,5.7740006,1.2566711,-0.39436862,-1.0525193,-3.0497446,2.4436326,2.5289886,0.10056138,-1.2231634,-1.0649977,0.1411107,5.531827,7.7545257,0.014784828,-1.9476492,-1.5020416,-0.93008375,0.93280834,-1.7686508,-2.5546434,-0.4057966,4.2373333,1.9661646,1.195539,9.654555,0.992248,-3.809953,-3.5032144,-6.330334,-3.9647074,-2.8036056,-5.345563,-0.6542956,2.9167128,4.418712,-6.99521,3.0318305,-3.8626213,6.8368244,-2.775652,6.0238132,2.6062448,-2.0856013,1.3620924,2.9040463,-1.7597644,2.892213,3.7993126,5.821732,-1.9428725,-1.4677469,-3.2603402,0.12852785,1.3841743,-0.045400143,0.79193556,-5.205624,-0.76469964,3.6799169,-2.82401,1.4109533,5.3414874,-3.0561767,3.4525788,-0.27632058,2.7191665,-2.3435967,-2.107978,5.917764,0.033612035,10.002139,1.8975356,6.020245,8.937286,0.5181103,-3.1571343,-0.5433432,-2.087488,-0.3900652,-1.1135314,0.67150235,-6.436183,-1.1790824,0.60110575,-1.5304445,-7.190213,-6.5438356,2.7030447,-0.24706054,-0.99443364,1.1575291,-0.3393135,5.4571323,2.001433,0.61444986,2.5659318,3.2943306,4.373087,-5.011296,0.52015543,-1.4212792,4.5430975,-2.706814,-1.5475172,-3.0947146,-2.9719162,-3.4169734,-0.71703327,-0.37588406,1.5852035,-5.170136,-0.6703448,1.8965217,3.5192733,-6.811548,-1.1434877,-1.895227,-2.7474482,-0.9687462,2.8754761,1.4849288,-2.6363492,-6.324048,-4.359351,-0.92667377,3.215886,1.2274255,-2.438897,4.075014,4.9009438,-2.7005422,3.9453588,-1.4531109,-6.0607576,2.9745793,-2.0755887,-1.8031161,1.4733016,-4.2715445,-6.3741937,0.7593795,4.2705917,1.2358013,-6.334983,-4.9101114,-1.182904,2.6842065,4.2100043,-5.3144813,-1.4711039,2.1814978,4.5017943,5.105437,1.9763867,-3.2789915,0.18878838,7.908566,0.39146614,-1.4068179,3.3059156,4.9208455,-0.14030471,-4.3602962,-2.2824554,-0.6535648,-0.43271527,4.3956723,-1.5916865,0.94340086,0.18806577,-4.4954557,-3.7716649,-2.970628,3.2542553,3.9531589,-2.514618,1.3681588,1.683751,-0.2600236,1.8854412,9.6319475,-4.077092,0.944783,-8.377549,-3.9802763,-1.1834934,0.708438,-2.179909,1.9538376
SAM003,c1cc2cc3sccc3cc2s1,-1.2650028,-1.1068511,-0.82774645,4.7851863,-0.9710256,1.026012,-6.0380464,0.21174908,4.8750906,1.165737,-2.7952652,-0.97646177,-3.2004898,-0.87776726,-1.3721149,1.0306354,1.0017102,-0.78025174,-1.5549142,2.855423,2.0957208,3.5453367,7.2870207,3.7674441,-5.776541,1.1827248,-0.6228558,-4.0533876,-1.1573137,2.3229158,6.002041,-3.9560242,-4.1353836,-2.3253639,3.0165877,3.1275835,-0.0216012,1.351369,3.6215503,1.4528961,0.42594814,-0.13052025,-1.2194966,0.4863664,-7.0636477,2.3717353,-0.03292668,4.3053107,-3.13812,1.9458772,4.0739126,-3.1336403,-1.3660144,-5.932196,-1.0535833,-1.4387405,-3.229465,-0.47467038,2.0478451,2.9247577,0.26958525,-5.8495827,-0.37667242,0.44698185,-5.654702,1.7931455,6.1633797,-0.6234497,0.10453272,-0.13441928,-1.489705,0.4356675,4.5298114,-2.754016,0.033304203,4.037194,-0.7996077,4.783464,-3.1060288,1.2444688,3.2851505,0.33361968,-4.43945,-6.936297,0.84295726,-2.0897386,-3.1705346,2.8934991,3.5310323,-1.5849271,-1.0734606,0.8200146,1.4921848,3.4155145,0.5027522,-0.35291716,0.35475138,2.5937977,2.7714276,1.1826742,-3.1503727,-3.052392,-2.6402907,-5.1507807,1.3349284,-2.215193,3.765571,1.279766,-0.0899955,-2.1692955,-6.8568482,-0.6185091,1.2232739,2.2087586,-0.6455257,-3.4511824,3.1386812,2.7495134,-3.3440974,1.4938018,-4.066324,0.7552155,-2.3893688,1.7028563,0.99352413,-3.314259,-2.9582818,0.5284716,-3.4275005,-1.1543639,-0.63089156,-0.13601027,4.4909945,3.464002,-2.4030879,4.4252877,8.482956,-0.12727134,4.8874464,-1.4604756,3.6019688,-1.1440148,-1.5715617,0.723488,3.1209803,2.7693462,0.86009145,0.28102058,-0.56261224,3.1210985,3.5142946,-0.1488439,3.271502,-1.4415643,0.14153531,-0.9075155,-4.3078055,-3.3551111,2.0577223,-1.9466776,-1.2827755,-2.121739,-2.59029,-0.6860211,0.45433718,-5.4268017,-0.35986438,-0.65381056,0.07927758,1.079401,-1.2661967,-1.7785621,4.862008,0.21097873,1.741677,2.6689599,1.3118173,-0.4991508,-0.6295871,3.5891492,-0.9007327,3.5141287,-1.3105394,1.0199304,6.5927253,1.4027706,-2.1795905,-0.91911423,-3.7381358,-2.6824296,-1.2659113,0.39387703,-0.83437467,1.0545901,0.6499752,-0.9662398,-4.0958796,-5.609939,-1.4557359,-0.9249041,1.527062,0.23221555,-0.4574027,2.8192,3.2742376,-3.1288195,5.9838853,1.7895983,3.0648065,-0.5063983,4.1130137,-0.4456778,-0.2276111,-3.6684613,-0.2256172,1.2050431,0.4773177,2.1255488,-4.8376436,3.0924447,0.29406512,-2.9163785,0.5368998,1.3572227,0.447671,-2.5523076,-2.1734266,-0.17547196,1.3784784,-4.050484,1.6221104,-0.3958133,-3.5569034,-5.3819675,-0.9221611,-1.6279937,-1.4495215,-1.6469347,-2.2291787,3.5723767,3.2078214,-0.04019262,3.0461,0.57971907,-2.718014,1.6272547,-5.01291,-4.3483725,1.2145436,-4.492046,-6.4160385,0.8438043,-0.23927736,0.6082825,-5.2607317,1.9867679,2.793195,-4.28855,2.678618,-2.5473263,-0.601951,1.4581885,3.3709319,3.4138272,2.152242,-4.2335525,-3.7617948,4.2354,0.4150004,-1.3438817,-3.111477,0.62196875,0.33799273,2.3363693,0.53959054,1.2128108,-1.0645915,-0.22164616,-0.04666254,0.1483475,-3.9850495,-3.146315,-7.475832,-3.4336252,-1.1093764,2.2073996,0.47384495,-0.89796776,-2.7689035,1.5773278,0.6550311,6.438386,5.055151,-2.1049392,-2.2419567,-1.979342,-3.7338016,-0.6593458,-5.309743,0.8072353
SAM004,Cc1cc(C)c(-c2ccccc2)s1,0.22520652,-0.41672865,-1.1814479,4.7359753,0.14795087,-0.30027986,-5.6941104,0.30410418,4.2597127,0.5552465,-2.871217,0.024189413,-4.3785763,-0.43330747,-2.260844,-0.25520518,2.7944148,-0.46024197,-1.2250901,3.3693042,2.3343081,3.499271,7.416573,3.5804322,-4.1561036,0.58927774,0.27345872,-5.5866075,0.60959506,1.4553709,6.856435,-4.1274056,-2.8798757,-3.5209768,2.4398496,0.73809814,0.1045689,1.1711565,4.1493244,2.0345314,-1.3122767,0.6257045,-2.682113,0.96688026,-5.5187073,1.8621,-0.76820844,3.285667,-3.947728,1.8127007,3.2660453,-2.105028,-0.68994325,-4.787859,-2.1383345,-1.5818658,-2.7859313,-1.2411308,1.542169,2.1848888,-0.09654065,-4.271989,-0.94235945,-0.30543816,-6.8702087,1.3229995,4.24541,0.8783794,-1.6407828,0.5648642,-2.4007404,0.4558878,4.365583,-2.9461331,-1.5833583,3.6374242,-3.1929984,3.4013147,-2.2757146,1.7572752,2.513466,0.107867494,-4.634141,-4.1200128,-0.088952005,-1.3755102,-4.453166,1.9749035,2.6732154,-1.0580493,0.64365166,0.7351893,1.471444,4.0778866,0.8436795,0.06959985,1.1552535,2.0962915,2.8330019,2.2082694,-4.5697722,-4.064853,-1.879248,-6.3439827,2.5691383,-4.3825283,1.6359172,1.7055271,-0.18073153,-2.7801576,-6.8331447,-0.411107,2.367714,0.5568859,2.592904,-4.028818,3.9877045,4.9734774,-2.6264234,1.5224237,-4.9811983,0.32535315,-1.8951927,2.2433832,3.3891428,-3.5459719,-4.50536,-0.576715,-2.4155946,-0.11642887,0.24824859,0.48897952,4.7904034,4.4777703,-3.0222182,5.993689,7.767046,-0.17280224,4.406845,-1.2054337,3.9433794,-0.1632341,-2.1446967,0.6569527,3.1837003,3.9654179,1.2913452,-0.12741762,0.8249337,3.0167334,2.7350717,0.42590496,4.378184,-1.9254527,0.3673958,0.44749114,-3.9725015,-3.849597,2.5358777,-0.8142307,-2.0744224,-2.1532683,-1.9673849,-0.3260868,0.74060947,-6.29288,-0.33570075,-0.56846714,-0.79373646,1.5984318,-2.4653072,-2.6788886,4.723555,-0.06803265,0.43362334,1.3642454,1.4606037,-2.091527,-0.3146601,4.4799204,-2.0806549,2.4510717,-1.9761682,2.2282956,6.0276866,-0.82190824,-1.890624,-1.3199167,-1.5401362,-2.4955928,-1.3277938,0.7111189,-0.9781229,1.0971043,0.32513678,-0.10859616,-3.6179245,-5.338906,-0.94727504,-0.9453167,0.61906767,2.5238016,0.28742275,2.869433,4.166931,-2.4154623,4.238038,2.027259,3.632761,1.0578303,5.3528185,-1.4398539,0.89412075,-3.0030138,0.51925874,-0.066766,0.5952266,2.7705662,-5.0234256,2.3359308,0.49376255,-3.1446886,-0.62560636,0.07856343,2.3996968,-1.1108092,-1.571111,0.7812581,2.09025,-3.2883856,1.6470602,-1.5307475,-3.1541746,-7.2826843,-1.3139076,-2.7209806,-0.68789643,-1.9593735,-2.2170238,5.209774,2.7454925,-0.16558152,1.8409586,0.9532821,-2.0658588,2.3084056,-6.137619,-3.658885,0.9374745,-3.1495242,-8.165651,1.9403373,-0.9373833,0.28648758,-6.3631725,2.0069098,2.3058639,-4.584656,1.9544568,-3.4092624,-0.25437593,3.5616553,3.2949178,3.951747,2.2643273,-2.7368815,-4.4353848,2.6827612,-0.084496096,-1.6526557,-1.2407813,2.995679,0.26806802,2.6261404,0.8330083,-0.5714414,-0.4500774,-0.9987601,-0.07197058,-0.47787744,-4.121174,-2.4377058,-7.262355,-4.375363,-1.0366743,1.181743,-0.20637716,-0.7209267,-4.5649843,1.3878176,0.43481576,5.7304497,4.7697625,-1.4046965,-2.8378105,-0.91124237,-3.262683,-0.7505912,-6.303151,-0.7597127
SAM005,c1ccc2cc3sccc3cc2c1,-0.58779454,-1.4644334,-1.705371,5.910853,-1.2666185,0.62824035,-6.66076,0.40764666,5.6828322,1.945824,-3.7585921,-1.5636665,-5.101102,-0.4613533,-1.827013,0.5426397,1.7315363,-0.56650627,-2.3234518,3.3748233,0.9617039,4.081256,8.003398,3.4536595,-5.7026544,0.40238762,0.13691595,-5.477425,-1.1486429,2.2641685,7.718048,-4.0789113,-3.0543048,-3.7589896,2.7303529,2.7099,0.4470333,1.5315614,4.4820147,2.1330543,-0.8101213,-0.23520625,-3.1731687,1.0905288,-6.9607205,2.2576597,-0.46315986,2.9596913,-3.0564897,1.9615139,3.6289365,-2.810155,-2.0936527,-6.4013433,-0.6647103,-2.1023376,-3.296902,-0.8386923,2.1892643,2.8765748,0.8755929,-6.1527514,-0.15123445,1.0735492,-6.130299,1.3798327,6.2169785,-0.6542115,0.63825893,0.7927444,-1.6344067,-0.32391936,4.2966633,-2.323537,-0.24326624,3.9497764,-1.5111094,4.494312,-3.1066396,2.3485863,3.1050205,-0.7167753,-4.4564347,-6.199828,0.67035574,-1.90976,-4.2311616,2.4689496,3.5780573,-1.4629403,0.52557814,0.79111505,1.4474884,3.8405616,0.54977435,-0.26557454,1.5356399,2.6424098,2.6781092,1.5377306,-3.1202517,-4.2250113,-3.1847644,-6.6628256,1.3855191,-2.923525,3.1112406,1.6807657,0.44352144,-2.0862927,-7.2651997,0.34461933,1.8111567,1.3257042,-0.45252523,-3.118834,3.7788212,3.629584,-3.9462073,1.6764468,-4.9738765,0.67923677,-2.0155535,2.9338057,1.105323,-2.6524796,-4.708574,-0.29171792,-3.045185,-0.9229584,0.1399996,0.7590138,5.6589274,5.0643907,-2.677323,5.237313,9.762532,-0.033659816,5.237123,-1.5027536,3.556252,-0.78862596,-0.5701361,1.0708964,3.4151115,3.8781276,0.98383373,-0.05803477,-0.6663241,3.6682603,3.6105995,0.25033808,4.544862,-2.1515977,-0.24183694,-0.61486256,-4.259586,-3.5652912,1.8665402,-2.3201869,-1.6079103,-2.1810725,-3.0691123,-0.6743056,0.076097555,-6.0123076,-0.63721454,-1.0695022,0.8294477,1.0688821,-1.8398618,-1.9822396,5.7415,0.13463175,1.0130134,2.1041162,2.2821655,-1.5153872,-2.2430744,3.8730788,-1.4514713,4.1406918,-1.3727306,2.4613,6.890242,0.6906184,-2.2483952,-1.2344602,-2.700969,-2.336776,-1.119969,0.29055667,-0.3950893,0.65951633,1.0671854,-1.4515814,-4.108136,-5.3955603,-1.0606205,-0.4624548,1.8557776,0.73493725,0.5233882,2.2396517,3.9870462,-1.8856995,5.286272,2.523479,3.4137163,-0.31640652,4.699046,-1.0793703,0.37257773,-4.1631713,-0.18686506,0.617335,-0.86566937,3.0143037,-4.420966,3.2871988,0.14060277,-3.5591707,-0.6502943,1.2444732,0.32845736,-2.820782,-1.5508091,0.62362456,2.3333056,-4.67325,1.1108749,-0.389888,-3.5592031,-6.6001906,-1.2420093,-1.6097676,-1.2212214,-1.6546326,-2.3031971,4.341986,2.718059,1.1163803,1.8414595,-0.42266893,-3.2060618,1.8828176,-6.6676626,-4.30567,2.0923445,-4.2084527,-7.1573257,1.1979346,-1.3069614,0.8460026,-5.977556,0.87325966,2.8287568,-4.1450014,2.524002,-2.525486,-0.2592671,2.7897747,3.1810954,3.5712385,2.247604,-4.0552897,-4.3333716,3.8177674,-0.11855441,-2.3215966,-2.6840801,1.4255159,-0.28443617,2.1799543,0.4819726,0.22084251,-0.57284284,-0.67707413,-0.058275044,0.19059873,-4.835129,-3.129321,-8.305556,-3.5269327,-1.2048173,1.9642293,-0.27028054,-1.2438139,-3.1615546,0.89140344,-0.092825636,6.7202625,6.3116074,-1.1973643,-2.600265,-1.8812182,-3.0896256,-0.6332626,-5.472212,0.58240294
SAM006,C1=C\CC/C=C/CC/C=C/CC/1,1.4364828,1.6249294,1.5137846,0.59783715,-2.3518105,-3.122521,-2.2677119,2.284077,1.9825298,-0.17691316,3.5415115,-4.510543,-5.259282,-0.3985553,4.8394766,-5.608941,1.4760296,-1.1928535,-5.176852,2.1776388,6.258989,3.0430617,2.7016077,7.8826423,-0.9812001,6.1526494,2.7096071,-3.1452944,-2.3003268,-4.3847017,1.1076998,0.13452575,0.44132322,-7.605323,1.239751,1.2486941,-2.6961384,1.1393851,6.018758,1.2092565,-2.2859085,1.3591,-1.2273618,-0.34891325,-4.582655,8.649962,2.0448806,6.119761,2.6880908,1.0259033,6.5562797,-6.8605475,1.4850559,-0.2846033,-10.598147,-2.0366688,-3.5811548,1.9077559,-1.8924596,2.4657545,0.6480938,-4.137803,-2.6401296,1.0126003,-3.4308953,-1.5796126,4.2589927,2.9589708,-0.26237082,0.10428497,-0.027049452,4.037603,-2.5450656,-6.506641,2.1527407,-1.6171367,0.4353956,-1.5875171,-5.4889336,3.2867403,0.96356,-3.4851086,-0.66499853,-7.479151,2.2832336,-3.1527233,-5.541439,6.7744875,6.2377043,-2.6351364,-1.8167008,4.490662,-1.6522403,0.48163983,3.1083872,0.9258484,1.9666264,1.2376145,3.235013,-1.8559339,-2.3485765,-5.4195876,-1.118717,0.41574097,0.6626072,-5.5766373,-2.5423381,2.230877,-3.5733008,-5.527622,-6.4985948,5.7740006,1.2566711,-0.39436862,-1.0525193,-3.0497446,2.4436326,2.5289886,0.10056138,-1.2231634,-1.0649977,0.1411107,5.531827,7.7545257,0.014784828,-1.9476492,-1.5020416,-0.93008375,0.93280834,-1.7686508,-2.5546434,-0.4057966,4.2373333,1.9661646,1.195539,9.654555,0.992248,-3.809953,-3.5032144,-6.330334,-3.9647074,-2.8036056,-5.345563,-0.6542956,2.9167128,4.418712,-6.99521,3.0318305,-3.8626213,6.8368244,-2.775652,6.0238132,2.6062448,-2.0856013,1.3620924,2.9040463,-1.7597644,2.892213,3.7993126,5.821732,-1.9428725,-1.4677469,-3.2603402,0.12852785,1.3841743,-0.045400143,0.79193556,-5.205624,-0.76469964,3.6799169,-2.82401,1.4109533,5.3414874,-3.0561767,3.4525788,-0.27632058,2.7191665,-2.3435967,-2.107978,5.917764,0.033612035,10.002139,1.8975356,6.020245,8.937286,0.5181103,-3.1571343,-0.5433432,-2.087488,-0.3900652,-1.1135314,0.67150235,-6.436183,-1.1790824,0.60110575,-1.5304445,-7.190213,-6.5438356,2.7030447,-0.24706054,-0.99443364,1.1575291,-0.3393135,5.4571323,2.001433,0.61444986,2.5659318,3.2943306,4.373087,-5.011296,0.52015543,-1.4212792,4.5430975,-2.706814,-1.5475172,-3.0947146,-2.9719162,-3.4169734,-0.71703327,-0.37588406,1.5852035,-5.170136,-0.6703448,1.8965217,3.5192733,-6.811548,-1.1434877,-1.895227,-2.7474482,-0.9687462,2.8754761,1.4849288,-2.6363492,-6.324048,-4.359351,-0.92667377,3.215886,1.2274255,-2.438897,4.075014,4.9009438,-2.7005422,3.9453588,-1.4531109,-6.0607576,2.9745793,-2.0755887,-1.8031161,1.4733016,-4.2715445,-6.3741937,0.7593795,4.2705917,1.2358013,-6.334983,-4.9101114,-1.182904,2.6842065,4.2100043,-5.3144813,-1.4711039,2.1814978,4.5017943,5.105437,1.9763867,-3.2789915,0.18878838,7.908566,0.39146614,-1.4068179,3.3059156,4.9208455,-0.14030471,-4.3602962,-2.2824554,-0.6535648,-0.43271527,4.3956723,-1.5916865,0.94340086,0.18806577,-4.4954557,-3.7716649,-2.970628,3.2542553,3.9531589,-2.514618,1.3681588,1.683751,-0.2600236,1.8854412,9.6319475,-4.077092,0.944783,-8.377549,-3.9802763,-1.1834934,0.708438,-2.179909,1.9538376
