SAMindex,True_Values,Fold1_Predictions,Fold2_Predictions,Fold3_Predictions,Fold4_Predictions,Fold5_Predictions,Fold6_Predictions,Fold7_Predictions,Fold8_Predictions,Fold9_Predictions,Fold10_Predictions
SAM238,146.61725,146.61205,146.63472,133.45123,146.58812,146.59232,146.63632,146.60808,146.62962,146.60248,146.5993
SAM239,147.17925,147.2175,146.759,146.80348,146.9603,146.94995,147.2412,145.63943,147.04909,147.21681,147.41435
SAM240,112.7445,112.69611,112.696,112.92232,112.629875,158.07043,112.73988,112.715935,112.66403,112.68007,112.91785
SAM241,168.05525,168.09277,168.03,168.0421,167.99083,167.87766,167.92305,168.16217,168.12378,168.05568,168.12672
SAM242,102.54675,102.62904,102.573105,102.49074,102.563034,102.571106,112.839386,102.598625,102.61205,102.57524,102.54082
SAM243,158.52325,158.54282,158.53854,150.8728,158.46408,158.53094,158.48228,158.51558,158.50722,158.53355,158.49078
SAM244,157.45275,157.42758,157.47737,157.50056,143.59933,157.38185,157.51611,157.42912,157.48953,157.46901,157.48198
SAM245,138.41625,138.33875,139.18489,138.3759,138.51103,138.68477,138.53644,138.37967,138.51105,138.39102,129.22725
SAM246,147.5875,147.5865,147.66145,147.57257,147.58934,147.60643,147.57733,147.5133,147.57755,150.30531,147.61052
SAM247,113.01625,113.09174,112.99989,113.02175,113.010796,97.19564,113.04869,113.10859,112.91216,112.94992,112.88725
SAM248,189.02575,189.01094,189.06728,171.01631,189.01862,188.9511,189.06505,188.76813,188.97556,189.01375,188.92587
SAM249,143.703,143.40648,143.26773,144.08945,126.42283,143.5927,143.51791,143.55728,143.52057,143.10884,143.46977
SAM250,139.22025,139.17732,139.30353,139.16045,112.141335,139.29817,139.19914,139.17662,139.21442,139.2639,139.17493
SAM251,78.32825,78.29931,78.308044,78.33077,78.37765,78.37127,78.47218,106.20464,78.38422,78.320854,78.62662
SAM252,138.537,138.50018,138.61217,138.57854,138.58717,138.49718,157.32382,138.45802,138.63544,138.51083,138.5206
SAM253,163.802,163.81651,154.84006,163.7507,163.86375,163.8433,163.80812,163.7257,163.7307,163.79933,163.77625
SAM254,74.32625,78.58765,74.44023,74.42051,74.40159,74.384926,74.38828,74.39732,74.428246,74.376335,74.34927
SAM255,127.93275,127.90513,129.0433,127.85929,127.90684,127.83485,127.86307,127.82288,127.957085,127.906334,127.914375
SAM256,84.562,84.57806,84.56477,84.56251,106.95208,84.63921,84.581406,84.52376,84.512856,84.57385,84.48317
SAM257,136.585,136.56493,136.60883,136.61966,136.5837,136.53012,136.5063,129.11987,136.62425,136.49512,136.58249
SAM258,136.219,136.35222,136.16823,136.18585,136.25978,136.27525,136.28795,136.26476,140.92653,136.2627,136.25734
SAM259,147.1855,147.31339,147.19247,147.20758,143.94478,147.29659,147.27971,147.26285,147.24574,147.19302,147.27129
SAM260,161.81775,161.83022,161.82631,161.87556,161.80135,147.78824,161.83951,161.83029,161.85089,161.81381,161.89914
SAM261,106.74475,96.817406,106.726265,106.78577,106.68931,106.803185,106.74603,106.721634,106.790115,106.774925,106.77436
SAM262,56.32275,56.31131,63.638626,56.3523,56.27767,56.339516,56.294064,56.359127,56.265736,56.27692,56.280006
SAM263,121.72925,121.700035,121.77918,121.58321,112.257835,121.70733,121.65397,121.71848,121.75642,121.75099,121.71931
SAM264,88.4485,88.40791,88.426216,79.47639,88.41261,88.3627,88.43642,88.42586,88.4083,88.40264,88.43025
SAM265,143.39175,143.20227,143.19302,143.62933,143.33643,175.84615,143.39977,143.38744,143.38234,143.30846,143.10814
SAM266,105.022,104.97427,85.61168,105.05856,105.03143,104.98623,105.03013,105.02342,104.98156,105.018135,104.8917
SAM267,137.77775,137.75752,137.75705,138.09462,137.80698,137.78069,137.75092,137.77487,137.81538,137.8349,142.26166
SAM268,171.327,171.30475,171.34366,171.3106,167.08574,171.26468,171.32468,171.38304,171.3187,171.36142,171.31145
SAM269,164.4095,164.0495,164.38199,164.4032,164.39851,164.45401,164.4851,164.36836,164.42326,164.37064,164.43658
SAM270,109.47,109.45639,109.42852,109.476295,109.587326,122.80011,109.52618,109.398674,109.51233,109.449936,109.83474
SAM271,186.62825,186.74078,186.94006,186.79414,186.60683,187.00307,187.53784,186.8855,202.79947,187.48108,186.70111
SAM272,79.8305,80.316956,80.63846,80.1815,80.33014,80.28152,80.15435,79.77135,80.37623,114.49647,79.85856
SAM273,210.4105,210.37277,210.3523,210.09425,180.51192,210.32446,209.82991,210.32962,210.47386,210.12518,210.44374
SAM274,145.427,145.45444,145.37137,142.09541,145.36488,145.41666,145.4377,145.44662,145.38805,145.43733,145.44739
SAM275,154.62575,154.70573,155.24579,155.92596,154.64055,155.59879,155.07701,172.08571,154.90596,154.61893,154.81813
SAM276,152.52825,152.41612,151.89,150.64223,152.42688,151.86794,152.02011,160.33281,152.2093,152.45818,152.58417
SAM277,84.62875,84.64325,84.63275,99.3849,84.58544,84.61448,84.61776,84.62284,84.57981,84.63971,84.60528
SAM278,143.44975,143.51297,143.4525,143.47409,143.43861,143.49338,143.30806,143.31105,143.39128,156.44952,143.52164
SAM279,153.3895,153.38573,153.40302,153.4079,153.35478,141.51024,153.42998,153.40761,153.37596,153.37949,153.36017
SAM280,61.3245,61.332245,63.28954,61.321823,61.27707,61.38149,61.340694,61.31916,61.29392,61.323544,61.324867
SAM281,56.52975,56.550865,56.578327,56.516693,56.544434,67.63117,56.562916,56.543915,56.637253,56.51794,56.57392
SAM282,130.57225,130.49881,130.42416,130.54599,130.47665,130.50703,130.48961,130.55339,131.10056,130.55035,130.50516
SAM283,88.1515,88.09478,82.6523,88.0035,87.89297,87.99985,87.938866,88.05851,88.16927,88.0948,88.027824
SAM284,77.6795,77.62751,77.65155,77.67065,77.66366,77.54759,77.65248,77.653824,77.6327,77.64834,77.767365
SAM285,84.96375,85.15065,85.11347,85.05649,85.073586,85.113594,91.181946,85.01052,85.11221,85.17972,85.04178
SAM286,77.53575,77.72278,77.60672,77.616,77.55579,77.64403,77.62934,80.4337,77.57395,77.58921,77.47729
SAM287,79.212,79.08425,79.226135,79.19326,79.22449,78.538414,79.314705,79.26822,79.20646,79.22387,79.09917
SAM288,132.676,132.70647,132.73863,132.6713,132.8468,131.97643,132.7647,132.70364,132.65948,132.6675,132.68779
SAM289,85.12325,85.21772,85.003716,85.24246,85.34955,85.2937,85.26165,85.226456,93.965324,85.1796,85.251915
SAM290,154.91075,153.21582,154.5905,153.97089,154.75626,154.24007,154.12967,154.7315,154.13394,153.43509,108.03616
SAM291,143.9275,133.23477,143.87454,143.9024,143.90268,143.93808,143.92429,144.07504,143.93916,143.92838,144.07637
SAM292,169.6565,169.23453,169.64604,169.77791,169.51146,167.39705,169.82597,169.71124,169.5405,169.60245,169.47574
SAM293,184.703,184.99776,184.65778,185.95782,184.37057,184.55779,184.94167,184.75739,185.24118,187.39232,185.0232
SAM294,184.987,185.07909,184.61017,184.8689,182.37585,184.8403,184.67726,185.09093,185.15334,185.25063,185.21848
SAM295,164.41975,164.5414,164.44495,164.3978,164.39882,164.44778,164.45483,164.61186,161.6307,164.43074,164.40317
SAM296,183.9305,183.68124,184.17958,183.8159,183.64989,183.8709,187.97295,184.10265,183.97934,184.28079,183.58434
SAM297,76.0695,76.07519,75.98785,76.03619,76.00368,76.06238,76.01022,75.9966,76.06236,77.544365,76.15202
SAM298,145.1265,145.1471,126.042175,144.8264,145.10968,145.0851,145.14899,145.15907,145.17552,145.14178,144.98825
SAM299,89.19175,89.16697,89.22445,89.2278,81.374916,89.21136,89.13155,89.18148,89.05493,89.07036,89.10743
SAM300,84.56275,84.568954,84.55934,81.7778,84.575485,84.57886,84.58465,84.61301,84.5674,84.67724,84.60401
