SAMindex,TC_mean,log10(-c_interface_mean),c_interface_mean_to1,SAM_length_gm_mean_to1,Water_bending_overlap_factor_to1,Water_stretching_overlap_factor_to1,5X0,5X1,9X2,12X3
SAM027,136.4385,2.237209164,0.89958049,0.336362732,0.155746879,0.05325841,-5.017042671,-2.582314721,1.28670309,0.537612257
SAM028,148.081,2.215543845,0.906542843,0.421915182,0.14267672,0.290177143,-5.19863312,-2.74350994,1.541797907,0.66131478
SAM029,189.36725,2.412520027,0.828428427,0.164140989,0.113767959,0.255743639,-3.697231195,-1.834259092,-3.856037256,0.104661236
SAM030,148.328,2.124483898,0.932288615,0.227683012,0.067480301,0.12189698,-6.001951214,-2.885332354,1.413350377,0.66102616
SAM031,154.28875,2.181419433,0.916828403,0.289960715,0.207517419,0.189384592,-5.492311711,-2.73370677,1.532265157,0.619236287
SAM032,185.1475,2.473529118,0.796117785,0.229581176,0.812450191,0.485542065,-3.302691906,-1.707955156,0.638555413,0.002563581
SAM033,77.066,1.968199764,0.965644077,0.489243463,0.428299346,0.17070132,-7.504294976,-3.84279525,2.952799114,1.100244592
SAM034,118.3065,2.238239609,0.899240615,0.335881747,0.143470039,0.014083473,-5.008502336,-2.578269293,1.257129989,0.530484351
SAM035,123.254,2.089508819,0.9408283,0.403686474,0.461823601,0.075686861,-6.326199112,-3.200656065,2.266350203,0.854885187
SAM036,123.7795,2.091805073,0.940288483,0.402648839,0.472424993,0.07177409,-6.304668732,-3.190252865,2.257217273,0.850209825
SAM037,190.9025,2.39104194,0.838765326,0.191693135,0.349473891,0.171661575,-3.84414642,-1.929963108,0.363821151,0.008712697
SAM038,198.18425,2.331631136,0.864833462,0.257425241,0.589205836,0.227293911,-4.272269389,-2.186942254,1.08683302,0.280304082
SAM039,128.26475,2.168890569,0.920406492,0.324210336,0.177120642,0.118110338,-5.602410164,-2.813849759,1.635929253,0.66525045
SAM040,155.1605,2.27213032,0.887600822,0.384118568,0.102060911,0.125260943,-4.732601465,-2.510792928,1.070146392,0.515848915
SAM041,148.41975,2.280697124,0.884511885,0.631101752,0.097487295,0.115364404,-4.664413763,-2.728957165,1.422006659,0.635337446
SAM042,154.39325,2.25493561,0.89361984,0.331052798,0.14341064,0.046710114,-4.871365293,-2.516078621,1.154840783,0.496191005
SAM043,144.279,2.266271787,0.889678425,0.326300845,0.143325514,0.060551386,-4.779596692,-2.472778302,1.079778156,0.470216913
SAM044,156.47425,2.275593979,0.886359262,0.501600263,0.099668389,0.118447981,-4.704956043,-2.616603302,1.271193809,0.583630084
SAM045,131.09375,2.206487934,0.909351672,0.320405473,0.078451174,0.10964378,-5.275668813,-2.674037767,1.227184261,0.590331872
SAM046,153.00625,2.147348544,0.926322381,0.226531834,0.068528977,0.094791638,-5.794457232,-2.796565598,1.263685279,0.611893589
SAM047,148.63225,2.15870554,0.9232401,0.222068556,0.069504687,0.10521365,-5.692783294,-2.749474252,1.173733588,0.584532
SAM048,152.11725,2.121909674,0.932940864,0.141650224,0.069870839,0.030044486,-6.025539796,-2.809324666,1.015578675,0.528507817
SAM049,164.192,2.111737644,0.935480729,0.109244414,0.072219462,0.027114074,-6.119188205,-2.816873706,0.844876079,0.473981374
SAM050,152.6485,2.148587271,0.925990094,0.226475033,0.068038127,0.102570961,-5.783321892,-2.791831827,1.253178661,0.610056585
SAM051,144.48675,2.120306692,0.933345073,0.223629107,0.066113799,0.122059981,-6.040251296,-2.897563526,1.42048371,0.664720836
SAM052,222.5885,2.426303026,0.821520577,0,0.538863223,0.18093574,-3.60515581,-1.62659275,-0.480792014,0.414104378
SAM053,164.7975,2.23717743,0.899590944,0.355226736,0.343312397,0.55706059,-5.017305819,-2.601288541,1.518075789,0.605881669
SAM054,153.09925,2.219414683,0.90532426,0.560314703,0.235730918,0.100044292,-5.165907273,-2.868293304,1.805141956,0.70947663
SAM055,167.82075,2.389170116,0.839642207,0.441383757,0.407990641,0.261829112,-3.857148323,-2.185614303,1.066317738,0.346532134
SAM056,143.0795,2.144766818,0.927011887,0.263736161,0.094529689,0.185573712,-5.817700767,-2.843539723,1.485517474,0.663983712
SAM057,240.311,2.544472315,0.752369236,0.207596943,0.475088023,0.535588616,-2.885737524,-1.464520308,-0.154210621,0.175975203
SAM058,77.07575,1.900461708,0.976765824,0.348952352,0.478958034,0.108492648,-8.187642766,-4.099352187,3.194256717,1.171986788
SAM059,162.82475,2.217638001,0.905884928,0.354553762,0.067788655,0.077551811,-5.180913057,-2.668776389,1.203807117,0.593263818
SAM060,163.94175,2.285833377,0.882630475,0.337889594,0.082447404,0.10715409,-4.623836478,-2.418542637,0.770249049,0.44716733
SAM061,138.26825,2.118841296,0.933713286,0.355373559,0.058356966,0.08296596,-6.053715359,-3.035042415,1.76654217,0.775900246
SAM062,142.36,2.144885817,0.926980196,0.327502898,0.298556833,0.186282596,-5.816628363,-2.906855482,1.846682846,0.716619771
SAM063,187.5105,2.316838225,0.87078842,0.203416413,0.287561839,1,-4.383798414,-2.181339827,0.699878056,0.394382931
SAM064,158.6075,2.226603287,0.90303219,0.320867519,0.155804098,0.298713757,-5.105455509,-2.603678629,1.306832016,0.572280524
SAM065,141.4815,2.116732293,0.934241043,0.229477535,0.072864218,0.102213575,-6.073118307,-2.917419302,1.486901144,0.676704038
SAM066,136.882,2.277066674,0.885828361,0.468462992,0.065686389,0.129306461,-4.693232977,-2.578511623,1.07256487,0.563281235
SAM067,163.522,2.232368733,0.901166276,0.36546363,0.053323049,0.053768507,-5.057278153,-2.628198474,1.057026167,0.570786919
SAM068,76.511,1.815733018,0.98844429,0.230593917,0.18377058,0.43373078,-9.053312421,-4.68536364,3.679352964,1.31688697
SAM069,155.9785,2.195856184,0.91257539,0.376143855,0.051886978,0.065557878,-5.366945903,-2.767728725,1.320484849,0.648856633
SAM070,122.08875,2.202453165,0.91058438,0.369171626,0.230125522,0.438186932,-5.31020297,-2.737162712,1.612933195,0.66336149
SAM071,74.39125,1.90544536,0.97600537,0.260076743,0.110346233,0.199388851,-8.136979283,-3.977882949,2.933519177,1.116484648
SAM072,90.64,2.074679636,0.944246535,0.458298772,0.408404097,0.158075132,-6.466023212,-3.316567621,2.389232349,0.909160822
SAM073,85.97725,2.018537788,0.956180018,0.451572398,0.41716402,0.177466348,-7.006673392,-3.556916873,2.647768695,1.000681397
SAM074,109.71725,2.130536174,0.930739793,0.429837492,0.729030428,0.479665155,-5.946671231,-3.064049123,2.176825669,0.818423654
SAM075,64.89475,1.866443065,0.98173003,0.345712528,0.402263291,0.139212299,-8.534529977,-4.339003782,3.433243622,1.243190011
SAM076,77.432,1.7967758,0.990759727,0.335858764,0.136295374,0.211363961,-9.247154742,-5.015404588,4.101569195,1.420073619
SAM077,94.521,1.879870301,0.979816964,0.421457317,0.40130426,0.575339183,-8.397424231,-4.31419272,3.431621914,1.246742325
SAM078,116.328,2.246216791,0.896582014,0.462649295,0.381638501,0.123917238,-4.942687441,-2.677539424,1.661550406,0.615961946
SAM079,105.82,2.102538296,0.937727054,0.302280003,0.13804587,0.246977022,-6.204472939,-3.046532269,1.88264452,0.777666375
SAM080,106.954,2.167781604,0.920718254,0.412509298,0.200436739,0.015981809,-5.612212559,-2.906240336,1.81942041,0.719405721
SAM081,92.53725,2.046530295,0.950422697,0.286722416,0.189819894,0.075205433,-6.734986282,-3.265628072,2.182553065,0.859411907
SAM082,117.593,2.256805998,0.892976601,0.399268463,0.585457848,0.233118736,-4.856148784,-2.57791262,1.618762718,0.568314457
SAM083,117.0365,2.249458473,0.895487607,0.402947289,0.544904162,0.230539396,-4.916094752,-2.60671113,1.637708063,0.583937625
SAM084,108.67025,2.133675034,0.929927995,0.583409724,0.075809561,0.099318287,-5.91810162,-3.205537483,2.071199595,0.859848182
SAM085,106.39825,2.132231765,0.930301994,0.588016706,0.072358496,0.113055069,-5.931229591,-3.215694735,2.077930652,0.864391985
SAM086,108.0285,2.144564334,0.927065792,0.559349984,0.072897931,0.107037715,-5.819525789,-3.13992107,1.981972562,0.833649914
SAM087,108.98075,2.145451879,0.926829326,0.637243766,0.071628844,0.103779563,-5.811528429,-3.214451976,2.062972189,0.859724063
SAM088,86.03725,2.032680264,0.953317665,0.496111558,0.089512125,0.05390807,-6.8689134,-3.536692688,2.511209787,0.991002829
SAM089,88.64425,2.041233929,0.951540672,0.497352652,0.096023584,0.058497566,-6.786082404,-3.499649465,2.472697454,0.977344283
SAM090,91.21325,2.074939967,0.944187528,0.256724159,0.168057698,0.363585391,-6.463557102,-3.113904265,1.951471368,0.797518524
SAM091,111.3995,2.327661255,0.866451522,0.446864705,0.307537148,0.270496217,-4.302008261,-2.389336942,1.248220323,0.472826389
SAM092,108.452,2.193801698,0.913189296,0.367847329,0.293599314,0.157829334,-5.384687372,-2.766810228,1.696190353,0.654649792
SAM093,66.9665,1.819679133,0.987949471,0.365447148,0.168118627,0.116707174,-9.012936709,-4.778038129,3.872859256,1.363956849
SAM094,90.41975,2.209348081,0.908470873,0.755672806,0.082313387,0.114417694,-5.251267204,-3.09915852,1.880783384,0.796256008
SAM095,112.95075,2.195259489,0.912753989,0.36082093,0.284531898,0.143533359,-5.372095224,-2.754547136,1.672059812,0.645875732
SAM096,101.59725,2.283705852,0.883412488,0.627418958,0.184704908,0.408694189,-4.640616485,-2.715190751,1.547731477,0.654719222
SAM097,63.84375,1.793235477,0.991181054,0.50829836,0.241087736,0.085110336,-9.283323275,-5.234725515,4.370250702,1.479135611
SAM098,59.67675,1.778694262,0.992875997,0.382967402,0.209342945,0.067424884,-9.431728733,-5.323680274,4.442578613,1.495506193
SAM099,74.7025,2.100874768,0.938128203,0.424557267,0.109258679,0.292120081,-6.219953895,-3.175483722,2.077921078,0.855537311
SAM100,116.545,2.38500487,0.841579964,0.261361454,0.362934192,0.282810432,-3.886194581,-2.018868816,0.668132544,0.177287741
SAM101,120.1215,2.228390681,0.902456369,0.322793365,0.248797538,0.216955385,-5.09049034,-2.599370277,1.421785687,0.561737883
SAM102,85.48025,2.161747735,0.922400671,0.592399847,0.137707237,0.242277197,-5.665708644,-3.108480402,2.021009247,0.824827082
SAM103,93.27825,2.152914134,0.924821954,0.485239426,0.137005524,0.231478076,-5.744513512,-3.034312926,1.935184426,0.795348031
SAM104,112.58475,2.213463684,0.907193228,0.393347379,0.086598858,0.017200017,-5.216269918,-2.72227839,1.3844685,0.623443358
SAM105,81.7565,2.017315907,0.956422972,0.189690039,0.088587634,0.279339115,-7.018621186,-3.300720388,1.994895574,0.836939708
SAM106,101.951,1.993308641,0.961060427,0.114877141,0.04388349,0.692716712,-7.254752797,-3.340828118,1.687755176,0.799798032
SAM107,80.298,1.99646904,0.960464489,0.333221987,0.009306412,0,-7.223522742,-3.543676649,2.265223325,0.978695029
SAM108,89.49125,1.926432808,0.972705397,0.50657319,0.108209869,0.246350635,-7.924200151,-4.093834379,3.156787934,1.180811817
SAM109,114.55325,2.150795062,0.925395503,0.317758119,0.077210371,0.086661641,-5.76350287,-2.874796048,1.549504539,0.691447785
SAM110,124.09175,2.268573069,0.888865665,0.459184142,0.087016815,0.200961131,-4.761101408,-2.597873369,1.197034714,0.581148381
SAM111,122.96725,2.182831643,0.916418582,0.421306385,0.069364059,0.079727963,-5.479977025,-2.859916819,1.561970476,0.702128672
SAM112,155.915,2.352048151,0.856274101,0.119691847,0.337333887,0.197407334,-4.121552872,-1.982959718,0.133639748,0.105088558
SAM113,160.09775,2.388640307,0.839889718,0.358327283,0.27276399,0.10144561,-3.860834209,-2.104245596,0.756849756,0.236940267
SAM114,163.98025,2.39516681,0.836819582,0.358050793,0.258891516,0.091412563,-3.815606731,-2.083198227,0.696906416,0.218019852
SAM115,143.1215,2.178486762,0.917675214,0.190734559,0.03372344,0.132208157,-5.517975539,-2.645169251,0.527051146,0.503163176
SAM116,147.0335,2.343693644,0.859825242,0.126002686,0.347213016,0.203204274,-4.182772836,-2.01630518,0.256626217,0.050885908
SAM117,129.51225,2.299285886,0.877596052,0.701886092,0.099224632,0.084855276,-4.518649773,-2.737740554,1.412464957,0.627978693
SAM118,101.887,1.971054566,0.965136182,0.250441182,0.081778783,0.291687338,-7.475801751,-3.589056339,2.450895347,0.98116185
SAM119,128.84375,2.229785343,0.902005421,0.230856434,0.266332059,0.304984075,-5.078831647,-2.502575337,1.204683091,0.47549099
SAM120,182.95075,2.282839623,0.883729791,0.279176526,0.099013684,0.441481477,-4.647459783,-2.36984947,0.674075391,0.446762784
SAM121,164.298,2.12963209,0.930972528,0.083080417,0.207391039,0.611436991,-5.954912822,-2.720781524,0.898817383,0.434836918
SAM122,183.66,2.275456749,0.886408641,0.288876829,0.103960648,0.429438157,-4.706049381,-2.404341775,0.785614528,0.468604823
SAM123,93.65525,2.080526686,0.942912668,0.208623832,0.361424623,0.163797794,-6.410731836,-3.042550035,1.909934467,0.728719334
SAM124,79.6345,2.062915852,0.946876364,0.208091778,0.367946446,0.167646118,-6.577876953,-3.116055882,1.995650376,0.762692506
SAM125,169.89175,2.256261334,0.8931642,0.358625538,0.043167231,0.239755595,-4.860576811,-2.539127163,0.769008599,0.540676237
SAM126,171.53725,2.305793342,0.875104187,0.337504883,0.068596468,0.284745057,-4.468336902,-2.351815613,0.515839208,0.43391373
